"symbol","trade_id","price","quantity","buyer_order_id","seller_order_id","is_buyer_market_maker","knowledge","decision","decision_norm","entropy","delta_t","cosine_similarity","delta_h_over_delta_d","frobenius_norm","timestamp"
"XRPUSDT",1.206643005E9,2.314,3.0,,,true,250.89252215492792,0.9954239229191449,46.3812664619756,-0.2854216242792832,0.051,0.9999999624346295,38.77884476325579,10.788335632769563,"2025-07-08T18:45:27.209000Z"
"XRPUSDT",1.206643006E9,2.314,3.0,,,true,251.06599893828863,0.9954352220147888,46.39247241026449,-0.28498291645929524,0.051,0.9999999624418646,38.82680825210294,10.793300819521544,"2025-07-08T18:45:27.209000Z"
"XRPUSDT",1.206643007E9,2.314,2.2,,,true,251.23951572296258,0.9954464933387095,46.4036748514002,-0.2845447460261448,0.051,0.9999999624491606,38.8747973383814,10.798266007861658,"2025-07-08T18:45:27.209000Z"
"XRPUSDT",1.206643008E9,2.314,3.0,,,true,251.41307249972405,0.9954577369585369,46.41487378924653,-0.28410711272544675,0.051,0.9999999624565162,38.92281199612975,10.803231197787717,"2025-07-08T18:45:27.209000Z"
"XRPUSDT",1.206643009E9,2.314,2.2,,,true,251.5866692593534,0.9954689529417393,46.42606922766125,-0.2836700163012441,0.051,0.9999999624639325,38.97085224846284,10.808196389297697,"2025-07-08T18:45:27.209000Z"
"XRPUSDT",1.20664301E9,2.3139,2.2,,,true,251.73565545528245,0.9954777630474243,46.437150482996266,-0.24317009859681835,0.002,0.9999999624648607,4596.984321475561,10.81316139617116,"2025-07-08T18:45:27.211000Z"
"XRPUSDT",1.206643011E9,2.3139,2.4,,,true,251.9093221572618,0.9954889298052936,46.448339161300616,-0.2829015934536005,0.002,0.9999999624723988,-3558.015255807139,10.818126404999491,"2025-07-08T18:45:27.211000Z"
"XRPUSDT",1.206643012E9,2.3139,3.0,,,true,252.08302882250638,0.9955000691137372,46.459524351304076,-0.282465990968791,0.002,0.99999996248,39.10498456999908,10.82309141577673,"2025-07-08T18:45:27.211000Z"
"XRPUSDT",1.206643013E9,2.3139,3.0,,,true,252.2567754417562,0.9955111810396149,46.47070605684042,-0.2820309242269744,0.002,0.9999999624876635,39.15313570361885,10.82805642850026,"2025-07-08T18:45:27.211000Z"
"XRPUSDT",1.206643014E9,2.3139,3.0,,,true,252.43056200581546,0.9955222656496263,46.48188428173769,-0.28159639306038775,0.002,0.9999999624953887,39.20130398261933,10.833021443167356,"2025-07-08T18:45:27.211000Z"
