"symbol","trade_id","price","quantity","buyer_order_id","seller_order_id","is_buyer_market_maker","knowledge","decision","decision_norm","entropy","delta_t","cosine_similarity","delta_h_over_delta_d","frobenius_norm","timestamp"
"XRPUSDT",1.207058451E9,2.3465,27.6,,,false,0.0024835707650561634,0.500620892372119,0.500620892372119,,1.0,1.0,,0.004967141530112327,"2025-07-09T10:11:39.034000Z"
"XRPUSDT",1.207058452E9,2.3465,32.3,,,false,0.0070245989181115,0.5012417828293724,0.708862927305368,-7.786333319074747E-6,0.41,1.0,,0.009934283060224654,"2025-07-09T10:11:39.444000Z"
"XRPUSDT",1.207058453E9,2.3465,2.3,,,false,0.012905012247809947,0.5018626694569183,0.8692516419215278,-2.1134170346825267E-5,0.41,1.0000000000000002,-0.021498026266903208,0.014901424639304828,"2025-07-09T10:11:39.444000Z"
"XRPUSDT",1.207058454E9,2.3465,2.3,,,false,0.01986856615717519,0.5024835503399621,1.0049671006891054,-4.115557196002881E-5,0.41,1.0,-0.03224676771339938,0.019868566281124097,"2025-07-09T10:11:39.444000Z"
"XRPUSDT",1.207058455E9,2.3465,3.0,,,false,0.027767165431695603,0.5031044235637796,1.1249756909053847,-6.785013719870938E-5,0.41,1.0,-0.04299519485563351,0.02483570801414278,"2025-07-09T10:11:39.444000Z"
"XRPUSDT",1.207058456E9,2.3465,3.0,,,false,0.036500887057965906,0.5037252872137418,1.2338699243033355,-1.012173419532182E-4,0.41,0.9999999999999999,-0.053743208764987456,0.029802849866207164,"2025-07-09T10:11:39.444000Z"
"XRPUSDT",1.207058457E9,2.3465,3.0,,,false,0.04599637503170482,0.5043461393753373,1.334374459676979,-1.412565388901855E-4,0.41,0.9999999999999999,-0.06449071037147959,0.03476999186498616,"2025-07-09T10:11:39.444000Z"
"XRPUSDT",1.207058458E9,2.3465,0.7,,,false,0.05619679277314147,0.5049669781341966,1.428262298412905,-1.879669574891677E-4,0.41,0.9999999999999998,-0.07523760063693913,0.03973713403808005,"2025-07-09T10:11:39.444000Z"
"XRPUSDT",1.207058459E9,2.3464,10.3,,,true,0.06549239045102731,0.5054574822607169,1.5163724473811397,-2.03968031014728E-4,1.042,0.9999999999999999,-0.03262168993169152,0.04470427795353553,"2025-07-09T10:11:40.486000Z"
"XRPUSDT",1.20705846E9,2.3465,2.3,,,false,0.07853747760883702,0.506208613176283,1.600772190319906,-3.3877950719871146E-4,0.179,0.9999999999999991,-0.17947800228989225,0.049671419636138796,"2025-07-09T10:11:40.665000Z"
"XRPUSDT",1.207058461E9,2.3465,19.0,,,false,0.09060787406576179,0.5068294002423129,1.6809629549520606,-3.681163637563843E-4,0.179,0.9999999999999989,-0.04725751898358094,0.05463856150086972,"2025-07-09T10:11:40.665000Z"
"XRPUSDT",1.207058462E9,2.3464,76.4,,,true,0.10143420231444181,0.5073198594670331,1.7574075464172358,-3.748599534274874E-4,0.078,0.9999999999999991,-0.01374954192155562,0.05960570302186406,"2025-07-09T10:11:40.743000Z"
"XRPUSDT",1.207058463E9,2.3464,8.3,,,true,0.11453070684860202,0.5079406074838341,1.8314059071042426,-5.099335566408077E-4,0.078,0.9999999999999989,-0.21759812284123706,0.06457284464163715,"2025-07-09T10:11:40.743000Z"
"XRPUSDT",1.207058464E9,2.3464,4.3,,,true,0.12814680255128738,0.508561331017512,1.902862262880284,-5.957160878828979E-4,0.204,0.9999999999999988,-0.13819764611438146,0.06953998721998776,"2025-07-09T10:11:40.947000Z"
"XRPUSDT",1.207058465E9,2.3465,4.6,,,false,0.14428260057324954,0.5093123241795512,1.9725581521612574,-7.924617455138755E-4,0.162,0.999999999999999,-0.26198062455954796,0.07450712967055638,"2025-07-09T10:11:41.109000Z"
"XRPUSDT",1.207058466E9,2.3465,435.1,,,false,0.1589487139073796,0.5099329868234957,2.0397319504084153,-8.01682135684193E-4,0.924,0.9999999999999988,-0.01485571954470828,0.07947427950718171,"2025-07-09T10:11:42.033000Z"
"XRPUSDT",1.207058467E9,2.3465,8.4,,,false,0.17408062484347928,0.5105536188456159,2.105066505281738,-9.083794388036942E-4,0.071,0.9999999999999972,-0.17191717364987255,0.0844414209193268,"2025-07-09T10:11:42.104000Z"
"XRPUSDT",1.207058468E9,2.3465,210.9,,,false,0.1896643834193872,0.5111742183342564,2.168728544329232,-0.001021731638654768,0.004,0.999999999999997,-0.18264952183475539,0.08940856167012622,"2025-07-09T10:11:42.108000Z"
"XRPUSDT",1.207058469E9,2.3465,5.0,,,false,0.20568726264856405,0.5117947833781639,2.2308617478215162,-0.0011417392321145569,0.002,0.9999999999999972,-0.19338439159276213,0.0943757024841356,"2025-07-09T10:11:42.110000Z"
"XRPUSDT",1.20705847E9,2.3465,27.4,,,false,0.22213754346307701,0.5124153120665089,2.2915909480604566,-0.0012683992569826102,0.004,0.9999999999999973,-0.20411630799190653,0.099342843405054,"2025-07-09T10:11:42.114000Z"
"XRPUSDT",1.207058471E9,2.3465,5.0,,,false,0.23900439689022684,0.5130358024889105,2.3510254060657827,-0.0014017092610479796,0.004,0.9999999999999972,-0.21484619141969893,0.10430998439371521,"2025-07-09T10:11:42.114000Z"
"XRPUSDT",1.207058472E9,2.3465,33.7,,,false,0.25627777759178283,0.513656252735459,2.4092613897782766,-0.0015416667353188671,0.002,0.9999999999999971,-0.22557404892567004,0.10927712540417507,"2025-07-09T10:11:42.116000Z"
"XRPUSDT",1.207058473E9,2.3465,3.1,,,false,0.2739483337736081,0.5142766608967405,2.4663842287198876,-0.0016882690575700915,0.002,0.9999999999999973,-0.23629979648946764,0.11424426646521744,"2025-07-09T10:11:42.118000Z"
"XRPUSDT",1.207058474E9,2.3465,14.7,,,false,0.2920073310449066,0.514897025063859,2.522469969537258,-0.001841513502029785,0.002,0.9999999999999974,-0.24702336560070035,0.11921140757101101,"2025-07-09T10:11:42.120000Z"
"XRPUSDT",1.207058475E9,2.3465,3.9,,,false,0.3104465871150933,0.5155173433284608,2.5775867231064846,-0.002001397198720154,0.579,0.9999999999999977,-0.25774462209817195,0.124178562993963,"2025-07-09T10:11:42.699000Z"
"XRPUSDT",1.207058476E9,2.3465,731.8,,,false,0.3292584509618056,0.5161376137827578,2.6317957794707527,-0.0021679213061146113,0.526,0.999999999999997,-0.26847015884899084,0.12914571771660405,"2025-07-09T10:11:43.225000Z"
"XRPUSDT",1.207058477E9,2.3464,83.7,,,true,0.3457266827703983,0.5166276445738367,2.6844760106209846,-0.002002373886508182,0.08,0.9999999999999948,0.3378306478291784,0.13411286015295104,"2025-07-09T10:11:43.305000Z"
