"symbol","trade_id","price","quantity","buyer_order_id","seller_order_id","is_buyer_market_maker","knowledge","decision","decision_norm","entropy","delta_t","cosine_similarity","delta_h_over_delta_d","frobenius_norm","timestamp"
"XRPUSDT",1.21367597E9,2.7891,1.9,,,false,141.7041380253098,0.9754382023005242,37.538979815453224,-0.7018066599963269,0.113,0.9999999982142245,1404.598259217007,7.35730605614962,"2025-07-11T17:28:01.418000Z"
"XRPUSDT",1.213675971E9,2.7892,1.9,,,false,141.86454652725024,0.9755081618423236,37.55434336285947,-0.7836853007177358,0.35,0.9999999982126697,-1170.3713119828656,7.362275842047494,"2025-07-11T17:28:01.768000Z"
"XRPUSDT",1.213675972E9,2.7893,2.7,,,false,142.02505725911166,0.9755779267385473,37.56969798292543,-0.7828911882529539,0.003,0.9999999982110815,11.382693987472278,7.367242356410778,"2025-07-11T17:28:01.771000Z"
"XRPUSDT",1.213675973E9,2.7893,1.9,,,false,142.16859537260763,0.9756370295520096,37.58463809743956,-0.6992148748775295,0.003,0.9999999982092191,1415.7754677576522,7.372208871601071,"2025-07-11T17:28:01.771000Z"
"XRPUSDT",1.213675974E9,2.7894,1.9,,,false,142.32915634118197,0.9757064361442288,37.59997235993529,-0.7807872933987399,0.013,0.9999999982076904,-1175.2834408520428,7.377175481549169,"2025-07-11T17:28:01.784000Z"
"XRPUSDT",1.213675975E9,2.7895,1.9,,,false,142.48977827723303,0.9757756495511486,37.615296760907235,-0.7797931411323641,0.002,0.9999999982061761,14.363579407785998,7.382141988959497,"2025-07-11T17:28:01.786000Z"
"XRPUSDT",1.213675976E9,2.7896,2.7,,,false,142.65045735328573,0.9758446702835792,37.6306112259145,-0.7787806496973769,0.009,0.9999999982046796,14.669381203749598,7.38710856279982,"2025-07-11T17:28:01.795000Z"
"XRPUSDT",1.213675977E9,2.7896,4.3,,,false,142.79420694199996,0.9759031435071731,37.645516578705355,-0.6958352913323238,0.009,0.9999999982028789,1418.5186529334787,7.39207513734849,"2025-07-11T17:28:01.795000Z"
"XRPUSDT",1.213675978E9,2.7896,1.9,,,false,142.93800479782908,0.975961478670434,37.660413872362916,-0.6951249937810835,0.009,0.9999999982010941,12.176147481806774,7.3970417126292,"2025-07-11T17:28:01.795000Z"
"XRPUSDT",1.213675979E9,2.7897,5.0,,,false,143.09885218341856,0.9760299825779386,37.675700769443864,-0.7761959403576415,0.002,0.9999999981996428,-1183.4499597143533,7.4020082232755655,"2025-07-11T17:28:01.797000Z"
"XRPUSDT",1.21367598E9,2.7897,1.9,,,false,143.24275096624018,0.9760880182050258,37.690581139591515,-0.6935170238546637,0.002,0.9999999981978899,1424.6234710067106,7.40697473475585,"2025-07-11T17:28:01.797000Z"
"XRPUSDT",1.213675981E9,2.7898,193.0,,,false,143.40371005523525,0.9761561699561054,37.70584934436668,-0.7743929975946238,0.006,0.9999999981964708,-1186.7042659759118,7.4119412843499495,"2025-07-11T17:28:01.803000Z"
"XRPUSDT",1.213675982E9,2.7898,3.6,,,false,143.54771167950105,0.976213907507004,37.720712883850496,-0.6919185982308387,0.006,0.9999999981947482,1428.4360538377923,7.416907834700174,"2025-07-11T17:28:01.803000Z"
"XRPUSDT",1.213675983E9,2.7898,1.9,,,false,143.691761486862,0.9762715086456428,37.73556841740874,-0.6912079898652992,0.006,0.9999999981930403,12.336706918156661,7.421874385821694,"2025-07-11T17:28:01.803000Z"
"XRPUSDT",1.213675984E9,2.7899,75.0,,,false,143.8528880465931,0.9763391497489838,37.75080923407568,-0.7718051845100824,0.003,0.9999999981916672,-1191.5416908333984,7.426840909855205,"2025-07-11T17:28:01.806000Z"
"XRPUSDT",1.213675985E9,2.7899,2.7,,,false,143.9970393269527,0.9763964549302866,37.765647975246225,-0.6896034085699404,0.003,0.9999999981899891,1434.4562580798545,7.431807434695661,"2025-07-11T17:28:01.806000Z"
"XRPUSDT",1.213675986E9,2.7899,109.2,,,false,144.14123874085274,0.9764536246690196,37.780478742021245,-0.6888926429897237,0.003,0.9999999981883273,12.432549036748506,7.436773960349772,"2025-07-11T17:28:01.806000Z"
"XRPUSDT",1.213675987E9,2.7899,38.0,,,false,144.28548627232442,0.9765106592691092,37.79530154439242,-0.6881818023014272,0.319,0.9999999981866804,12.463323792583681,7.441743411909307,"2025-07-11T17:28:02.125000Z"
"XRPUSDT",1.213675988E9,2.7898,1.8,,,true,144.4127878617528,0.976557479192246,37.80972760881381,-0.6067366065276749,0.012,0.9999999981846761,1739.541424187037,7.446710020445343,"2025-07-11T17:28:02.137000Z"
"XRPUSDT",1.213675989E9,2.7898,43.8,,,true,144.55712748864053,0.9766142682581472,37.824535338111225,-0.6869473254601584,0.012,0.9999999981830293,-1412.4324402868108,7.451676629684491,"2025-07-11T17:28:02.137000Z"
"XRPUSDT",1.21367599E9,2.7898,20.3,,,true,144.70151518563057,0.976670923040038,37.83933513130367,-0.6862361691910184,0.012,0.999999998181397,12.552449156210011,7.456643239591875,"2025-07-11T17:28:02.137000Z"
"XRPUSDT",1.213675991E9,2.7898,2.0,,,true,144.84595093632416,0.9767274438395417,37.85412699833319,-0.6855249471502969,0.012,0.9999999981797784,12.583368369993822,7.4616098501659955,"2025-07-11T17:28:02.137000Z"
"XRPUSDT",1.213675992E9,2.7898,2.0,,,true,144.99043472473164,0.9767838309576816,37.868910949140584,-0.6848136641959599,0.012,0.9999999981781732,12.614281023758288,7.466576461405364,"2025-07-11T17:28:02.137000Z"
"XRPUSDT",1.213675993E9,2.7898,2.0,,,true,145.13496653487945,0.9768400846948814,37.883686993656355,-0.6841023233065202,0.012,0.9999999981765829,12.645220119576907,7.471543073308479,"2025-07-11T17:28:02.137000Z"
"XRPUSDT",1.213675994E9,2.7898,2.0,,,true,145.27954635080997,0.9768962053509658,37.89845514180076,-0.6833909274505955,0.012,0.9999999981750062,12.676185660674205,7.4765096858738715,"2025-07-11T17:28:02.137000Z"
"XRPUSDT",1.213675995E9,2.7898,53.4,,,true,145.42417415658133,0.9769521932251616,37.91321540348376,-0.6826794795875818,0.012,0.9999999981734432,12.707177638599838,7.481476299100043,"2025-07-11T17:28:02.137000Z"
"XRPUSDT",1.213675996E9,2.7898,159.3,,,true,145.5688499362677,0.9770080486160984,37.92796778860502,-0.6819679826676972,0.055,0.999999998171894,12.738196044316375,7.486443307392225,"2025-07-11T17:28:02.192000Z"
"XRPUSDT",1.213675997E9,2.7898,403.6,,,true,145.7135813422844,0.9770637718218093,37.942712478823246,-0.6812924634912378,0.033,0.9999999981703516,12.122762282630465,7.491410114090422,"2025-07-11T17:28:02.225000Z"
"XRPUSDT",1.213675998E9,2.7898,175.6,,,true,145.85835676187295,0.9771193631397316,37.957449223644545,-0.6805623481679871,0.114,0.9999999981688229,13.13362140956868,7.496377662519172,"2025-07-11T17:28:02.339000Z"
"XRPUSDT",1.213675999E9,2.7899,15.0,,,false,146.02030832783092,0.9771846438083582,37.97255989655661,-0.7599690550445739,0.336,0.9999999981676149,-1216.3893009540043,7.501347240236902,"2025-07-11T17:28:02.675000Z"
