trade_sequence,price,entropy
3164.0,2.2978,-0.0498806622819805
3179.0,2.2978,-0.0485133335288142
3184.0,2.2979,-0.0480441555211798
3200.0,2.298,-0.0466180521480844
3211.0,2.2981,-0.0456526993503639
3221.0,2.2982,-0.0447919178483944
3237.0,2.2981,-0.0434930579988311
3246.0,2.2982,-0.0427574123303778
3254.0,2.2982,-0.0421164920572518
3269.0,2.2982,-0.0409504396895635
3293.0,2.2983,-0.0391319825124186
3304.0,2.2983,-0.0383303894570265
3311.0,2.2984,-0.037815135783309
3324.0,2.2984,-0.0368990254662078
3329.0,2.2984,-0.0365546328363618
3346.0,2.2985,-0.0353861764844351
3367.0,2.2986,-0.0339935660796564
3378.0,2.2987,-0.0332784438979465
3449.0,2.2984,-0.0291211745468957
3497.0,2.2984,-0.0265723920201286
3508.0,2.2985,-0.0260062351463281
3517.0,2.2986,-0.0255502927159267
3526.0,2.2986,-0.0251139277839884
3537.0,2.2987,-0.0245785448939475
3551.0,2.2988,-0.0239159424461315
3563.0,2.2989,-0.0233590972487245
3571.0,2.2989,-0.0230023306068639
