"symbol","trade_id","price","quantity","buyer_order_id","seller_order_id","is_buyer_market_maker","timestamp"
"XRPUSDT",1.273371704E9,3.1361,2.0,,,true,"2025-07-30T16:51:52.018000Z"
"XRPUSDT",1.273371705E9,3.1361,2.0,,,true,"2025-07-30T16:51:52.018000Z"
"XRPUSDT",1.273371706E9,3.1361,1.7,,,true,"2025-07-30T16:51:52.018000Z"
"XRPUSDT",1.273371707E9,3.1361,2.0,,,true,"2025-07-30T16:51:52.018000Z"
"XRPUSDT",1.273371708E9,3.1361,2.0,,,true,"2025-07-30T16:51:52.018000Z"
"XRPUSDT",1.273371709E9,3.1361,2.0,,,true,"2025-07-30T16:51:52.018000Z"
"XRPUSDT",1.27337171E9,3.1361,19.5,,,true,"2025-07-30T16:51:52.018000Z"
"XRPUSDT",1.273371711E9,3.1361,4.4,,,true,"2025-07-30T16:51:52.018000Z"
"XRPUSDT",1.273371712E9,3.1361,2.0,,,true,"2025-07-30T16:51:52.018000Z"
"XRPUSDT",1.273371713E9,3.136,1.6,,,true,"2025-07-30T16:51:52.243000Z"
"XRPUSDT",1.273371714E9,3.136,1.6,,,true,"2025-07-30T16:51:52.243000Z"
"XRPUSDT",1.273371715E9,3.136,2.0,,,true,"2025-07-30T16:51:52.243000Z"
"XRPUSDT",1.273371716E9,3.136,2.0,,,true,"2025-07-30T16:51:52.243000Z"
"XRPUSDT",1.273371717E9,3.136,2.4,,,true,"2025-07-30T16:51:52.243000Z"
"XRPUSDT",1.273371718E9,3.136,2.0,,,true,"2025-07-30T16:51:52.243000Z"
"XRPUSDT",1.273371719E9,3.136,2.0,,,true,"2025-07-30T16:51:52.243000Z"
"XRPUSDT",1.27337172E9,3.136,2.0,,,true,"2025-07-30T16:51:52.243000Z"
"XRPUSDT",1.273371721E9,3.136,2.0,,,true,"2025-07-30T16:51:52.243000Z"
"XRPUSDT",1.273371722E9,3.136,2.0,,,true,"2025-07-30T16:51:52.243000Z"
"XRPUSDT",1.273371723E9,3.1359,1.6,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371724E9,3.1359,2.0,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371725E9,3.1359,2.0,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371726E9,3.1359,2.0,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371727E9,3.1359,1.7,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371728E9,3.1359,2.0,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371729E9,3.1359,2.0,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.27337173E9,3.1359,2.0,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371731E9,3.1359,2.0,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371732E9,3.1358,1.6,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371733E9,3.1358,3.3,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371734E9,3.1358,1.7,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371735E9,3.1358,2.0,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371736E9,3.1358,1.7,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371737E9,3.1358,2.0,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371738E9,3.1358,1.7,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.273371739E9,3.1358,2.0,,,true,"2025-07-30T16:51:52.518000Z"
"XRPUSDT",1.27337174E9,3.1358,1.6,,,false,"2025-07-30T16:51:53.962000Z"
"XRPUSDT",1.273371741E9,3.1358,2.0,,,false,"2025-07-30T16:51:53.962000Z"
"XRPUSDT",1.273371742E9,3.1358,2.0,,,false,"2025-07-30T16:51:53.962000Z"
"XRPUSDT",1.273371743E9,3.1358,0.4,,,false,"2025-07-30T16:51:53.962000Z"
"XRPUSDT",1.273371744E9,3.1357,1.6,,,true,"2025-07-30T16:51:54.239000Z"
"XRPUSDT",1.273371745E9,3.1357,3.3,,,true,"2025-07-30T16:51:54.239000Z"
"XRPUSDT",1.273371746E9,3.1357,2.4,,,true,"2025-07-30T16:51:54.239000Z"
"XRPUSDT",1.273371747E9,3.1357,2.0,,,true,"2025-07-30T16:51:54.239000Z"
"XRPUSDT",1.273371748E9,3.1357,1.7,,,true,"2025-07-30T16:51:54.239000Z"
"XRPUSDT",1.273371749E9,3.1357,446.6,,,true,"2025-07-30T16:51:54.239000Z"
"XRPUSDT",1.27337175E9,3.1357,89.2,,,true,"2025-07-30T16:51:54.413000Z"
"XRPUSDT",1.273371751E9,3.1357,2.0,,,true,"2025-07-30T16:51:54.413000Z"
"XRPUSDT",1.273371752E9,3.1357,2.0,,,true,"2025-07-30T16:51:54.413000Z"
"XRPUSDT",1.273371753E9,3.1357,2.0,,,true,"2025-07-30T16:51:54.413000Z"
"XRPUSDT",1.273371754E9,3.1357,21.7,,,true,"2025-07-30T16:51:54.413000Z"
"XRPUSDT",1.273371755E9,3.1357,19.4,,,true,"2025-07-30T16:51:54.413000Z"
"XRPUSDT",1.273371756E9,3.1357,19.5,,,true,"2025-07-30T16:51:54.413000Z"
"XRPUSDT",1.273371757E9,3.1357,20.2,,,true,"2025-07-30T16:51:54.413000Z"
"XRPUSDT",1.273371758E9,3.1357,21.7,,,true,"2025-07-30T16:51:54.413000Z"
"XRPUSDT",1.273371759E9,3.1357,21.7,,,true,"2025-07-30T16:51:54.413000Z"
"XRPUSDT",1.27337176E9,3.1357,20.3,,,true,"2025-07-30T16:51:54.413000Z"
"XRPUSDT",1.273371761E9,3.1357,22.7,,,true,"2025-07-30T16:51:54.413000Z"
"XRPUSDT",1.273371762E9,3.1357,405.0,,,true,"2025-07-30T16:51:54.413000Z"
"XRPUSDT",1.273371763E9,3.1357,1.7,,,true,"2025-07-30T16:51:54.612000Z"
"XRPUSDT",1.273371764E9,3.1357,2.0,,,true,"2025-07-30T16:51:54.612000Z"
"XRPUSDT",1.273371765E9,3.1357,1.6,,,true,"2025-07-30T16:51:54.612000Z"
"XRPUSDT",1.273371766E9,3.1357,2.0,,,true,"2025-07-30T16:51:54.612000Z"
"XRPUSDT",1.273371767E9,3.1357,2.0,,,true,"2025-07-30T16:51:54.612000Z"
"XRPUSDT",1.273371768E9,3.1357,2.0,,,true,"2025-07-30T16:51:54.612000Z"
"XRPUSDT",1.273371769E9,3.1357,21.7,,,true,"2025-07-30T16:51:54.612000Z"
"XRPUSDT",1.27337177E9,3.1357,1.9,,,true,"2025-07-30T16:51:54.612000Z"
"XRPUSDT",1.273371771E9,3.1357,31.9,,,true,"2025-07-30T16:51:54.612000Z"
