side,entry,exit,pnl,pnl_pct,entry_transition,close_reason
LONG,3.1779,3.178,9.999999999976694e-05,0.0031467321186874017,neutral→bull,bear→neutral
SHORT,3.178,3.1781,-0.00010000000000021103,-0.0031466331025868798,bear→neutral,bull→neutral
LONG,3.1781,3.178,-0.00010000000000021103,-0.0031465340927035344,bull→neutral,bear→neutral
SHORT,3.178,3.1781,-0.00010000000000021103,-0.0031466331025868798,bear→neutral,bull→neutral
LONG,3.1781,3.178,-0.00010000000000021103,-0.0031465340927035344,bull→neutral,bear→neutral
SHORT,3.178,3.1781,-0.00010000000000021103,-0.0031466331025868798,bear→neutral,bull→neutral
LONG,3.1781,3.178,-0.00010000000000021103,-0.0031465340927035344,bull→neutral,bear→neutral
SHORT,3.178,3.1757,0.0022999999999999687,0.07237256135934451,bear→neutral,bull→neutral
LONG,3.1757,3.1767,0.0009999999999998899,0.03148912050886072,bull→neutral,bear→neutral
SHORT,3.1767,3.1768,-0.00010000000000021103,-0.0031479207983193575,bear→neutral,bull→neutral
LONG,3.1768,3.1767,-0.00010000000000021103,-0.0031478217073851373,bull→neutral,bear→neutral
SHORT,3.1767,3.1766,9.999999999976694e-05,0.003147920798305378,bear→neutral,bull→neutral
LONG,3.1766,3.1765,-0.00010000000000021103,-0.0031480198954923827,bull→neutral,bear→neutral
SHORT,3.1765,3.1766,-0.00010000000000021103,-0.003148118998904802,bear→neutral,bull→neutral
LONG,3.1766,3.1765,-0.00010000000000021103,-0.0031480198954923827,bull→neutral,bear→neutral
SHORT,3.1765,3.1752,0.0013000000000000789,0.040925546985678546,bear→neutral,bull→neutral
LONG,3.1752,3.176,0.000800000000000356,0.0251952632905126,bull→neutral,bear→neutral
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,bear→neutral,bull→neutral
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,bull→neutral,bear→neutral
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,bear→neutral,bull→neutral
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,bull→neutral,bear→neutral
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,bear→neutral,bull→neutral
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,bull→neutral,bear→neutral
SHORT,3.176,3.176,0.0,0.0,bear→neutral,bull→neutral
LONG,3.176,3.1759,-0.00010000000000021103,-0.003148614609578433,bull→neutral,bear→neutral
SHORT,3.1759,3.176,-0.00010000000000021103,-0.003148713750439593,bear→neutral,bull→neutral
LONG,3.176,3.1759,-0.00010000000000021103,-0.003148614609578433,bull→neutral,bear→neutral
SHORT,3.1759,3.176,-0.00010000000000021103,-0.003148713750439593,bear→neutral,bull→neutral
LONG,3.176,3.176,0.0,0.0,bull→neutral,bear→neutral
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,bear→neutral,bull→neutral
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,bull→neutral,bear→neutral
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,bear→neutral,bull→neutral
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,bull→neutral,bear→neutral
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,bear→neutral,bull→neutral
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,bull→neutral,bear→neutral
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,bear→neutral,bull→neutral
LONG,3.1761,3.1775,0.00140000000000029,0.04407921664935896,bull→neutral,bear→neutral
SHORT,3.1775,3.1774,0.00010000000000021103,0.0031471282454826445,bear→neutral,bull→neutral
LONG,3.1774,3.1773,-0.00010000000000021103,-0.0031472272927617244,bull→neutral,bear→neutral
SHORT,3.1773,3.1769,0.00039999999999995595,0.012589305385073992,bear→neutral,bull→neutral
LONG,3.1769,3.1768,-9.999999999976694e-05,-0.0031477226226751536,bull→neutral,bear→neutral
SHORT,3.1768,3.1769,-9.999999999976694e-05,-0.0031478217073711576,bear→neutral,bull→neutral
LONG,3.1769,3.1774,0.000500000000000167,0.015738613113417704,bull→neutral,bear→neutral
SHORT,3.1774,3.1775,-0.00010000000000021103,-0.0031472272927617244,bear→neutral,bull→neutral
LONG,3.1775,3.1779,0.00039999999999995595,0.012588512981902625,bull→neutral,bear→neutral
SHORT,3.1779,3.1773,0.000600000000000378,0.018880392712180307,bear→neutral,bull→neutral
LONG,3.1773,3.1776,0.000300000000000189,0.009441979038812482,bull→neutral,bear→neutral
SHORT,3.1776,3.1777,-0.00010000000000021103,-0.0031470292044376586,bear→neutral,bull→neutral
LONG,3.1777,3.1778,9.999999999976694e-05,0.0031469301696122015,bull→neutral,bear→neutral
SHORT,3.1778,3.1779,-0.00010000000000021103,-0.0031468311410476125,bear→neutral,bull→neutral
LONG,3.1779,3.1782,0.0002999999999997449,0.00944019635607618,bull→neutral,bear→neutral
SHORT,3.1782,3.1774,0.0007999999999999119,0.025171480712350133,bear→neutral,bull→neutral
LONG,3.1774,3.1773,-0.00010000000000021103,-0.0031472272927617244,bull→neutral,bear→neutral
