side,entry,exit,pnl,pnl_pct,entry_transition,close_reason
SHORT,2.3133,2.3134,-0.00010000000000021103,-0.0043228288592145865,neutral→bear,bull→neutral
LONG,2.3134,2.3137,0.0002999999999997449,0.012967925996357953,bull→neutral,bear→neutral
SHORT,2.3137,2.3138,-0.00010000000000021103,-0.0043220815144664835,bear→neutral,bull→neutral
LONG,2.3138,2.315,0.0011999999999998678,0.05186273662373014,bull→neutral,bear→neutral
SHORT,2.315,2.3151,-0.00010000000000021103,-0.004319654427654904,bear→neutral,bull→neutral
LONG,2.3151,2.3152,9.999999999976694e-05,0.004319467841551853,bull→neutral,bear→neutral
SHORT,2.3152,2.3153,-0.00010000000000021103,-0.004319281271605521,bear→neutral,bull→neutral
LONG,2.3153,2.3152,-0.00010000000000021103,-0.0043190947177562744,bull→neutral,bear→neutral
SHORT,2.3152,2.3152,0.0,0.0,bear→neutral,bull→neutral
LONG,2.3152,2.3159,0.000700000000000145,0.03023496890118111,bull→neutral,bear→neutral
SHORT,2.3159,2.316,-9.999999999976694e-05,-0.004317975732966317,bear→neutral,bull→neutral
LONG,2.316,2.3159,-9.999999999976694e-05,-0.004317789291872493,bull→neutral,bear→neutral
SHORT,2.3159,2.3157,0.00019999999999997797,0.008635951465951811,bear→neutral,bull→neutral
LONG,2.3157,2.3179,0.0021999999999997577,0.09500367059635348,bull→neutral,bear→neutral
SHORT,2.3179,2.318,-0.00010000000000021103,-0.00431424996765223,bear→neutral,bull→neutral
LONG,2.318,2.3182,0.00019999999999997797,0.008628127696288955,bull→neutral,bear→neutral
SHORT,2.3182,2.3183,-9.999999999976694e-05,-0.004313691657310281,bear→neutral,bull→neutral
LONG,2.3183,2.3189,0.000600000000000378,0.025881033515954707,bull→neutral,bear→neutral
SHORT,2.3189,2.3184,0.000500000000000167,0.02156194747510315,bear→neutral,bull→neutral
LONG,2.3184,2.3188,0.00039999999999995595,0.017253278122841442,bull→neutral,bear→neutral
SHORT,2.3188,2.3181,0.000700000000000145,0.030188028290501337,bear→neutral,bull→neutral
LONG,2.3181,2.318,-9.999999999976694e-05,-0.004313877744694662,bull→neutral,bear→neutral
SHORT,2.318,2.3181,-9.999999999976694e-05,-0.004314063848134898,bear→neutral,bull→neutral
LONG,2.3181,2.318,-9.999999999976694e-05,-0.004313877744694662,bull→neutral,bear→neutral
SHORT,2.318,2.3175,0.000500000000000167,0.021570319240731967,bear→neutral,bull→neutral
LONG,2.3175,2.3174,-9.999999999976694e-05,-0.0043149946062466865,bull→neutral,bear→neutral
SHORT,2.3174,2.3161,0.0013000000000000789,0.05609735047898847,bear→neutral,bull→neutral
LONG,2.3161,2.316,-0.00010000000000021103,-0.004317602866897415,bull→neutral,bear→neutral
SHORT,2.316,2.3155,0.0004999999999997229,0.021588946459400817,bear→neutral,bull→neutral
LONG,2.3155,2.3154,-0.00010000000000021103,-0.004318721658398231,bull→neutral,bear→neutral
SHORT,2.3154,2.3153,9.999999999976694e-05,0.004318908180002028,bear→neutral,bull→neutral
LONG,2.3153,2.3153,0.0,0.0,bull→neutral,bear→neutral
SHORT,2.3153,2.3149,0.00039999999999995595,0.017276378870986736,bear→neutral,bull→neutral
LONG,2.3149,2.3148,-0.00010000000000021103,-0.004319841029859217,bull→neutral,bear→neutral
