side,entry,exit,pnl,pnl_pct,entry_transition,close_reason
SHORT,2.7882,2.7874,0.0007999999999999119,0.028692346316616886,neutral→bear,bull→neutral
LONG,2.7874,2.7875,0.00010000000000021103,0.0035875726483537004,bull→neutral,bear→neutral
SHORT,2.7875,2.7873,0.00019999999999997797,0.007174887892375891,bear→neutral,bull→neutral
LONG,2.7873,2.7875,0.00019999999999997797,0.00717540271947684,bull→neutral,bear→neutral
SHORT,2.7875,2.7873,0.00019999999999997797,0.007174887892375891,bear→neutral,bull→neutral
LONG,2.7873,2.7884,0.001100000000000101,0.03946471495713059,bull→neutral,bear→neutral
SHORT,2.7884,2.7883,0.00010000000000021103,0.0035862860421822917,bear→neutral,bull→neutral
LONG,2.7883,2.7908,0.0024999999999999467,0.08966036653157647,bull→neutral,bear→neutral
SHORT,2.7908,2.7894,0.0013999999999998458,0.05016482728966052,bear→neutral,bull→neutral
LONG,2.7894,2.7902,0.0007999999999999119,0.028680002867997125,bull→neutral,bear→neutral
SHORT,2.7902,2.79,0.00019999999999997797,0.007167944950181994,bear→neutral,bull→neutral
LONG,2.79,2.7899,-0.00010000000000021103,-0.0035842293906885674,bull→neutral,bear→neutral
SHORT,2.7899,2.79,-0.00010000000000021103,-0.003584357862296535,bear→neutral,bull→neutral
LONG,2.79,2.7899,-0.00010000000000021103,-0.0035842293906885674,bull→neutral,bear→neutral
SHORT,2.7899,2.789,0.0008999999999996788,0.03225922076058923,bear→neutral,bull→neutral
LONG,2.789,2.7907,0.0017000000000000348,0.06095374686267604,bull→neutral,bear→neutral
SHORT,2.7907,2.7892,0.0015000000000000568,0.05374995520837269,bear→neutral,bull→neutral
LONG,2.7892,2.7891,-0.00010000000000021103,-0.0035852574214904286,bull→neutral,bear→neutral
SHORT,2.7891,2.7891,0.0,0.0,bear→neutral,bull→neutral
LONG,2.7891,2.7896,0.000500000000000167,0.017926929834002618,bull→neutral,bear→neutral
SHORT,2.7896,2.7893,0.000300000000000189,0.01075422999713898,bear→neutral,bull→neutral
LONG,2.7893,2.7892,-9.999999999976694e-05,-0.003585128885375074,bull→neutral,bear→neutral
SHORT,2.7892,2.7887,0.000500000000000167,0.017926287107420297,bear→neutral,bull→neutral
LONG,2.7887,2.7898,0.001100000000000101,0.0394449026428121,bull→neutral,bear→neutral
SHORT,2.7898,2.7894,0.00039999999999995595,0.014337945372426553,bear→neutral,bull→neutral
LONG,2.7894,2.7898,0.00039999999999995595,0.014340001433998563,bull→neutral,bear→neutral
SHORT,2.7898,2.7897,0.00010000000000021103,0.003584486343114597,bear→neutral,bull→neutral
LONG,2.7897,2.7897,0.0,0.0,bull→neutral,bear→neutral
SHORT,2.7897,2.7888,0.0008999999999996788,0.032261533498214104,bear→neutral,bull→neutral
LONG,2.7888,2.7898,0.0009999999999998899,0.035857716580604194,bull→neutral,bear→neutral
SHORT,2.7898,2.7899,-9.999999999976694e-05,-0.003584486343098679,bear→neutral,bull→neutral
LONG,2.7899,2.7912,0.0013000000000000789,0.046596652209759455,bull→neutral,bear→neutral
SHORT,2.7912,2.7914,-0.00019999999999997797,-0.007165376898824089,bear→neutral,bull→neutral
LONG,2.7914,2.7933,0.0019000000000000128,0.06806620333882686,bull→neutral,bear→neutral
SHORT,2.7933,2.7934,-0.00010000000000021103,-0.0035799949880145716,bear→neutral,bull→neutral
LONG,2.7934,2.7941,0.0006999999999997009,0.02505906780266703,bull→neutral,bear→neutral
SHORT,2.7941,2.7942,-0.00010000000000021103,-0.003578969972449484,bear→neutral,bull→neutral
LONG,2.7942,2.795,0.0007999999999999119,0.02863073509412039,bull→neutral,bear→neutral
SHORT,2.795,2.7933,0.0017000000000000348,0.06082289803220161,bear→neutral,bull→neutral
LONG,2.7933,2.7936,0.000300000000000189,0.010739984964027817,bull→neutral,bear→neutral
SHORT,2.7936,2.7934,0.00019999999999997797,0.007159221076746061,bear→neutral,bull→neutral
LONG,2.7934,2.7938,0.00039999999999995595,0.014319467315814275,bull→neutral,bear→neutral
SHORT,2.7938,2.793,0.0007999999999999119,0.028634834275893476,bear→neutral,bull→neutral
