trade_sequence,price,entropy
3145.0,2.2976,-0.0590930998194478
3156.0,2.2977,-0.057868466064967
3163.0,2.2978,-0.0570946224493081
3183.0,2.2979,-0.0549923743030332
3199.0,2.298,-0.0533646211921828
3210.0,2.2981,-0.0522555125754469
3220.0,2.2982,-0.0512675185927517
3245.0,2.2982,-0.0489348504404049
3268.0,2.2982,-0.0468716317913113
3292.0,2.2983,-0.0447909886091428
3310.0,2.2984,-0.0432809473815985
3345.0,2.2985,-0.0405018911165318
3366.0,2.2986,-0.0389094737761812
3377.0,2.2987,-0.0380907034281081
3448.0,2.2984,-0.0333347091030275
3496.0,2.2984,-0.0304164619989274
3507.0,2.2985,-0.0297683825070095
3516.0,2.2986,-0.0292463176423877
3525.0,2.2986,-0.0287464141283414
3536.0,2.2987,-0.0281336962635088
3550.0,2.2988,-0.0273752178488229
3562.0,2.2989,-0.026737817520818
