trade_sequence,price,entropy
202.0,2.2917,-0.1307489642190299
203.0,2.2917,-0.1319505083084662
204.0,2.2917,-0.133156394699192
205.0,2.2917,-0.1343666030539524
206.0,2.2917,-0.1355811129800442
207.0,2.2917,-0.1367999040298064
209.0,2.2918,-0.1394196424167734
210.0,2.2918,-0.14065180481945
211.0,2.2918,-0.1418880297974199
212.0,2.2918,-0.1431284292109203
213.0,2.2918,-0.1443729822852271
214.0,2.2918,-0.1456216681950216
215.0,2.2918,-0.1468744660644962
216.0,2.2918,-0.1480550276227951
217.0,2.2918,-0.1493143816500884
218.0,2.2918,-0.1505777667166948
219.0,2.2918,-0.1518451616741864
220.0,2.2918,-0.1531165453183257
221.0,2.2918,-0.1543918963984407
223.0,2.2919,-0.1571316665512104
224.0,2.2919,-0.1584192842691745
225.0,2.2919,-0.1597107727039345
226.0,2.2919,-0.1610061181120094
227.0,2.2919,-0.1623052989702684
228.0,2.2919,-0.1636082937132118
229.0,2.2919,-0.1649150807334894
230.0,2.2919,-0.166225638382511
231.0,2.2919,-0.1675399449709569
232.0,2.2919,-0.1688579787693905
233.0,2.2919,-0.1701797180087627
234.0,2.2919,-0.1715051408810343
235.0,2.2919,-0.1728342255396871
236.0,2.2919,-0.1741669501003328
237.0,2.2919,-0.1755032926412155
239.0,2.292,-0.1783663635954629
240.0,2.292,-0.1797207117575214
241.0,2.292,-0.1810717661669193
242.0,2.292,-0.1824263251417873
243.0,2.292,-0.1837843665432048
244.0,2.292,-0.1851458682007642
245.0,2.292,-0.1865108079112608
246.0,2.292,-0.1878791634393335
247.0,2.292,-0.1892509125179453
248.0,2.292,-0.1906260328490171
249.0,2.292,-0.1920045021039225
250.0,2.292,-0.1933862979241064
251.0,2.292,-0.1947713979215958
253.0,2.2921,-0.1977397634802006
254.0,2.2921,-0.1991350037954635
255.0,2.2921,-0.2005334377089826
256.0,2.2921,-0.2019350595087931
257.0,2.2921,-0.2033398466386885
258.0,2.2921,-0.2047477765171356
259.0,2.2921,-0.2061588265377453
260.0,2.2921,-0.2075729740699059
262.0,2.2922,-0.2105892751467338
263.0,2.2922,-0.2120126820138614
264.0,2.2922,-0.2134390897562703
266.0,2.2923,-0.2164932905112662
267.0,2.2923,-0.2179288577976574
268.0,2.2923,-0.2193673308638183
269.0,2.2923,-0.2208086871169967
270.0,2.2923,-0.2222528148576083
271.0,2.2923,-0.2236998675050735
272.0,2.2923,-0.2251497347261447
273.0,2.2923,-0.2266023936190288
274.0,2.2923,-0.2280578212657493
275.0,2.2923,-0.2295159947326361
276.0,2.2923,-0.2309769870392362
277.0,2.2923,-0.2324405847684397
278.0,2.2923,-0.2339068594393567
279.0,2.2923,-0.2353950227619089
280.0,2.2923,-0.2368668753892575
281.0,2.2923,-0.2383413380931555
282.0,2.2923,-0.2398183878409535
283.0,2.2923,-0.2412980015949657
284.0,2.2923,-0.2427801563066682
286.0,2.2924,-0.2459484738474181
287.0,2.2924,-0.2474383357915434
288.0,2.2924,-0.2489306162440075
289.0,2.2924,-0.2504916001220718
290.0,2.2924,-0.2519896635509377
291.0,2.2924,-0.2534901088761685
292.0,2.2924,-0.2549929128946993
293.0,2.2924,-0.2564247640733184
294.0,2.2924,-0.2579311704887203
295.0,2.2924,-0.259439859278296
296.0,2.2924,-0.2609508073244963
297.0,2.2924,-0.2624639914864706
298.0,2.2924,-0.2639793886201353
299.0,2.2924,-0.2654969755785987
300.0,2.2924,-0.2670167292127565
301.0,2.2924,-0.2685386263717179
302.0,2.2924,-0.2700626439034309
303.0,2.2924,-0.2715689679915611
304.0,2.2924,-0.273096887061838
305.0,2.2924,-0.2746268553838713
306.0,2.2924,-0.2761584377462888
307.0,2.2924,-0.2776924295807041
308.0,2.2924,-0.2792284011863613
309.0,2.2924,-0.2808065092494147
310.0,2.2924,-0.2823469040199707
311.0,2.2924,-0.2838892123030967
312.0,2.2924,-0.2854334109419456
313.0,2.2924,-0.2869794768037345
314.0,2.2924,-0.2885273867606009
316.0,2.2925,-0.2918308144196956
317.0,2.2925,-0.2933842603237898
318.0,2.2925,-0.2949394043734505
319.0,2.2925,-0.2964962730133468
320.0,2.2925,-0.2980548431580232
321.0,2.2925,-0.2996150917304372
322.0,2.2925,-0.3011769956625355
324.0,2.2926,-0.3045171064429171
325.0,2.2926,-0.3060840682115455
328.0,2.2926,-0.310853030650259
329.0,2.2926,-0.3124268803921275
330.0,2.2926,-0.3140020745656946
331.0,2.2926,-0.3155787172847407
332.0,2.2926,-0.3171567855917624
333.0,2.2926,-0.3187137296611239
334.0,2.2926,-0.3202943120457603
335.0,2.2926,-0.3218762498951981
336.0,2.2926,-0.3234595203360622
337.0,2.2926,-0.3250441004896072
338.0,2.2926,-0.3266299674937081
339.0,2.2926,-0.3282170985032167
341.0,2.2927,-0.3314999677772572
342.0,2.2927,-0.3330896291525259
343.0,2.2927,-0.3346804426911515
344.0,2.2927,-0.3362723972456516
345.0,2.2927,-0.3378654701038923
346.0,2.2927,-0.3394596385744246
347.0,2.2927,-0.3410508897224698
348.0,2.2927,-0.3426471367689131
349.0,2.2927,-0.3442444112862807
350.0,2.2927,-0.345834700302003
351.0,2.2927,-0.3474338736995812
352.0,2.2927,-0.349034006450557
353.0,2.2927,-0.3506350760226142
355.0,2.2928,-0.3540425195302903
356.0,2.2928,-0.3556462035584486
357.0,2.2928,-0.3572507305199303
358.0,2.2928,-0.3588560782328954
359.0,2.2928,-0.3604622243229181
360.0,2.2928,-0.3620691464425606
361.0,2.2928,-0.3636768222716065
362.0,2.2928,-0.3652852295176935
363.0,2.2928,-0.3668943459165441
364.0,2.2928,-0.368504149232541
365.0,2.2928,-0.3701195678474284
366.0,2.2928,-0.3717307296311236
367.0,2.2928,-0.3733425119910794
368.0,2.2928,-0.3749548928090125
369.0,2.2928,-0.3765678499974508
370.0,2.2928,-0.3781813614999276
372.0,2.2929,-0.3816569420328674
373.0,2.2929,-0.383272364127294
374.0,2.2929,-0.3848882041474754
375.0,2.2929,-0.3865044865983773
376.0,2.2929,-0.3881211896165006
377.0,2.2929,-0.3897382913720623
378.0,2.2929,-0.3916810991873007
379.0,2.2929,-0.3933021150548851
380.0,2.2929,-0.3949234754874213
381.0,2.2929,-0.396545158009797
382.0,2.2929,-0.398167140901101
383.0,2.2929,-0.3997894024758394
384.0,2.2929,-0.4014119210844222
386.0,2.293,-0.4044539391981185
387.0,2.293,-0.4060731199750251
388.0,2.293,-0.4076924545482041
389.0,2.293,-0.4093119235704667
390.0,2.293,-0.4109315057061681
391.0,2.293,-0.4125511796588408
392.0,2.293,-0.4141709241716796
393.0,2.293,-0.4157907180277457
394.0,2.293,-0.4174105400505157
395.0,2.293,-0.4190405357437033
396.0,2.293,-0.4206604431019757
397.0,2.293,-0.4222803155928138
398.0,2.293,-0.4239001322017121
399.0,2.293,-0.42551987195676
400.0,2.293,-0.4271266401367409
401.0,2.293,-0.4287460489392532
402.0,2.293,-0.4303787226699753
403.0,2.293,-0.4319979492728814
404.0,2.293,-0.4336169948130695
405.0,2.293,-0.4352358385770918
406.0,2.293,-0.4368544598966254
407.0,2.293,-0.438472838148131
408.0,2.293,-0.440090952753128
410.0,2.2931,-0.4435055416575359
411.0,2.2931,-0.4451223611687348
412.0,2.2931,-0.4467388312821033
413.0,2.2931,-0.4483549319385651
414.0,2.2931,-0.4499706428489951
416.0,2.2932,-0.4534245548250957
417.0,2.2932,-0.4550389848041692
418.0,2.2932,-0.4566529170211884
419.0,2.2932,-0.4582663560214042
420.0,2.2932,-0.4598792818077535
421.0,2.2932,-0.4614916744322114
422.0,2.2932,-0.4631035139961321
423.0,2.2932,-0.4647147806505977
424.0,2.2932,-0.4663254545967334
425.0,2.2932,-0.4679355160859024
426.0,2.2932,-0.4695449454199409
428.0,2.2933,-0.4729498964223328
429.0,2.2933,-0.4745570174952243
430.0,2.2933,-0.4761633994255521
431.0,2.2933,-0.4777690483273344
432.0,2.2933,-0.4793739448222441
433.0,2.2933,-0.4809780695844865
434.0,2.2933,-0.4825814033409178
435.0,2.2933,-0.4841839268715752
436.0,2.2933,-0.485785621009752
437.0,2.2933,-0.487386466642271
439.0,2.2934,-0.4907697964035729
440.0,2.2934,-0.4923676544687596
441.0,2.2934,-0.4939645587160382
442.0,2.2934,-0.4955605166743683
443.0,2.2934,-0.4971555095683284
445.0,2.2935,-0.5004890633165054
447.0,2.2934,-0.5035131066928387
448.0,2.2934,-0.5053934106013132
449.0,2.2934,-0.506984227766045
450.0,2.2934,-0.5085739524175553
451.0,2.2934,-0.510162565918447
452.0,2.2934,-0.5117500499471274
453.0,2.2934,-0.5133363862391305
454.0,2.2934,-0.5149215565874772
455.0,2.2934,-0.5165572390358668
456.0,2.2934,-0.5181403850165067
457.0,2.2934,-0.519722311146998
458.0,2.2934,-0.5213029993912275
459.0,2.2934,-0.5228824318232337
460.0,2.2934,-0.5244605905756472
461.0,2.2934,-0.5260374578400857
463.0,2.2933,-0.528659950096803
464.0,2.2933,-0.5302308466251489
465.0,2.2933,-0.5318004142952708
466.0,2.2933,-0.5333686036030009
467.0,2.2933,-0.5349353971489735
468.0,2.2933,-0.5365007775941522
469.0,2.2933,-0.5380647276600838
470.0,2.2933,-0.5396272301289688
472.0,2.2932,-0.543193762208313
473.0,2.2932,-0.5447558714688636
474.0,2.2932,-0.5457728753754163
475.0,2.2932,-0.5473288448157412
477.0,2.2933,-0.5509858688101099
478.0,2.2933,-0.5525394210228762
479.0,2.2933,-0.5540910638433074
480.0,2.2933,-0.5556410909542366
481.0,2.2933,-0.557189485738367
482.0,2.2933,-0.5582049679861445
483.0,2.2933,-0.5597467425839561
484.0,2.2933,-0.5612868349953916
485.0,2.2933,-0.5629675677217439
486.0,2.2933,-0.5645051207416926
487.0,2.2933,-0.5658970482599832
488.0,2.2933,-0.5674302481299937
489.0,2.2933,-0.5689616850666392
490.0,2.2933,-0.5704913431113177
491.0,2.2933,-0.5720192063693634
492.0,2.2933,-0.5735452590102967
493.0,2.2933,-0.5750694852679645
494.0,2.2933,-0.5765918694404887
496.0,2.2934,-0.5797911651598859
497.0,2.2934,-0.5813074248068639
498.0,2.2934,-0.582821777171102
499.0,2.2934,-0.5843342075673749
500.0,2.2934,-0.5858447006956775
501.0,2.2934,-0.5873532413213967
503.0,2.2935,-0.5905201606704085
504.0,2.2935,-0.5920222282856016
505.0,2.2935,-0.5935222801633753
506.0,2.2935,-0.5950203020958542
507.0,2.2935,-0.596516279255217
508.0,2.2935,-0.5980101968794047
509.0,2.2935,-0.5995020402727488
510.0,2.2935,-0.600991794805511
511.0,2.2935,-0.6024794459145155
513.0,2.2936,-0.6060635543952244
514.0,2.2936,-0.6075470119620032
515.0,2.2936,-0.6090280616155797
516.0,2.2936,-0.6105069319159657
517.0,2.2936,-0.611983608645564
518.0,2.2936,-0.613458077653824
519.0,2.2936,-0.6149303248573633
520.0,2.2936,-0.616400336239772
521.0,2.2936,-0.6178680978518354
522.0,2.2936,-0.6193335958116122
523.0,2.2936,-0.6207968163044364
524.0,2.2936,-0.6222577455830665
525.0,2.2936,-0.6234443611646052
526.0,2.2936,-0.6248313145782745
527.0,2.2936,-0.6266007796254707
529.0,2.2935,-0.6292408386266335
530.0,2.2935,-0.6306874188152971
531.0,2.2935,-0.6321317915728268
532.0,2.2935,-0.6335737683931202
533.0,2.2935,-0.6350133361442005
534.0,2.2935,-0.6364504817618662
535.0,2.2935,-0.6378851922498652
536.0,2.2935,-0.63931745468005
538.0,2.2934,-0.6417382279200923
539.0,2.2934,-0.6431621911703137
540.0,2.2934,-0.644583693502998
541.0,2.2934,-0.6460026881080465
542.0,2.2934,-0.6474191624904198
543.0,2.2934,-0.6488331042234348
544.0,2.2934,-0.650244500948429
545.0,2.2934,-0.6516533403752192
547.0,2.2933,-0.6543324687973906
548.0,2.2933,-0.6557341415865825
549.0,2.2933,-0.657133244694181
550.0,2.2933,-0.6585297317623365
551.0,2.2933,-0.6599235908976556
552.0,2.2933,-0.6613148102750483
554.0,2.2932,-0.6640376577718244
555.0,2.2932,-0.6654217779664183
556.0,2.2932,-0.6668032806261315
557.0,2.2932,-0.6684389712731553
558.0,2.2932,-0.6698161960368184
559.0,2.2932,-0.6711906989081389
560.0,2.2932,-0.672562468491757
561.0,2.2932,-0.6739314935284004
562.0,2.2932,-0.6752977628270751
563.0,2.2932,-0.6766612652655692
564.0,2.2932,-0.6780219897899699
565.0,2.2932,-0.6793799254150517
567.0,2.2931,-0.6816248261887611
568.0,2.2931,-0.6829735021128214
569.0,2.2931,-0.6848724945337464
570.0,2.2931,-0.6862178285934799
571.0,2.2931,-0.6875603088631872
572.0,2.2931,-0.6888999246287439
574.0,2.2932,-0.6915456783624219
575.0,2.2932,-0.6928756331854067
576.0,2.2932,-0.694202471802781
577.0,2.2932,-0.6955263943065211
578.0,2.2932,-0.6968473905930603
580.0,2.2933,-0.699189052359695
581.0,2.2933,-0.7004990292672546
582.0,2.2933,-0.7018059942540618
583.0,2.2933,-0.7031099865187004
584.0,2.2933,-0.7044109964173675
585.0,2.2933,-0.7057090143739873
586.0,2.2933,-0.7070040308802897
587.0,2.2933,-0.7082960364958666
589.0,2.2934,-0.7109747684553664
590.0,2.2934,-0.7122570611134376
591.0,2.2934,-0.7135362559734051
592.0,2.2934,-0.7148123926085084
593.0,2.2934,-0.7160854619965196
594.0,2.2934,-0.717355455182493
595.0,2.2934,-0.7186223632789543
596.0,2.2934,-0.7198861774657033
598.0,2.2935,-0.7225020293361674
599.0,2.2935,-0.723627752785135
601.0,2.2934,-0.7260305680386916
603.0,2.2935,-0.7288627962272614
605.0,2.2934,-0.7318752754115776
606.0,2.2934,-0.7329603551922411
607.0,2.2934,-0.7341916228161549
608.0,2.2934,-0.7354196886318487
609.0,2.2934,-0.7366445446519421
610.0,2.2934,-0.7378661829447943
611.0,2.2934,-0.7390845956455854
612.0,2.2934,-0.740299774955727
613.0,2.2934,-0.7415117131431788
614.0,2.2934,-0.7427204025417765
616.0,2.2933,-0.7444556050937561
617.0,2.2933,-0.7456532608340734
618.0,2.2933,-0.7468477076170703
619.0,2.2933,-0.7480388764357011
620.0,2.2933,-0.7492267600486051
621.0,2.2933,-0.7504113512799523
622.0,2.2933,-0.7515926430190885
623.0,2.2933,-0.7527706282207537
624.0,2.2933,-0.7540563968651932
625.0,2.2933,-0.7567088169250935
626.0,2.2933,-0.7578816854298742
627.0,2.2933,-0.7590511992424519
628.0,2.2933,-0.7602173517300641
629.0,2.2933,-0.761380136134652
630.0,2.2933,-0.7625395457632089
632.0,2.2934,-0.7649226888041927
633.0,2.2934,-0.7660718013599239
634.0,2.2934,-0.7672169308610441
635.0,2.2934,-0.7683586524501522
636.0,2.2934,-0.7694969598359271
637.0,2.2934,-0.7706318467912965
638.0,2.2934,-0.7717633071535278
639.0,2.2934,-0.7710435897760721
640.0,2.2934,-0.7732504772624633
642.0,2.2935,-0.7744950021858567
643.0,2.2935,-0.775603545700899
644.0,2.2935,-0.7767862409242468
645.0,2.2935,-0.7778880987238563
647.0,2.2934,-0.7806333102487795
648.0,2.2934,-0.7817269326650038
649.0,2.2934,-0.7828173006999829
650.0,2.2934,-0.7839041887833202
651.0,2.2934,-0.7849875916381536
652.0,2.2934,-0.7860675040498512
653.0,2.2934,-0.7871439208658927
654.0,2.2934,-0.7882168369957145
655.0,2.2934,-0.7892862474107953
656.0,2.2934,-0.7903521471442055
657.0,2.2934,-0.7914145312907676
658.0,2.2934,-0.792473395006638
660.0,2.2933,-0.7943417431630252
661.0,2.2933,-0.7953901285360585
662.0,2.2933,-0.7964351406393112
663.0,2.2933,-0.7974766118734582
664.0,2.2933,-0.7985145377581724
665.0,2.2933,-0.7995489138733205
666.0,2.2933,-0.8006701017457198
667.0,2.2933,-0.8015640043140514
668.0,2.2933,-0.8039034501503265
669.0,2.2933,-0.8035536448510687
670.0,2.2933,-0.8052452830887731
671.0,2.2933,-0.8057233836862001
672.0,2.2933,-0.8065458608584977
674.0,2.2934,-0.809813527135958
675.0,2.2934,-0.810814256943888
676.0,2.2934,-0.8118109358464346
677.0,2.2934,-0.8128040013783834
678.0,2.2934,-0.8137934498660672
679.0,2.2934,-0.8147792776947367
680.0,2.2934,-0.8157614813082336
681.0,2.2934,-0.8167400572092399
682.0,2.2934,-0.8177150019588287
684.0,2.2933,-0.8186180221867938
685.0,2.2933,-0.8193996955935741
687.0,2.2934,-0.8215963742962139
688.0,2.2934,-0.8225477753100002
689.0,2.2934,-0.8234953418359613
690.0,2.2934,-0.8244392651102423
691.0,2.2934,-0.8253795422411678
692.0,2.2934,-0.8263161703935572
693.0,2.2934,-0.8272491467885473
694.0,2.2934,-0.8281784687036567
695.0,2.2934,-0.8291041334725024
697.0,2.2935,-0.8302850979784715
698.0,2.2935,-0.8311977964112813
699.0,2.2935,-0.8321068098404777
700.0,2.2935,-0.8330121634620871
701.0,2.2935,-0.8339138549691596
702.0,2.2935,-0.8348118821094749
703.0,2.2935,-0.8357062426854943
704.0,2.2935,-0.8365969345538831
705.0,2.2935,-0.8374839556254697
707.0,2.2936,-0.8392662289356773
708.0,2.2936,-0.8401415246106348
709.0,2.2936,-0.8410131151444481
710.0,2.2936,-0.8418810254226933
711.0,2.2936,-0.8427452536873402
712.0,2.2936,-0.8436057982332514
713.0,2.2936,-0.8444626574080689
714.0,2.2936,-0.8453158296122232
715.0,2.2936,-0.8461653132984206
716.0,2.2936,-0.8470111069719294
718.0,2.2937,-0.8505350444558417
719.0,2.2937,-0.8502841254651163
722.0,2.2937,-0.8519086397452682
723.0,2.2937,-0.8527276752594168
724.0,2.2937,-0.853543009020747
725.0,2.2937,-0.8543546435141509
726.0,2.2937,-0.855162577768706
727.0,2.2937,-0.8559668108637727
728.0,2.2937,-0.8567673419291755
729.0,2.2937,-0.8575641701445376
730.0,2.2937,-0.8583572947391944
731.0,2.2937,-0.8591467149924594
732.0,2.2937,-0.8599324302329702
733.0,2.2937,-0.8607144398387288
734.0,2.2937,-0.8614927432367048
735.0,2.2937,-0.8623360640868367
736.0,2.2937,-0.8630638464044436
738.0,2.2938,-0.8662815694809026
741.0,2.2938,-0.867047114848231
742.0,2.2938,-0.867795337087722
743.0,2.2938,-0.8685398042238536
744.0,2.2938,-0.8692805595457043
745.0,2.2938,-0.8700176030163858
746.0,2.2938,-0.8707509346458111
747.0,2.2938,-0.8714805544910001
748.0,2.2938,-0.8722064626557424
749.0,2.2938,-0.8729286592900043
750.0,2.2938,-0.8736471445903694
751.0,2.2938,-0.874361918799483
752.0,2.2938,-0.8750729822061053
753.0,2.2938,-0.8757803351446045
754.0,2.2938,-0.876483977995065
755.0,2.2938,-0.8771839111828879
756.0,2.2938,-0.8778801351789604
758.0,2.2939,-0.8795574646783337
760.0,2.2938,-0.8812361714567618
761.0,2.2938,-0.88219295012557
762.0,2.2938,-0.8828677961171615
763.0,2.2938,-0.8835389247914331
764.0,2.2938,-0.8842063372657614
765.0,2.2938,-0.8848700344125172
766.0,2.2938,-0.8855300171477148
767.0,2.2938,-0.8861862864311262
768.0,2.2938,-0.8856969675631751
769.0,2.2938,-0.8863447969582299
771.0,2.2937,-0.8877305147597094
772.0,2.2937,-0.8883680146079631
773.0,2.2937,-0.8890018333210947
774.0,2.2937,-0.8896319605826398
775.0,2.2937,-0.8902583976804874
776.0,2.2937,-0.8908811459443845
777.0,2.2937,-0.8915002067452622
778.0,2.2937,-0.8921155814954194
779.0,2.2937,-0.8927272716481229
780.0,2.2937,-0.8933352786976505
781.0,2.2937,-0.8940062006220052
782.0,2.2937,-0.8944648255685096
783.0,2.2937,-0.8950965768322143
784.0,2.2937,-0.8956549534563357
785.0,2.2937,-0.8962445161033351
786.0,2.2937,-0.8968304064881865
787.0,2.2937,-0.8974126263853393
788.0,2.2937,-0.8979911776084704
790.0,2.2938,-0.8990972511197497
791.0,2.2938,-0.899664123904462
792.0,2.2938,-0.9002273362937859
794.0,2.2939,-0.9012999055578318
795.0,2.2939,-0.9018514695489904
796.0,2.2939,-0.902399382291852
797.0,2.2939,-0.9034684258100288
799.0,2.2938,-0.9043838814564452
801.0,2.2939,-0.9098278442903368
802.0,2.2939,-0.9103568001057236
803.0,2.2939,-0.9108814477415288
804.0,2.2939,-0.9114023991179416
805.0,2.2939,-0.9119196567808014
806.0,2.2939,-0.9124332233089296
807.0,2.2939,-0.9129431013195268
808.0,2.2939,-0.9134492934654423
809.0,2.2939,-0.9139518024378293
810.0,2.2939,-0.9144506309630204
811.0,2.2939,-0.914945781804975
812.0,2.2939,-0.915437257762738
813.0,2.2939,-0.911118263287533
814.0,2.2939,-0.9116007321012176
815.0,2.2939,-0.9120795980318348
816.0,2.2939,-0.9125548639149595
817.0,2.2939,-0.9130265326373213
819.0,2.294,-0.913906902671529
820.0,2.294,-0.914367144286512
821.0,2.294,-0.9148238003932168
822.0,2.294,-0.9152768751831808
823.0,2.294,-0.91572637174871
824.0,2.294,-0.9161722932146787
825.0,2.294,-0.9166146427386664
826.0,2.294,-0.9170534235104182
