side,entry,exit,pnl,pnl_pct,entry_transition,close_reason
LONG,3.1779,3.178,9.999999999976694e-05,0.0031467321186874017,neutral→bull,bear→neutral
LONG,3.1781,3.178,-0.00010000000000021103,-0.0031465340927035344,neutral→bull,bear→neutral
LONG,3.1781,3.178,-0.00010000000000021103,-0.0031465340927035344,neutral→bull,bear→neutral
LONG,3.1781,3.178,-0.00010000000000021103,-0.0031465340927035344,neutral→bull,bear→neutral
SHORT,3.1779,3.1757,0.002200000000000202,0.06922810661129053,neutral→bear,bull→neutral
LONG,3.1758,3.1767,0.0008999999999996788,0.02833931607782854,neutral→bull,bear→neutral
LONG,3.1768,3.1767,-0.00010000000000021103,-0.0031478217073851373,neutral→bull,bear→neutral
SHORT,3.1766,3.1766,0.0,0.0,neutral→bear,bull→neutral
SHORT,3.1765,3.1766,-0.00010000000000021103,-0.003148118998904802,neutral→bear,bull→neutral
SHORT,3.1765,3.1752,0.0013000000000000789,0.040925546985678546,neutral→bear,bull→neutral
LONG,3.1753,3.176,0.000700000000000145,0.022045161087145937,neutral→bull,bear→neutral
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,neutral→bull,bear→neutral
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,neutral→bull,bear→neutral
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,neutral→bull,bear→neutral
LONG,3.1761,3.1759,-0.00019999999999997797,-0.006297030949906425,neutral→bull,neutral→bear
LONG,3.176,3.1759,-0.00010000000000021103,-0.003148614609578433,neutral→bull,bear→neutral
LONG,3.176,3.1759,-0.00010000000000021103,-0.003148614609578433,neutral→bull,bear→neutral
LONG,3.176,3.176,0.0,0.0,neutral→bull,bear→neutral
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,neutral→bull,bear→neutral
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,neutral→bull,bear→neutral
LONG,3.1761,3.1775,0.00140000000000029,0.04407921664935896,neutral→bull,bear→neutral
SHORT,3.1774,3.1774,0.0,0.0,neutral→bear,bull→neutral
SHORT,3.1773,3.1769,0.00039999999999995595,0.012589305385073992,neutral→bear,bull→neutral
SHORT,3.1768,3.1769,-9.999999999976694e-05,-0.0031478217073711576,neutral→bear,bull→neutral
SHORT,3.1768,3.177,-0.00019999999999997797,-0.006295643414756295,neutral→bear,neutral→bull
LONG,3.1771,3.1779,0.000800000000000356,0.02518019577603337,neutral→bull,neutral→bear
SHORT,3.1778,3.1773,0.000500000000000167,0.015734155705210112,neutral→bear,bull→neutral
LONG,3.1774,3.1776,0.00019999999999997797,0.006294454585509472,neutral→bull,bear→neutral
LONG,3.1777,3.1778,9.999999999976694e-05,0.0031469301696122015,neutral→bull,bear→neutral
LONG,3.1779,3.1782,0.0002999999999997449,0.00944019635607618,neutral→bull,bear→neutral
SHORT,3.1781,3.1774,0.000700000000000145,0.022025738648882822,neutral→bear,bull→neutral
SHORT,3.1773,3.1774,-0.00010000000000021103,-0.003147326346275487,neutral→bear,bull→neutral
LONG,3.1775,3.1776,9.999999999976694e-05,0.0031471282454686687,neutral→bull,bear→neutral
LONG,3.1777,3.1776,-0.00010000000000021103,-0.003146930169626177,neutral→bull,bear→neutral
LONG,3.1777,3.1775,-0.00019999999999997797,-0.006293860339238379,neutral→bull,neutral→bear
SHORT,3.1774,3.1766,0.0007999999999999119,0.02517781834203789,neutral→bear,bull→neutral
LONG,3.1767,3.1771,0.00039999999999995595,0.012591683193249471,neutral→bull,bear→neutral
LONG,3.1772,3.1774,0.00019999999999997797,0.006294850812035061,neutral→bull,bear→neutral
LONG,3.1775,3.1774,-0.00010000000000021103,-0.0031471282454826445,neutral→bull,bear→neutral
LONG,3.1775,3.1774,-0.00010000000000021103,-0.0031471282454826445,neutral→bull,bear→neutral
SHORT,3.1773,3.1771,0.00019999999999997797,0.006294652692536996,neutral→bear,bull→neutral
LONG,3.1772,3.1772,0.0,0.0,neutral→bull,bear→neutral
SHORT,3.1771,3.1766,0.0004999999999997229,0.015737622360005126,neutral→bear,bull→neutral
LONG,3.1767,3.177,0.000300000000000189,0.009443762394944093,neutral→bull,bear→neutral
LONG,3.1771,3.1773,0.00019999999999997797,0.006295048944004847,neutral→bull,bear→neutral
LONG,3.1774,3.1773,-0.00010000000000021103,-0.0031472272927617244,neutral→bull,bear→neutral
LONG,3.1774,3.1772,-0.00019999999999997797,-0.006294454585509472,neutral→bull,neutral→bear
SHORT,3.1771,3.1768,0.0002999999999997449,0.009442573416000282,neutral→bear,bull→neutral
SHORT,3.1767,3.1768,-0.00010000000000021103,-0.0031479207983193575,neutral→bear,bull→neutral
SHORT,3.1767,3.1768,-0.00010000000000021103,-0.0031479207983193575,neutral→bear,bull→neutral
SHORT,3.1767,3.1755,0.0011999999999998678,0.037775049579748414,neutral→bear,bull→neutral
LONG,3.1756,3.176,0.00039999999999995595,0.012596044841918251,neutral→bull,bear→neutral
LONG,3.1761,3.1765,0.00039999999999995595,0.01259406189981285,neutral→bull,neutral→bear
SHORT,3.1764,3.1762,0.00019999999999997797,0.006296436217100428,neutral→bear,bull→neutral
SHORT,3.1761,3.1759,0.00019999999999997797,0.006297030949906425,neutral→bear,bull→neutral
LONG,3.176,3.1763,0.0002999999999997449,0.009445843828707334,neutral→bull,bear→neutral
LONG,3.1764,3.1777,0.0013000000000000789,0.04092683541115977,neutral→bull,bear→neutral
SHORT,3.1776,3.1758,0.0017999999999998018,0.05664652567975207,neutral→bear,bull→neutral
SHORT,3.1757,3.1753,0.00039999999999995595,0.012595648203544288,neutral→bear,bull→neutral
LONG,3.1754,3.1762,0.000800000000000356,0.025193676387238018,neutral→bull,bear→neutral
SHORT,3.1761,3.1753,0.0007999999999999119,0.0251881237996257,neutral→bear,bull→neutral
SHORT,3.1752,3.1751,9.999999999976694e-05,0.0031494079113053336,neutral→bear,bull→neutral
SHORT,3.175,3.1749,9.999999999976694e-05,0.0031496062992052583,neutral→bear,bull→neutral
SHORT,3.1748,3.1745,0.0002999999999997449,0.009449414136315514,neutral→bear,bull→neutral
SHORT,3.1744,3.1745,-0.00010000000000021103,-0.003150201612909874,neutral→bear,bull→neutral
LONG,3.1746,3.1761,0.0015000000000000568,0.04725004725004905,neutral→bull,bear→neutral
SHORT,3.176,3.1731,0.0029000000000003467,0.09130982367759277,neutral→bear,force
