side,entry,exit,pnl,pnl_pct,entry_transition,close_reason
LONG,3.1789,3.1797,0.0007999999999999119,0.025165937903045454,neutral→bull,bear→neutral
SHORT,3.1796,3.1791,0.000500000000000167,0.0157252484589309,neutral→bear,bull→neutral
SHORT,3.179,3.1789,9.999999999976694e-05,0.0031456432840442578,neutral→bear,bull→neutral
LONG,3.179,3.1789,-9.999999999976694e-05,-0.0031456432840442578,neutral→bull,bear→neutral
SHORT,3.1788,3.1789,-0.00010000000000021103,-0.003145841197942967,neutral→bear,bull→neutral
SHORT,3.1788,3.1789,-0.00010000000000021103,-0.003145841197942967,neutral→bear,bull→neutral
SHORT,3.1788,3.1781,0.0006999999999997009,0.022020888385544887,neutral→bear,bull→neutral
SHORT,3.178,3.178,0.0,0.0,neutral→bear,bull→neutral
LONG,3.1781,3.1786,0.0004999999999997229,0.01573267046347575,neutral→bull,bear→neutral
LONG,3.1787,3.1789,0.00019999999999997797,0.00629188032843546,neutral→bull,bear→neutral
LONG,3.179,3.1789,-9.999999999976694e-05,-0.0031456432840442578,neutral→bull,bear→neutral
SHORT,3.1788,3.1788,0.0,0.0,neutral→bear,bull→neutral
LONG,3.1789,3.1789,0.0,0.0,neutral→bull,bear→neutral
SHORT,3.1788,3.1788,0.0,0.0,neutral→bear,bull→neutral
SHORT,3.1787,3.1788,-9.999999999976694e-05,-0.003145940164210745,neutral→bear,bull→neutral
LONG,3.1789,3.1792,0.0002999999999997449,0.009437226713635059,neutral→bull,bear→neutral
SHORT,3.1791,3.1792,-9.999999999976694e-05,-0.003145544336440091,neutral→bear,bull→neutral
LONG,3.1793,3.1801,0.0007999999999999119,0.025162771679297705,neutral→bull,bear→neutral
SHORT,3.18,3.1802,-0.00019999999999997797,-0.006289308176099936,neutral→bear,neutral→bull
LONG,3.1803,3.1804,0.00010000000000021103,0.0031443574505616145,neutral→bull,bear→neutral
LONG,3.1805,3.1819,0.00140000000000029,0.04401823612640434,neutral→bull,bear→neutral
SHORT,3.1818,3.1814,0.00039999999999995595,0.01257150040857238,neutral→bear,bull→neutral
LONG,3.1815,3.1821,0.0005999999999999339,0.018859028760016782,neutral→bull,bear→neutral
LONG,3.1822,3.1821,-9.999999999976694e-05,-0.0031424800452443885,neutral→bull,bear→neutral
LONG,3.1822,3.1821,-9.999999999976694e-05,-0.0031424800452443885,neutral→bull,bear→neutral
SHORT,3.182,3.1811,0.0009000000000001229,0.028284098051543773,neutral→bear,bull→neutral
SHORT,3.181,3.1812,-0.00019999999999997797,-0.006287331027977931,neutral→bear,neutral→bull
LONG,3.1813,3.1813,0.0,0.0,neutral→bull,bear→neutral
LONG,3.1814,3.1824,0.0009999999999998899,0.03143270258376469,neutral→bull,bear→neutral
SHORT,3.1823,3.1813,0.001000000000000334,0.03142381296547572,neutral→bear,bull→neutral
LONG,3.1814,3.1823,0.0009000000000001229,0.0282894323253952,neutral→bull,bear→neutral
SHORT,3.1822,3.1818,0.00039999999999995595,0.012569920181005468,neutral→bear,bull→neutral
SHORT,3.1817,3.1812,0.000500000000000167,0.015714869409440457,neutral→bear,bull→neutral
LONG,3.1813,3.1818,0.000500000000000167,0.01571684531481366,neutral→bull,neutral→bear
SHORT,3.1817,3.1807,0.001000000000000334,0.03142973881888091,neutral→bear,bull→neutral
LONG,3.1808,3.1817,0.0009000000000001229,0.028294768611673887,neutral→bull,bear→neutral
LONG,3.1818,3.1818,0.0,0.0,neutral→bull,bear→neutral
SHORT,3.1817,3.1812,0.000500000000000167,0.015714869409440457,neutral→bear,bull→neutral
SHORT,3.1811,3.1806,0.0004999999999997229,0.015717833453828014,neutral→bear,bull→neutral
LONG,3.1807,3.1809,0.00019999999999997797,0.006287924041876882,neutral→bull,bear→neutral
SHORT,3.1808,3.1803,0.000500000000000167,0.015719315895377485,neutral→bear,bull→neutral
SHORT,3.1802,3.1803,-9.999999999976694e-05,-0.0031444563234943376,neutral→bear,bull→neutral
LONG,3.1804,3.1805,9.999999999976694e-05,0.0031442585838186055,neutral→bull,bear→neutral
SHORT,3.1804,3.1797,0.000700000000000145,0.022009810086786093,neutral→bear,bull→neutral
SHORT,3.1796,3.1792,0.00040000000000040004,0.012580198767153102,neutral→bear,bull→neutral
