side,entry,exit,pnl,pnl_pct,entry_transition,close_reason
SHORT,2.2892,2.2888,0.00039999999999995595,0.01747335313646496,neutral→bear,bull→neutral
LONG,2.2889,2.2889,0.0,0.0,neutral→bull,bear→neutral
LONG,2.289,2.2889,-0.00010000000000021103,-0.0043687199650594595,neutral→bull,bear→neutral
LONG,2.289,2.2889,-0.00010000000000021103,-0.0043687199650594595,neutral→bull,bear→neutral
LONG,2.289,2.2892,0.00019999999999997797,0.008737439930099518,neutral→bull,neutral→bear
LONG,2.2893,2.2903,0.0009999999999998899,0.04368147468658061,neutral→bull,bear→neutral
LONG,2.2904,2.2903,-0.00010000000000021103,-0.00436604959833265,neutral→bull,bear→neutral
LONG,2.2904,2.2903,-0.00010000000000021103,-0.00436604959833265,neutral→bull,bear→neutral
SHORT,2.2902,2.2901,0.00010000000000021103,0.0043664308794083935,neutral→bear,bull→neutral
LONG,2.2902,2.2901,-0.00010000000000021103,-0.0043664308794083935,neutral→bull,bear→neutral
LONG,2.2902,2.2913,0.001100000000000101,0.04803073967339538,neutral→bull,neutral→bear
SHORT,2.2912,2.2905,0.0006999999999997009,0.030551675977640576,neutral→bear,bull→neutral
LONG,2.2906,2.2906,0.0,0.0,neutral→bull,bear→neutral
LONG,2.2907,2.2906,-0.00010000000000021103,-0.004365477801554591,neutral→bull,bear→neutral
LONG,2.2907,2.2905,-0.00019999999999997797,-0.008730955603089795,neutral→bull,neutral→bear
SHORT,2.2904,2.2905,-0.00010000000000021103,-0.00436604959833265,neutral→bear,bull→neutral
SHORT,2.2904,2.2905,-0.00010000000000021103,-0.00436604959833265,neutral→bear,bull→neutral
LONG,2.2906,2.2907,0.00010000000000021103,0.004365668383838777,neutral→bull,bear→neutral
SHORT,2.2906,2.2902,0.00039999999999995595,0.017462673535316334,neutral→bear,bull→neutral
LONG,2.2903,2.2911,0.000800000000000356,0.03492992184431542,neutral→bull,bear→neutral
SHORT,2.291,2.2905,0.0004999999999997229,0.021824530772576293,neutral→bear,bull→neutral
LONG,2.2906,2.2905,-9.999999999976694e-05,-0.00436566838381939,neutral→bull,bear→neutral
LONG,2.2906,2.2907,0.00010000000000021103,0.004365668383838777,neutral→bull,bear→neutral
LONG,2.2908,2.2908,0.0,0.0,neutral→bull,bear→neutral
SHORT,2.2907,2.2908,-9.999999999976694e-05,-0.004365477801535205,neutral→bear,bull→neutral
SHORT,2.2907,2.2905,0.00019999999999997797,0.008730955603089795,neutral→bear,bull→neutral
SHORT,2.2904,2.2905,-0.00010000000000021103,-0.00436604959833265,neutral→bear,bull→neutral
SHORT,2.2904,2.2902,0.00019999999999997797,0.008732099196645913,neutral→bear,bull→neutral
SHORT,2.2901,2.2902,-0.00010000000000021103,-0.004366621544919918,neutral→bear,bull→neutral
SHORT,2.2901,2.2902,-0.00010000000000021103,-0.004366621544919918,neutral→bear,bull→neutral
SHORT,2.2901,2.2902,-0.00010000000000021103,-0.004366621544919918,neutral→bear,bull→neutral
LONG,2.2903,2.2905,0.00020000000000042206,0.008732480461093397,neutral→bull,bear→neutral
LONG,2.2906,2.2905,-9.999999999976694e-05,-0.00436566838381939,neutral→bull,neutral→bear
SHORT,2.2904,2.2901,0.000300000000000189,0.013098148794978563,neutral→bear,bull→neutral
LONG,2.2902,2.2907,0.000500000000000167,0.021832154397003187,neutral→bull,bear→neutral
LONG,2.2908,2.2914,0.0005999999999999339,0.02619172341539785,neutral→bull,bear→neutral
LONG,2.2915,2.2915,0.0,0.0,neutral→bull,bear→neutral
LONG,2.2916,2.2915,-9.999999999976694e-05,-0.004363763309467924,neutral→bull,bear→neutral
SHORT,2.2914,2.291,0.00039999999999995595,0.017456576765294406,neutral→bear,bull→neutral
SHORT,2.2909,2.291,-9.999999999976694e-05,-0.004365096686881441,neutral→bear,bull→neutral
SHORT,2.2909,2.2908,0.00010000000000021103,0.004365096686900826,neutral→bear,bull→neutral
LONG,2.2909,2.2908,-0.00010000000000021103,-0.004365096686900826,neutral→bull,bear→neutral
SHORT,2.2907,2.2902,0.000500000000000167,0.021827389007734184,neutral→bear,bull→neutral
SHORT,2.2901,2.2902,-0.00010000000000021103,-0.004366621544919918,neutral→bear,bull→neutral
SHORT,2.2901,2.2897,0.00039999999999995595,0.01746648617964089,neutral→bear,bull→neutral
LONG,2.2898,2.2899,9.999999999976694e-05,0.00436719364135588,neutral→bull,bear→neutral
SHORT,2.2898,2.2898,0.0,0.0,neutral→bear,bull→neutral
LONG,2.2899,2.2901,0.00019999999999997797,0.00873400585178296,neutral→bull,bear→neutral
LONG,2.2902,2.2901,-0.00010000000000021103,-0.0043664308794083935,neutral→bull,bear→neutral
LONG,2.2902,2.2901,-0.00010000000000021103,-0.0043664308794083935,neutral→bull,bear→neutral
LONG,2.2902,2.2901,-0.00010000000000021103,-0.0043664308794083935,neutral→bull,bear→neutral
LONG,2.2902,2.2901,-0.00010000000000021103,-0.0043664308794083935,neutral→bull,bear→neutral
LONG,2.2902,2.29,-0.00019999999999997797,-0.008732861758797396,neutral→bull,neutral→bear
SHORT,2.2899,2.2896,0.0002999999999997449,0.013101008777664742,neutral→bear,bull→neutral
LONG,2.2897,2.2898,0.00010000000000021103,0.004367384373507929,neutral→bull,bear→neutral
