side,entry,exit,pnl,pnl_pct,entry_transition,close_reason
SHORT,2.3464,2.3465,-9.999999999976694e-05,-0.0042618479372556655,neutral→bear,bull→neutral
SHORT,2.3464,2.346,0.00039999999999995595,0.017047391749060514,neutral→bear,neutral→bull
SHORT,2.3459,2.3461,-0.00019999999999997797,-0.008525512596443923,neutral→bear,neutral→bull
LONG,2.3462,2.3463,9.999999999976694e-05,0.004262211235178883,neutral→bull,bear→neutral
LONG,2.3464,2.3463,-0.00010000000000021103,-0.004261847937274592,neutral→bull,bear→neutral
SHORT,2.3462,2.3456,0.0005999999999999339,0.025573267411130078,neutral→bear,bull→neutral
SHORT,2.3455,2.3456,-0.00010000000000021103,-0.004263483265837179,neutral→bear,bull→neutral
SHORT,2.3455,2.3448,0.0006999999999997009,0.029844382860784516,neutral→bear,bull→neutral
LONG,2.3449,2.3452,0.000300000000000189,0.012793722546811763,neutral→bull,bear→neutral
LONG,2.3453,2.3452,-9.999999999976694e-05,-0.004263846842611476,neutral→bull,bear→neutral
LONG,2.3453,2.3452,-9.999999999976694e-05,-0.004263846842611476,neutral→bull,bear→neutral
SHORT,2.3451,2.3447,0.00039999999999995595,0.017056841925715577,neutral→bear,bull→neutral
SHORT,2.3446,2.3443,0.0002999999999997449,0.012795359549592466,neutral→bear,bull→neutral
LONG,2.3444,2.3443,-9.999999999976694e-05,-0.0042654837058423035,neutral→bull,bear→neutral
LONG,2.3444,2.3446,0.00019999999999997797,0.008530967411703548,neutral→bull,bear→neutral
SHORT,2.3445,2.3446,-9.999999999976694e-05,-0.004265301770090294,neutral→bear,bull→neutral
SHORT,2.3445,2.3438,0.000700000000000145,0.029857112390707825,neutral→bear,bull→neutral
LONG,2.3439,2.3441,0.00019999999999997797,0.008532787234949357,neutral→bull,bear→neutral
LONG,2.3442,2.3441,-9.999999999976694e-05,-0.004265847623912932,neutral→bull,bear→neutral
LONG,2.3442,2.3441,-9.999999999976694e-05,-0.004265847623912932,neutral→bull,bear→neutral
LONG,2.3442,2.3453,0.001100000000000101,0.04692432386315592,neutral→bull,bear→neutral
LONG,2.3454,2.3453,-0.00010000000000021103,-0.004263665046482947,neutral→bull,bear→neutral
LONG,2.3454,2.3453,-0.00010000000000021103,-0.004263665046482947,neutral→bull,bear→neutral
LONG,2.3454,2.3452,-0.00019999999999997797,-0.008527330092946959,neutral→bull,neutral→bear
SHORT,2.3451,2.3449,0.00019999999999997797,0.008528420962857788,neutral→bear,bull→neutral
SHORT,2.3448,2.3447,0.00010000000000021103,0.004264756055962599,neutral→bear,bull→neutral
LONG,2.3448,2.3448,0.0,0.0,neutral→bull,bear→neutral
LONG,2.3449,2.3448,-9.999999999976694e-05,-0.0042645741822579615,neutral→bull,bear→neutral
LONG,2.3449,2.3448,-9.999999999976694e-05,-0.0042645741822579615,neutral→bull,bear→neutral
LONG,2.3449,2.3448,-9.999999999976694e-05,-0.0042645741822579615,neutral→bull,bear→neutral
LONG,2.3449,2.3455,0.0005999999999999339,0.025587445093604583,neutral→bull,bear→neutral
SHORT,2.3454,2.3455,-9.999999999976694e-05,-0.004263665046464012,neutral→bear,bull→neutral
SHORT,2.3454,2.3455,-9.999999999976694e-05,-0.004263665046464012,neutral→bear,bull→neutral
LONG,2.3456,2.3461,0.0004999999999997229,0.021316507503398828,neutral→bull,bear→neutral
LONG,2.3462,2.3461,-0.00010000000000021103,-0.00426221123519781,neutral→bull,bear→neutral
LONG,2.3462,2.3461,-0.00010000000000021103,-0.00426221123519781,neutral→bull,bear→neutral
LONG,2.3462,2.3461,-0.00010000000000021103,-0.00426221123519781,neutral→bull,bear→neutral
LONG,2.3462,2.3461,-0.00010000000000021103,-0.00426221123519781,neutral→bull,bear→neutral
LONG,2.3462,2.3461,-0.00010000000000021103,-0.00426221123519781,neutral→bull,bear→neutral
LONG,2.3462,2.3465,0.0002999999999997449,0.012786633705555574,neutral→bull,bear→neutral
