side,entry,exit,pnl,pnl_pct,entry_transition,close_reason
SHORT,2.265,2.265,0.0,0.0,neutral→bear,bull→neutral
SHORT,2.2649,2.265,-0.00010000000000021103,-0.0044152059693677885,neutral→bear,bull→neutral
SHORT,2.2649,2.265,-0.00010000000000021103,-0.0044152059693677885,neutral→bear,bull→neutral
SHORT,2.2649,2.265,-0.00010000000000021103,-0.0044152059693677885,neutral→bear,bull→neutral
SHORT,2.2649,2.265,-0.00010000000000021103,-0.0044152059693677885,neutral→bear,bull→neutral
SHORT,2.2649,2.265,-0.00010000000000021103,-0.0044152059693677885,neutral→bear,bull→neutral
SHORT,2.2649,2.2651,-0.00019999999999997797,-0.00883041193871597,neutral→bear,neutral→bull
LONG,2.2652,2.2652,0.0,0.0,neutral→bull,bear→neutral
LONG,2.2653,2.2651,-0.00019999999999997797,-0.008828852690591886,neutral→bull,neutral→bear
LONG,2.2652,2.2651,-0.00010000000000021103,-0.004414621225508168,neutral→bull,bear→neutral
SHORT,2.265,2.2642,0.0007999999999999119,0.03532008830021686,neutral→bear,bull→neutral
SHORT,2.2641,2.2642,-0.00010000000000021103,-0.0044167660439119755,neutral→bear,bull→neutral
SHORT,2.2641,2.2642,-0.00010000000000021103,-0.0044167660439119755,neutral→bear,bull→neutral
SHORT,2.2641,2.2639,0.00019999999999997797,0.008833532087804337,neutral→bear,bull→neutral
SHORT,2.2638,2.2639,-0.00010000000000021103,-0.004417351356136188,neutral→bear,bull→neutral
SHORT,2.2638,2.2636,0.00019999999999997797,0.00883470271225276,neutral→bear,bull→neutral
SHORT,2.2635,2.2629,0.0005999999999999339,0.02650762094101762,neutral→bear,bull→neutral
SHORT,2.2628,2.263,-0.00019999999999997797,-0.008838607035530228,neutral→bear,neutral→bull
LONG,2.2631,2.263,-0.00010000000000021103,-0.00441871768813623,neutral→bull,bear→neutral
LONG,2.2631,2.2637,0.0005999999999999339,0.02651230612875851,neutral→bull,bear→neutral
LONG,2.2638,2.2636,-0.00019999999999997797,-0.00883470271225276,neutral→bull,neutral→bear
SHORT,2.2635,2.2636,-9.999999999976694e-05,-0.004417936823493128,neutral→bear,bull→neutral
SHORT,2.2635,2.2636,-9.999999999976694e-05,-0.004417936823493128,neutral→bear,bull→neutral
SHORT,2.2635,2.2636,-9.999999999976694e-05,-0.004417936823493128,neutral→bear,bull→neutral
SHORT,2.2635,2.2637,-0.00019999999999997797,-0.008835873647005875,neutral→bear,neutral→bull
SHORT,2.2636,2.2637,-0.00010000000000021103,-0.004417741650477603,neutral→bear,bull→neutral
SHORT,2.2636,2.2637,-0.00010000000000021103,-0.004417741650477603,neutral→bear,bull→neutral
SHORT,2.2636,2.2629,0.0006999999999997009,0.03092419155326475,neutral→bear,bull→neutral
SHORT,2.2628,2.2629,-0.00010000000000021103,-0.0044193035177749265,neutral→bear,bull→neutral
SHORT,2.2628,2.2629,-0.00010000000000021103,-0.0044193035177749265,neutral→bear,bull→neutral
SHORT,2.2628,2.2627,9.999999999976694e-05,0.004419303517755301,neutral→bear,bull→neutral
SHORT,2.2626,2.2627,-0.00010000000000021103,-0.004419694157173652,neutral→bear,bull→neutral
SHORT,2.2626,2.2627,-0.00010000000000021103,-0.004419694157173652,neutral→bear,bull→neutral
SHORT,2.2626,2.2627,-0.00010000000000021103,-0.004419694157173652,neutral→bear,bull→neutral
SHORT,2.2626,2.2628,-0.00019999999999997797,-0.008839388314327675,neutral→bear,neutral→bull
LONG,2.2629,2.2629,0.0,0.0,neutral→bull,bear→neutral
SHORT,2.2628,2.2628,0.0,0.0,neutral→bear,bull→neutral
SHORT,2.2627,2.2627,0.0,0.0,neutral→bear,bull→neutral
SHORT,2.2626,2.2627,-0.00010000000000021103,-0.004419694157173652,neutral→bear,bull→neutral
SHORT,2.2626,2.2627,-0.00010000000000021103,-0.004419694157173652,neutral→bear,bull→neutral
SHORT,2.2626,2.2628,-0.00019999999999997797,-0.008839388314327675,neutral→bear,neutral→bull
LONG,2.2629,2.2634,0.0004999999999997229,0.022095541119789775,neutral→bull,bear→neutral
LONG,2.2635,2.2634,-0.00010000000000021103,-0.004417936823512747,neutral→bull,bear→neutral
SHORT,2.2633,2.2633,0.0,0.0,neutral→bear,neutral→bull
SHORT,2.2632,2.2633,-0.00010000000000021103,-0.0044185224461033516,neutral→bear,bull→neutral
SHORT,2.2632,2.2633,-0.00010000000000021103,-0.0044185224461033516,neutral→bear,bull→neutral
LONG,2.2634,2.2635,0.00010000000000021103,0.0044181320137938965,neutral→bull,bear→neutral
LONG,2.2636,2.2635,-9.999999999976694e-05,-0.0044177416504579846,neutral→bull,bear→neutral
LONG,2.2636,2.2635,-9.999999999976694e-05,-0.0044177416504579846,neutral→bull,bear→neutral
SHORT,2.2634,2.263,0.00039999999999995595,0.017672528055136343,neutral→bear,bull→neutral
SHORT,2.2629,2.2628,0.00010000000000021103,0.0044191082239697305,neutral→bear,bull→neutral
SHORT,2.2627,2.2628,-9.999999999976694e-05,-0.00441949882882251,neutral→bear,bull→neutral
SHORT,2.2627,2.2619,0.000800000000000356,0.035355990630678215,neutral→bear,bull→neutral
SHORT,2.2618,2.2619,-9.999999999976694e-05,-0.00442125740559585,neutral→bear,bull→neutral
SHORT,2.2618,2.2614,0.00039999999999995595,0.01768502962242267,neutral→bear,force
