side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3475,1.3475,0.0,0.0,0.0,neutral→bull,46,8,1,bear→neutral
SHORT,1.3474,1.3472,0.00019999999999997797,2.0,0.014843402107761467,neutral→bear,21,1,4,bull→neutral
SHORT,1.3471,1.3467,0.00039999999999995595,4.0,0.029693415485112905,neutral→bear,28,3,6,bull→neutral
LONG,1.3468,1.347,0.00019999999999997797,2.0,0.014850014850013214,neutral→bull,11,9,7,bear→neutral
LONG,1.3471,1.3472,9.999999999998899e-05,1.0,0.007423353871278226,neutral→bull,15,4,6,bear→neutral
SHORT,1.3471,1.3467,0.00039999999999995595,4.0,0.029693415485112905,neutral→bear,75,1,2,bull→neutral
LONG,1.3468,1.3465,-0.00029999999999996696,-3.0,-0.02227502227501982,neutral→bull,7,1,3,bear→neutral
LONG,1.3466,1.3463,-0.00029999999999996696,-3.0,-0.022278330610423804,neutral→bull,8,19,4,bear→neutral
LONG,1.3464,1.3463,-9.999999999998899e-05,-1.0,-0.0074272133095654325,neutral→bull,21,3,3,bear→neutral
SHORT,1.3462,1.3453,0.0009000000000001229,9.0,0.06685485069084258,neutral→bear,5,6,18,bull→neutral
LONG,1.3454,1.3454,0.0,0.0,0.0,neutral→bull,25,3,3,bear→neutral
LONG,1.3455,1.3452,-0.00029999999999996696,-3.0,-0.022296544035672015,neutral→bull,17,2,3,bear→neutral
SHORT,1.345,1.345,0.0,0.0,0.0,neutral→bear,11,1,2,bull→neutral
LONG,1.345,1.3451,9.999999999998899e-05,1.0,0.007434944237917397,neutral→bull,12,4,1,bear→neutral
SHORT,1.345,1.3451,-9.999999999998899e-05,-1.0,-0.007434944237917397,neutral→bear,8,1,2,bull→neutral
SHORT,1.345,1.3451,-9.999999999998899e-05,-1.0,-0.007434944237917397,neutral→bear,7,4,3,bull→neutral
LONG,1.3452,1.3454,0.00019999999999997797,2.0,0.014867677668746505,neutral→bull,11,6,1,bear→neutral
SHORT,1.3453,1.3451,0.00019999999999997797,2.0,0.01486657251170579,neutral→bear,151,1,8,bull→neutral
SHORT,1.345,1.3452,-0.00019999999999997797,-2.0,-0.014869888475834795,neutral→bear,10,2,2,bull→neutral
LONG,1.3453,1.3452,-9.999999999998899e-05,-1.0,-0.007433286255852895,neutral→bull,3,2,5,bear→neutral
SHORT,1.3452,1.3452,0.0,0.0,0.0,neutral→bear,9,2,5,bull→neutral
LONG,1.3453,1.3453,0.0,0.0,0.0,neutral→bull,7,6,4,bear→neutral
LONG,1.3454,1.3457,0.00029999999999996696,3.0,0.022298201278427753,neutral→bull,0,5,2,force
