side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.336,1.3361,9.999999999998899e-05,1.0,0.007485029940118935,neutral→bull,5,13,2,bear→neutral
SHORT,1.336,1.3362,-0.00019999999999997797,-2.0,-0.01497005988023787,neutral→bear,3,5,1,bull→neutral
LONG,1.3363,1.3361,-0.00019999999999997797,-2.0,-0.014966699094513057,neutral→bull,15,5,3,bear→neutral
LONG,1.3362,1.3364,0.00019999999999997797,2.0,0.01496781918874255,neutral→bull,9,5,4,bear→neutral
SHORT,1.3364,1.3364,0.0,0.0,0.0,neutral→bear,15,5,3,bull→neutral
LONG,1.3365,1.3367,0.00019999999999997797,2.0,0.014964459408902205,neutral→bull,3,7,2,bear→neutral
LONG,1.3368,1.3367,-9.999999999998899e-05,-1.0,-0.007480550568521019,neutral→bull,5,3,1,bear→neutral
SHORT,1.3366,1.3366,0.0,0.0,0.0,neutral→bear,13,2,3,bull→neutral
SHORT,1.3365,1.3367,-0.00019999999999997797,-2.0,-0.014964459408902205,neutral→bear,7,3,1,bull→neutral
LONG,1.3368,1.337,0.00019999999999997797,2.0,0.014961101137042038,neutral→bull,22,4,1,bear→neutral
LONG,1.3371,1.3372,9.999999999998899e-05,1.0,0.007478872186073517,neutral→bull,9,12,4,bear→neutral
SHORT,1.3371,1.3354,0.0017000000000000348,17.0,0.12714082716326638,neutral→bear,3,4,20,bull→neutral
LONG,1.3355,1.3352,-0.00029999999999996696,-3.0,-0.02246349681766881,neutral→bull,31,1,2,bear→neutral
SHORT,1.3351,1.3343,0.0007999999999999119,8.0,0.0599206051981059,neutral→bear,133,2,3,bull→neutral
LONG,1.3344,1.3359,0.0015000000000000568,15.0,0.11241007194245031,neutral→bull,18,17,2,bear→neutral
SHORT,1.3358,1.3352,0.000600000000000156,6.0,0.04491690372811468,neutral→bear,15,1,8,bull→neutral
LONG,1.3353,1.3353,0.0,0.0,0.0,neutral→bull,10,2,1,bear→neutral
LONG,1.3354,1.3363,0.0009000000000001229,9.0,0.06739553691778664,neutral→bull,16,15,5,bear→neutral
SHORT,1.3362,1.3358,0.00039999999999995595,4.0,0.0299356383774851,neutral→bear,20,3,6,bull→neutral
SHORT,1.3357,1.336,-0.00029999999999996696,-3.0,-0.022460133263454887,neutral→bear,14,2,1,bull→neutral
SHORT,1.3359,1.336,-9.999999999998899e-05,-1.0,-0.007485590238789504,neutral→bear,8,2,2,bull→neutral
LONG,1.3361,1.3363,0.00019999999999997797,2.0,0.014968939450638272,neutral→bull,13,4,1,bear→neutral
SHORT,1.3362,1.3362,0.0,0.0,0.0,neutral→bear,18,1,2,bull→neutral
SHORT,1.336,1.3357,0.00029999999999996696,3.0,0.022455089820356808,neutral→bear,6,3,5,bull→neutral
SHORT,1.3356,1.3359,-0.000300000000000189,-3.0,-0.022461814914659255,neutral→bear,19,2,1,bull→neutral
LONG,1.3359,1.3356,-0.000300000000000189,-3.0,-0.022456770716385133,neutral→bull,18,2,3,bear→neutral
SHORT,1.3355,1.3355,0.0,0.0,0.0,neutral→bear,19,1,2,bull→neutral
LONG,1.3356,1.3355,-9.999999999998899e-05,-1.0,-0.007487271638214211,neutral→bull,8,4,2,bear→neutral
LONG,1.3356,1.3353,-0.00029999999999996696,-3.0,-0.022461814914642633,neutral→bull,5,6,6,force
