side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3387,1.338,-0.0006999999999999229,-7.0,-0.0522895346231361,neutral→bull,100,2,1,bear→neutral
SHORT,1.3379,1.3377,0.00020000000000020002,2.0,0.014948800358786157,neutral→bear,9,1,4,bull→neutral
SHORT,1.3375,1.3364,0.0010999999999998789,11.0,0.08224299065419656,neutral→bear,15,2,2,bull→neutral
LONG,1.3362,1.3369,0.0006999999999999229,7.0,0.05238736716059893,neutral→bull,15,30,8,bear→neutral
LONG,1.337,1.3368,-0.00019999999999997797,-2.0,-0.014958863126400747,neutral→bull,3,3,3,bear→neutral
LONG,1.3369,1.3369,0.0,0.0,0.0,neutral→bull,9,6,1,bear→neutral
SHORT,1.3368,1.3369,-9.999999999998899e-05,-1.0,-0.007480550568521019,neutral→bear,3,3,2,bull→neutral
LONG,1.337,1.3376,0.0005999999999999339,6.0,0.04487658937920224,neutral→bull,7,9,3,bear→neutral
LONG,1.3377,1.3374,-0.00029999999999996696,-3.0,-0.02242655303879547,neutral→bull,29,2,3,bear→neutral
LONG,1.3375,1.3374,-9.999999999998899e-05,-1.0,-0.007476635514017868,neutral→bull,8,3,3,bear→neutral
LONG,1.3376,1.3379,0.000300000000000189,3.0,0.022428229665085904,neutral→bull,11,5,3,bear→neutral
SHORT,1.3378,1.3376,0.00020000000000020002,2.0,0.014949917775467187,neutral→bear,7,3,5,bull→neutral
LONG,1.3377,1.338,0.000300000000000189,3.0,0.022426553038812067,neutral→bull,11,5,4,bear→neutral
LONG,1.3381,1.338,-9.999999999998899e-05,-1.0,-0.007473283013226887,neutral→bull,11,1,3,bear→neutral
LONG,1.3381,1.338,-9.999999999998899e-05,-1.0,-0.007473283013226887,neutral→bull,7,1,3,bear→neutral
SHORT,1.3379,1.3379,0.0,0.0,0.0,neutral→bear,16,1,2,bull→neutral
SHORT,1.3378,1.338,-0.00019999999999997797,-2.0,-0.014949917775450587,neutral→bear,6,2,1,bull→neutral
SHORT,1.3379,1.3381,-0.00019999999999997797,-2.0,-0.014948800358769561,neutral→bear,7,3,2,bull→neutral
LONG,1.3382,1.3393,0.0010999999999998789,11.0,0.08219997010909272,neutral→bull,13,15,6,bear→neutral
LONG,1.3394,1.3391,-0.00029999999999996696,-3.0,-0.022398088696428772,neutral→bull,26,1,2,bear→neutral
SHORT,1.339,1.3391,-9.999999999998899e-05,-1.0,-0.007468259895443539,neutral→bear,10,2,1,bull→neutral
SHORT,1.339,1.3389,9.999999999998899e-05,1.0,0.007468259895443539,neutral→bear,6,2,3,bull→neutral
LONG,1.339,1.3392,0.00019999999999997797,2.0,0.014936519790887079,neutral→bull,7,5,2,bear→neutral
SHORT,1.3391,1.3391,0.0,0.0,0.0,neutral→bear,10,1,2,bull→neutral
SHORT,1.339,1.339,0.0,0.0,0.0,neutral→bear,13,2,7,bull→neutral
SHORT,1.3388,1.3388,0.0,0.0,0.0,neutral→bear,15,1,2,bull→neutral
LONG,1.3388,1.3386,-0.00019999999999997797,-2.0,-0.014938751120404688,neutral→bull,3,3,4,bear→neutral
LONG,1.3387,1.3386,-9.999999999998899e-05,-1.0,-0.007469933517590871,neutral→bull,12,2,1,bear→neutral
SHORT,1.3386,1.3389,-0.00029999999999996696,-3.0,-0.02241147467503115,neutral→bear,15,2,1,bull→neutral
SHORT,1.3388,1.3391,-0.00029999999999996696,-3.0,-0.022408126680607033,neutral→bear,6,2,1,bull→neutral
LONG,1.3392,1.3388,-0.00039999999999995595,-4.0,-0.029868578255671744,neutral→bull,15,2,4,bear→neutral
LONG,1.3389,1.3388,-9.999999999998899e-05,-1.0,-0.007468817686159458,neutral→bull,14,2,3,bear→neutral
LONG,1.339,1.3388,-0.00019999999999997797,-2.0,-0.014936519790887079,neutral→bull,34,1,2,bear→neutral
SHORT,1.3387,1.3388,-9.999999999998899e-05,-1.0,-0.007469933517590871,neutral→bear,7,2,1,bull→neutral
LONG,1.3389,1.3387,-0.00019999999999997797,-2.0,-0.014937635372318916,neutral→bull,10,1,2,bear→neutral
LONG,1.3388,1.3386,-0.00019999999999997797,-2.0,-0.014938751120404688,neutral→bull,4,2,1,bear→neutral
