side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.341,1.3425,0.0015000000000000568,15.0,0.11185682326622348,neutral→bull,19,26,1,bear→neutral
LONG,1.3426,1.3422,-0.00039999999999995595,-4.0,-0.029792939073436317,neutral→bull,10,2,3,bear→neutral
SHORT,1.3421,1.3419,0.00019999999999997797,2.0,0.014902019223603158,neutral→bear,12,1,4,bull→neutral
SHORT,1.3417,1.341,0.0006999999999999229,7.0,0.052172616829389805,neutral→bear,18,4,9,bull→neutral
LONG,1.3411,1.3411,0.0,0.0,0.0,neutral→bull,8,6,3,bear→neutral
LONG,1.3412,1.3409,-0.00029999999999996696,-3.0,-0.022368028631074184,neutral→bull,13,1,2,bear→neutral
LONG,1.341,1.3418,0.0008000000000001339,8.0,0.059656972408660254,neutral→bull,3,13,6,bear→neutral
LONG,1.3419,1.3417,-0.00020000000000020002,-2.0,-0.014904240256367836,neutral→bull,4,1,2,bear→neutral
LONG,1.3418,1.3416,-0.00020000000000020002,-2.0,-0.01490535102103145,neutral→bull,9,2,3,bear→neutral
LONG,1.3417,1.3414,-0.00029999999999996696,-3.0,-0.022359692926881343,neutral→bull,3,4,4,bear→neutral
LONG,1.3415,1.3416,9.999999999998899e-05,1.0,0.007454342154304062,neutral→bull,19,3,2,bear→neutral
SHORT,1.3415,1.341,0.0004999999999999449,5.0,0.037271710771520306,neutral→bear,4,6,11,bull→neutral
LONG,1.3411,1.3411,0.0,0.0,0.0,neutral→bull,42,2,3,bear→neutral
LONG,1.3412,1.3409,-0.00029999999999996696,-3.0,-0.022368028631074184,neutral→bull,38,1,2,bear→neutral
LONG,1.341,1.3407,-0.00029999999999996696,-3.0,-0.022371364653241386,neutral→bull,30,5,3,bear→neutral
LONG,1.3408,1.3406,-0.00019999999999997797,-2.0,-0.014916467780427952,neutral→bull,43,1,2,bear→neutral
LONG,1.3407,1.3405,-0.00019999999999997797,-2.0,-0.014917580368462592,neutral→bull,3,3,3,bear→neutral
SHORT,1.3404,1.3405,-9.999999999998899e-05,-1.0,-0.007460459564308339,neutral→bear,4,2,2,bull→neutral
LONG,1.3405,1.3404,-9.999999999998899e-05,-1.0,-0.007459903021259902,neutral→bull,5,1,2,bear→neutral
LONG,1.3405,1.341,0.0004999999999999449,5.0,0.03729951510629951,neutral→bull,9,7,5,bear→neutral
SHORT,1.341,1.341,0.0,0.0,0.0,neutral→bear,29,2,3,bull→neutral
SHORT,1.3409,1.3412,-0.00029999999999996696,-3.0,-0.022373033037509656,neutral→bear,33,2,1,bull→neutral
LONG,1.3413,1.3412,-9.999999999998899e-05,-1.0,-0.007455453664354655,neutral→bull,5,1,2,bear→neutral
SHORT,1.3411,1.3412,-9.999999999998899e-05,-1.0,-0.007456565505927149,neutral→bear,5,3,2,bull→neutral
SHORT,1.3411,1.3414,-0.00029999999999996696,-3.0,-0.022369696517781448,neutral→bear,18,2,1,bull→neutral
SHORT,1.3413,1.3415,-0.00019999999999997797,-2.0,-0.01491090732870931,neutral→bear,4,1,2,bull→neutral
LONG,1.3416,1.3415,-9.999999999998899e-05,-1.0,-0.007453786523553145,neutral→bull,6,2,4,bear→neutral
LONG,1.3416,1.3419,0.000300000000000189,3.0,0.022361359570675986,neutral→bull,6,6,4,bear→neutral
SHORT,1.3419,1.3422,-0.00029999999999996696,-3.0,-0.022356360384526937,neutral→bear,24,5,3,bull→neutral
SHORT,1.3421,1.3423,-0.00019999999999997797,-2.0,-0.014902019223603158,neutral→bear,4,2,2,bull→neutral
SHORT,1.3422,1.3421,9.999999999998899e-05,1.0,0.0074504544777223205,neutral→bear,30,2,5,bull→neutral
SHORT,1.342,1.3419,9.999999999998899e-05,1.0,0.0074515648286131875,neutral→bear,13,1,4,bull→neutral
SHORT,1.3418,1.3421,-0.00029999999999996696,-3.0,-0.022358026531522354,neutral→bear,19,2,1,bull→neutral
LONG,1.3422,1.3422,0.0,0.0,0.0,neutral→bull,5,1,1,force
