side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3372,1.3375,0.00029999999999996696,3.0,0.02243493867783181,neutral→bull,39,18,2,bear→neutral
LONG,1.3375,1.3372,-0.00029999999999996696,-3.0,-0.022429906542053606,neutral→bull,12,2,3,bear→neutral
SHORT,1.3371,1.3372,-9.999999999998899e-05,-1.0,-0.007478872186073517,neutral→bear,10,2,3,bull→neutral
SHORT,1.3371,1.3372,-9.999999999998899e-05,-1.0,-0.007478872186073517,neutral→bear,12,1,2,bull→neutral
SHORT,1.3371,1.3375,-0.00039999999999995595,-4.0,-0.029915488744294068,neutral→bear,29,4,9,bull→neutral
LONG,1.3376,1.3392,0.0016000000000000458,16.0,0.11961722488038622,neutral→bull,21,18,1,bear→neutral
LONG,1.3393,1.3395,0.00019999999999997797,2.0,0.014933174046141863,neutral→bull,9,4,1,bear→neutral
LONG,1.3396,1.3391,-0.0004999999999999449,-5.0,-0.037324574499846594,neutral→bull,67,1,2,bear→neutral
SHORT,1.339,1.3389,9.999999999998899e-05,1.0,0.007468259895443539,neutral→bear,19,3,5,bull→neutral
LONG,1.339,1.3388,-0.00019999999999997797,-2.0,-0.014936519790887079,neutral→bull,14,1,2,bear→neutral
LONG,1.339,1.3394,0.00039999999999995595,4.0,0.029873039581774157,neutral→bull,10,6,1,bear→neutral
LONG,1.3396,1.3396,0.0,0.0,0.0,neutral→bull,11,2,1,bear→neutral
LONG,1.3397,1.3404,0.000700000000000145,7.0,0.052250503844155034,neutral→bull,13,11,1,bear→neutral
SHORT,1.3403,1.3405,-0.00019999999999997797,-2.0,-0.014922032380808622,neutral→bear,4,2,1,bull→neutral
LONG,1.3406,1.3408,0.00019999999999997797,2.0,0.014918693122480828,neutral→bull,33,5,2,bear→neutral
LONG,1.3409,1.3416,0.0006999999999999229,7.0,0.052203743754189194,neutral→bull,3,12,3,bear→neutral
SHORT,1.3415,1.3416,-9.999999999998899e-05,-1.0,-0.007454342154304062,neutral→bear,5,2,1,bull→neutral
LONG,1.3417,1.3419,0.00020000000000020002,2.0,0.014906461951270778,neutral→bull,12,4,1,bear→neutral
LONG,1.342,1.3417,-0.000300000000000189,-3.0,-0.02235469448585611,neutral→bull,15,1,2,bear→neutral
LONG,1.3418,1.3427,0.0008999999999999009,9.0,0.06707407959456706,neutral→bull,13,18,4,bear→neutral
LONG,1.3428,1.3425,-0.00029999999999996696,-3.0,-0.022341376228773233,neutral→bull,16,1,2,bear→neutral
SHORT,1.3424,1.3424,0.0,0.0,0.0,neutral→bear,10,3,3,bull→neutral
LONG,1.3425,1.3429,0.00039999999999995595,4.0,0.029795158286775116,neutral→bull,11,6,1,bear→neutral
LONG,1.343,1.3432,0.00019999999999997797,2.0,0.014892032762470439,neutral→bull,35,4,2,bear→neutral
SHORT,1.3431,1.3427,0.00039999999999995595,4.0,0.02978184796366287,neutral→bear,23,3,7,bull→neutral
LONG,1.3428,1.3427,-9.999999999998899e-05,-1.0,-0.007447125409591078,neutral→bull,32,5,4,bear→neutral
SHORT,1.3426,1.3424,0.00019999999999997797,2.0,0.014896469536718158,neutral→bear,9,3,4,bull→neutral
LONG,1.3425,1.3424,-9.999999999998899e-05,-1.0,-0.007448789571693779,neutral→bull,21,2,2,bear→neutral
SHORT,1.3423,1.3423,0.0,0.0,0.0,neutral→bear,16,1,2,bull→neutral
