side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3402,1.341,0.0007999999999999119,8.0,0.05969258319653125,neutral→bull,31,35,5,bear→neutral
LONG,1.3411,1.3407,-0.00039999999999995595,-4.0,-0.029826262023708597,neutral→bull,17,1,2,bear→neutral
LONG,1.3408,1.3407,-9.999999999998899e-05,-1.0,-0.007458233890213976,neutral→bull,35,7,6,bear→neutral
SHORT,1.3407,1.3409,-0.00019999999999997797,-2.0,-0.014917580368462592,neutral→bear,5,2,1,bull→neutral
LONG,1.341,1.3416,0.0005999999999999339,6.0,0.04474272930648277,neutral→bull,13,8,1,bear→neutral
SHORT,1.3415,1.3415,0.0,0.0,0.0,neutral→bear,19,1,2,bull→neutral
SHORT,1.3413,1.3411,0.00019999999999997797,2.0,0.01491090732870931,neutral→bear,11,3,5,bull→neutral
SHORT,1.341,1.3411,-9.999999999998899e-05,-1.0,-0.007457121551080461,neutral→bear,12,2,1,bull→neutral
LONG,1.3411,1.3408,-0.00029999999999996696,-3.0,-0.022369696517781448,neutral→bull,19,1,2,bear→neutral
LONG,1.3409,1.3411,0.00019999999999997797,2.0,0.01491535535833977,neutral→bull,10,10,4,bear→neutral
LONG,1.3412,1.341,-0.00019999999999997797,-2.0,-0.01491201908738279,neutral→bull,8,4,1,bear→neutral
LONG,1.3411,1.3406,-0.0004999999999999449,-5.0,-0.03728282752963574,neutral→bull,20,3,5,bear→neutral
SHORT,1.3405,1.3405,0.0,0.0,0.0,neutral→bear,19,1,2,bull→neutral
LONG,1.3406,1.3412,0.0005999999999999339,6.0,0.044756079367442476,neutral→bull,24,9,3,bear→neutral
LONG,1.3413,1.3411,-0.00019999999999997797,-2.0,-0.01491090732870931,neutral→bull,3,2,2,bear→neutral
SHORT,1.341,1.3403,0.0006999999999999229,7.0,0.052199850857563235,neutral→bear,8,5,10,bull→neutral
LONG,1.3404,1.3403,-9.999999999998899e-05,-1.0,-0.007460459564308339,neutral→bull,13,3,2,bear→neutral
SHORT,1.3402,1.3404,-0.00019999999999997797,-2.0,-0.014923145799132813,neutral→bear,20,2,1,bull→neutral
LONG,1.3405,1.3403,-0.00019999999999997797,-2.0,-0.014919806042519804,neutral→bull,5,2,1,bear→neutral
LONG,1.3404,1.3402,-0.00019999999999997797,-2.0,-0.014920919128616678,neutral→bull,3,1,2,bear→neutral
SHORT,1.3401,1.3398,0.00029999999999996696,3.0,0.022386389075439665,neutral→bear,16,4,6,bull→neutral
LONG,1.3399,1.3398,-9.999999999998899e-05,-1.0,-0.007463243525635419,neutral→bull,11,2,1,bear→neutral
SHORT,1.3397,1.3391,0.0005999999999999339,6.0,0.04478614615211868,neutral→bear,25,1,8,bull→neutral
SHORT,1.3389,1.3388,9.999999999998899e-05,1.0,0.007468817686159458,neutral→bear,3,2,3,bull→neutral
SHORT,1.3387,1.339,-0.00029999999999996696,-3.0,-0.022409800552772613,neutral→bear,32,2,1,bull→neutral
LONG,1.3391,1.3391,0.0,0.0,0.0,neutral→bull,12,2,1,bear→neutral
SHORT,1.339,1.3374,0.0016000000000000458,16.0,0.11949215832711321,neutral→bear,10,1,18,force
