side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
SHORT,1.338,1.3371,0.0009000000000001229,9.0,0.06726457399104058,neutral→bear,17,1,4,bull→neutral
LONG,1.3372,1.3385,0.0013000000000000789,13.0,0.09721806760395446,neutral→bull,12,23,3,bear→neutral
SHORT,1.3384,1.3384,0.0,0.0,0.0,neutral→bear,18,1,2,bull→neutral
SHORT,1.3383,1.3383,0.0,0.0,0.0,neutral→bear,10,1,2,bull→neutral
LONG,1.3384,1.3386,0.00019999999999997797,2.0,0.014943215780034217,neutral→bull,17,4,1,bear→neutral
SHORT,1.3385,1.3385,0.0,0.0,0.0,neutral→bear,13,1,2,bull→neutral
LONG,1.3386,1.3387,9.999999999998899e-05,1.0,0.007470491558343716,neutral→bull,3,5,3,bear→neutral
SHORT,1.3386,1.3381,0.0004999999999999449,5.0,0.03735245779171858,neutral→bear,23,2,7,bull→neutral
LONG,1.3381,1.3379,-0.00019999999999997797,-2.0,-0.014946566026453775,neutral→bull,5,1,2,bear→neutral
SHORT,1.3378,1.3372,0.000600000000000156,6.0,0.04484975332636836,neutral→bear,9,7,6,bull→neutral
LONG,1.3373,1.3372,-9.999999999998899e-05,-1.0,-0.007477753682792866,neutral→bull,5,3,2,bear→neutral
LONG,1.3373,1.3375,0.00019999999999997797,2.0,0.014955507365585732,neutral→bull,17,6,2,bear→neutral
LONG,1.3376,1.3378,0.00020000000000020002,2.0,0.0149521531100628,neutral→bull,5,7,5,bear→neutral
LONG,1.3379,1.3377,-0.00020000000000020002,-2.0,-0.014948800358786157,neutral→bull,11,2,3,bear→neutral
SHORT,1.3376,1.3374,0.00019999999999997797,2.0,0.0149521531100462,neutral→bear,9,6,9,bull→neutral
LONG,1.3375,1.3375,0.0,0.0,0.0,neutral→bull,12,2,1,bear→neutral
LONG,1.3376,1.3374,-0.00019999999999997797,-2.0,-0.0149521531100462,neutral→bull,15,5,3,bear→neutral
LONG,1.3375,1.3382,0.000700000000000145,7.0,0.05233644859814168,neutral→bull,17,10,4,bear→neutral
SHORT,1.3381,1.3383,-0.00019999999999997797,-2.0,-0.014946566026453775,neutral→bear,9,2,1,bull→neutral
SHORT,1.3382,1.338,0.00019999999999997797,2.0,0.014945449110744132,neutral→bear,9,4,5,bull→neutral
LONG,1.3381,1.338,-9.999999999998899e-05,-1.0,-0.007473283013226887,neutral→bull,3,1,3,bear→neutral
SHORT,1.3379,1.3373,0.000600000000000156,6.0,0.04484640107632528,neutral→bear,17,2,9,bull→neutral
LONG,1.3374,1.3374,0.0,0.0,0.0,neutral→bull,10,2,1,bear→neutral
LONG,1.3375,1.3373,-0.00019999999999997797,-2.0,-0.014953271028035736,neutral→bull,3,1,2,bear→neutral
LONG,1.3374,1.3377,0.00029999999999996696,3.0,0.02243158366980462,neutral→bull,13,5,2,bear→neutral
SHORT,1.3377,1.3376,9.999999999998899e-05,1.0,0.00747551767959849,neutral→bear,8,1,4,bull→neutral
LONG,1.3377,1.3382,0.000500000000000167,5.0,0.037377588398009046,neutral→bull,6,7,7,bear→neutral
SHORT,1.3382,1.3382,0.0,0.0,0.0,neutral→bear,8,2,3,bull→neutral
SHORT,1.3381,1.338,9.999999999998899e-05,1.0,0.007473283013226887,neutral→bear,15,2,3,bull→neutral
SHORT,1.3379,1.3383,-0.00039999999999995595,-4.0,-0.029897600717539122,neutral→bear,15,3,1,bull→neutral
