side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3372,1.3382,0.001000000000000112,10.0,0.07478312892612264,neutral→bull,12,26,2,bear→neutral
SHORT,1.3381,1.3373,0.0008000000000001339,8.0,0.05978626410583169,neutral→bear,9,1,10,bull→neutral
SHORT,1.3372,1.3375,-0.00029999999999996696,-3.0,-0.02243493867783181,neutral→bear,6,6,3,bull→neutral
LONG,1.3376,1.3388,0.0012000000000000899,12.0,0.08971291866029381,neutral→bull,7,14,1,bear→neutral
SHORT,1.3387,1.3388,-9.999999999998899e-05,-1.0,-0.007469933517590871,neutral→bear,23,2,3,bull→neutral
SHORT,1.3387,1.339,-0.00029999999999996696,-3.0,-0.022409800552772613,neutral→bear,10,2,1,bull→neutral
LONG,1.3391,1.3395,0.00039999999999995595,4.0,0.02987080875214368,neutral→bull,11,6,1,bear→neutral
SHORT,1.3394,1.3388,0.0005999999999999339,6.0,0.044796177392857545,neutral→bear,13,1,8,bull→neutral
SHORT,1.3387,1.3374,0.0013000000000000789,13.0,0.0971091357286979,neutral→bear,11,2,17,bull→neutral
LONG,1.3375,1.3379,0.000400000000000178,4.0,0.029906542056088076,neutral→bull,23,6,1,bear→neutral
LONG,1.338,1.338,0.0,0.0,0.0,neutral→bull,14,2,1,bear→neutral
SHORT,1.3379,1.3379,0.0,0.0,0.0,neutral→bear,24,2,3,bull→neutral
LONG,1.338,1.3379,-9.999999999998899e-05,-1.0,-0.00747384155455822,neutral→bull,5,1,2,bear→neutral
LONG,1.338,1.338,0.0,0.0,0.0,neutral→bull,17,2,1,bear→neutral
SHORT,1.3379,1.3375,0.000400000000000178,4.0,0.02989760071755572,neutral→bear,7,1,6,bull→neutral
LONG,1.3376,1.3374,-0.00019999999999997797,-2.0,-0.0149521531100462,neutral→bull,10,1,2,bear→neutral
SHORT,1.3373,1.3368,0.0004999999999999449,5.0,0.037388768413964324,neutral→bear,11,2,7,bull→neutral
SHORT,1.3367,1.3367,0.0,0.0,0.0,neutral→bear,21,4,8,bull→neutral
SHORT,1.3366,1.3363,0.00029999999999996696,3.0,0.02244500972616841,neutral→bear,10,1,6,bull→neutral
LONG,1.3364,1.3364,0.0,0.0,0.0,neutral→bull,9,2,1,bear→neutral
SHORT,1.3363,1.3364,-9.999999999998899e-05,-1.0,-0.0074833495472565285,neutral→bear,20,4,6,bull→neutral
LONG,1.3365,1.3366,9.999999999998899e-05,1.0,0.0074822297044511024,neutral→bull,9,3,3,bear→neutral
SHORT,1.3366,1.3368,-0.00019999999999997797,-2.0,-0.014963339817445607,neutral→bear,10,1,2,bull→neutral
LONG,1.3369,1.3375,0.0005999999999999339,6.0,0.044879946144059685,neutral→bull,6,9,3,bear→neutral
SHORT,1.3374,1.3374,0.0,0.0,0.0,neutral→bear,3,1,2,bull→neutral
LONG,1.3375,1.3375,0.0,0.0,0.0,neutral→bull,6,2,1,bear→neutral
SHORT,1.3374,1.3377,-0.00029999999999996696,-3.0,-0.02243158366980462,neutral→bear,10,2,1,bull→neutral
LONG,1.3378,1.3381,0.00029999999999996696,3.0,0.022424876663175882,neutral→bull,15,5,1,bear→neutral
SHORT,1.338,1.3377,0.000300000000000189,3.0,0.022421524663691253,neutral→bear,8,0,4,force
