side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.327,1.3271,9.999999999998899e-05,1.0,0.007535795026374453,neutral→bull,13,7,2,bear→neutral
SHORT,1.3271,1.3264,0.0006999999999999229,7.0,0.05274659030969203,neutral→bear,43,2,7,bull→neutral
LONG,1.3265,1.3275,0.0009999999999998899,10.0,0.07538635506972408,neutral→bull,12,13,7,bear→neutral
LONG,1.3277,1.3277,0.0,0.0,0.0,neutral→bull,21,5,3,bear→neutral
SHORT,1.3276,1.3277,-0.00010000000000021103,-1.0,-0.00753238927389357,neutral→bear,4,2,1,bull→neutral
SHORT,1.3276,1.3274,0.00019999999999997797,2.0,0.015064778547753689,neutral→bear,15,3,5,bull→neutral
SHORT,1.3273,1.3274,-9.999999999998899e-05,-1.0,-0.007534091765236872,neutral→bear,7,2,1,bull→neutral
SHORT,1.3273,1.3272,9.999999999998899e-05,1.0,0.007534091765236872,neutral→bear,16,1,2,bull→neutral
SHORT,1.327,1.3264,0.0005999999999999339,6.0,0.045214770158246716,neutral→bear,6,4,6,bull→neutral
SHORT,1.3263,1.3262,9.999999999998899e-05,1.0,0.007539772298875743,neutral→bear,26,1,2,bull→neutral
LONG,1.3263,1.3263,0.0,0.0,0.0,neutral→bull,8,2,1,bear→neutral
LONG,1.3264,1.3258,-0.0005999999999999339,-6.0,-0.04523522316042928,neutral→bull,22,1,2,bear→neutral
LONG,1.3259,1.3266,0.0006999999999999229,7.0,0.05279432838071671,neutral→bull,25,10,9,bear→neutral
LONG,1.3267,1.3266,-9.999999999998899e-05,-1.0,-0.007537499057811788,neutral→bull,6,2,1,bear→neutral
SHORT,1.3265,1.3263,0.00019999999999997797,2.0,0.015077271013944814,neutral→bear,10,7,10,bull→neutral
LONG,1.3262,1.326,-0.00019999999999997797,-2.0,-0.015080681646808774,neutral→bull,9,2,1,bear→neutral
SHORT,1.3259,1.3262,-0.00029999999999996696,-3.0,-0.022626140734592876,neutral→bear,7,5,3,bull→neutral
LONG,1.3262,1.3268,0.0005999999999999339,6.0,0.04524204494042632,neutral→bull,8,8,2,bear→neutral
LONG,1.327,1.3277,0.000700000000000145,7.0,0.0527505651846379,neutral→bull,5,10,3,bear→neutral
LONG,1.3278,1.3285,0.0006999999999999229,7.0,0.05271878294923353,neutral→bull,11,10,1,bear→neutral
LONG,1.3287,1.3288,9.999999999998899e-05,1.0,0.007526153383005116,neutral→bull,22,4,1,bear→neutral
LONG,1.3289,1.3293,0.00039999999999995595,4.0,0.030100082775224316,neutral→bull,48,6,1,bear→neutral
SHORT,1.3292,1.3291,9.999999999998899e-05,1.0,0.007523322299126467,neutral→bear,23,3,4,bull→neutral
SHORT,1.3289,1.329,-9.999999999998899e-05,-1.0,-0.007525020693806079,neutral→bear,18,1,2,bull→neutral
SHORT,1.3289,1.329,-9.999999999998899e-05,-1.0,-0.007525020693806079,neutral→bear,8,5,4,bull→neutral
SHORT,1.3289,1.3289,0.0,0.0,0.0,neutral→bear,17,1,2,bull→neutral
SHORT,1.3288,1.3291,-0.00029999999999996696,-3.0,-0.02257676098735453,neutral→bear,13,2,1,bull→neutral
LONG,1.3292,1.3298,0.000600000000000156,6.0,0.0451399337947755,neutral→bull,9,8,1,force
