side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3392,1.3397,0.0004999999999999449,5.0,0.037335722819589676,neutral→bull,14,8,1,bear→neutral
SHORT,1.3396,1.3395,9.999999999998899e-05,1.0,0.007464914899969318,neutral→bear,6,4,4,bull→neutral
LONG,1.3396,1.3396,0.0,0.0,0.0,neutral→bull,19,6,3,bear→neutral
LONG,1.3398,1.3406,0.0007999999999999119,8.0,0.05971040453798416,neutral→bull,14,11,5,bear→neutral
SHORT,1.3405,1.3405,0.0,0.0,0.0,neutral→bear,5,1,2,bull→neutral
SHORT,1.3404,1.3394,0.001000000000000112,10.0,0.07460459564309996,neutral→bear,13,4,13,bull→neutral
LONG,1.3394,1.3391,-0.00029999999999996696,-3.0,-0.022398088696428772,neutral→bull,7,3,3,bear→neutral
SHORT,1.339,1.3391,-9.999999999998899e-05,-1.0,-0.007468259895443539,neutral→bear,3,2,1,bull→neutral
SHORT,1.339,1.3378,0.0011999999999998678,12.0,0.08961911874532247,neutral→bear,169,4,6,bull→neutral
SHORT,1.3377,1.338,-0.000300000000000189,-3.0,-0.022426553038812067,neutral→bear,18,2,1,bull→neutral
LONG,1.3381,1.3368,-0.0013000000000000789,-13.0,-0.09715267917196613,neutral→bull,22,7,5,bear→neutral
LONG,1.3369,1.3394,0.0024999999999999467,25.0,0.18699977560026532,neutral→bull,22,28,3,bear→neutral
SHORT,1.3393,1.3393,0.0,0.0,0.0,neutral→bear,14,1,2,bull→neutral
LONG,1.3394,1.3396,0.00019999999999997797,2.0,0.014932059130952515,neutral→bull,11,5,2,bear→neutral
LONG,1.3397,1.3406,0.0009000000000001229,9.0,0.0671792192281946,neutral→bull,9,14,6,bear→neutral
SHORT,1.3405,1.3402,0.00029999999999996696,3.0,0.022379709063779705,neutral→bear,16,3,6,bull→neutral
LONG,1.3403,1.3407,0.00039999999999995595,4.0,0.029844064761617245,neutral→bull,12,6,1,bear→neutral
LONG,1.3408,1.342,0.0012000000000000899,12.0,0.08949880668258427,neutral→bull,12,14,2,bear→neutral
LONG,1.3421,1.3418,-0.00029999999999996696,-3.0,-0.022353028835404735,neutral→bull,17,1,2,bear→neutral
SHORT,1.3417,1.3417,0.0,0.0,0.0,neutral→bear,7,3,5,force
