side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3473,1.3477,0.00039999999999995595,4.0,0.0296890076449162,neutral→bull,25,11,5,bear→neutral
SHORT,1.3476,1.3477,-9.999999999998899e-05,-1.0,-0.0074205995844456064,neutral→bear,6,3,1,bull→neutral
SHORT,1.3476,1.3476,0.0,0.0,0.0,neutral→bear,6,3,4,bull→neutral
LONG,1.3477,1.3479,0.00020000000000020002,2.0,0.014840097944661276,neutral→bull,10,6,3,bear→neutral
SHORT,1.3478,1.3478,0.0,0.0,0.0,neutral→bear,16,1,2,bull→neutral
SHORT,1.3477,1.348,-0.000300000000000189,-3.0,-0.022260146916983678,neutral→bear,19,3,2,bull→neutral
LONG,1.3481,1.3483,0.00019999999999997797,2.0,0.01483569468140182,neutral→bull,20,4,1,bear→neutral
LONG,1.3484,1.3481,-0.00029999999999996696,-3.0,-0.02224859092257245,neutral→bull,18,1,2,bear→neutral
SHORT,1.348,1.3478,0.00019999999999997797,2.0,0.014836795252223884,neutral→bear,12,1,4,bull→neutral
SHORT,1.3477,1.3469,0.0007999999999999119,8.0,0.059360391778579207,neutral→bear,20,3,8,bull→neutral
LONG,1.347,1.3469,-9.999999999998899e-05,-1.0,-0.007423904974015515,neutral→bull,5,1,2,bear→neutral
LONG,1.347,1.3477,0.0006999999999999229,7.0,0.051967334818108606,neutral→bull,4,10,2,bear→neutral
SHORT,1.3476,1.3476,0.0,0.0,0.0,neutral→bear,19,2,3,bull→neutral
SHORT,1.3475,1.3478,-0.000300000000000189,-3.0,-0.022263450834893433,neutral→bear,31,2,1,bull→neutral
LONG,1.3479,1.3485,0.0005999999999999339,6.0,0.0445136879590425,neutral→bull,11,9,3,bear→neutral
SHORT,1.3484,1.3482,0.00019999999999997797,2.0,0.014832393948381635,neutral→bear,14,1,4,bull→neutral
LONG,1.3483,1.3489,0.0005999999999999339,6.0,0.044500482088551056,neutral→bull,32,8,1,bear→neutral
LONG,1.349,1.349,0.0,0.0,0.0,neutral→bull,12,2,1,bear→neutral
SHORT,1.3489,1.3489,0.0,0.0,0.0,neutral→bear,15,1,2,bull→neutral
LONG,1.349,1.3491,9.999999999998899e-05,1.0,0.007412898443290511,neutral→bull,3,5,4,bear→neutral
SHORT,1.349,1.3482,0.0007999999999999119,8.0,0.05930318754632409,neutral→bear,27,2,11,bull→neutral
LONG,1.3483,1.348,-0.00029999999999996696,-3.0,-0.022250241044275528,neutral→bull,21,1,3,bear→neutral
SHORT,1.3479,1.3479,0.0,0.0,0.0,neutral→bear,5,4,5,bull→neutral
LONG,1.348,1.3481,9.999999999998899e-05,1.0,0.007418397626111942,neutral→bull,21,4,3,bear→neutral
SHORT,1.348,1.3478,0.00019999999999997797,2.0,0.014836795252223884,neutral→bear,3,2,5,bull→neutral
SHORT,1.3477,1.3475,0.00019999999999997797,2.0,0.014840097944644802,neutral→bear,20,1,4,bull→neutral
LONG,1.3476,1.3478,0.00020000000000020002,2.0,0.01484119916890769,neutral→bull,15,4,2,bear→neutral
LONG,1.348,1.3479,-9.999999999998899e-05,-1.0,-0.007418397626111942,neutral→bull,23,6,4,bear→neutral
SHORT,1.3478,1.3478,0.0,0.0,0.0,neutral→bear,14,1,2,bull→neutral
LONG,1.3479,1.3476,-0.000300000000000189,-3.0,-0.022256843979537724,neutral→bull,8,1,2,bear→neutral
SHORT,1.3475,1.3474,9.999999999998899e-05,1.0,0.007421150278292319,neutral→bear,6,4,5,force
