side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3262,1.3267,0.0004999999999999449,5.0,0.037701704117021936,neutral→bull,12,10,5,bear→neutral
LONG,1.3269,1.3272,0.00029999999999996696,3.0,0.022609088853716704,neutral→bull,12,5,2,bear→neutral
SHORT,1.327,1.3267,0.00029999999999996696,3.0,0.022607385079123358,neutral→bear,16,2,4,bull→neutral
SHORT,1.3266,1.3267,-9.999999999998899e-05,-1.0,-0.007538067239558947,neutral→bear,4,3,3,bull→neutral
SHORT,1.3266,1.3264,0.00019999999999997797,2.0,0.015076134479117894,neutral→bear,14,2,4,bull→neutral
LONG,1.3265,1.3265,0.0,0.0,0.0,neutral→bull,7,2,1,bear→neutral
LONG,1.3266,1.3265,-9.999999999998899e-05,-1.0,-0.007538067239558947,neutral→bull,8,2,1,bear→neutral
LONG,1.3266,1.3262,-0.00039999999999995595,-4.0,-0.03015226895823579,neutral→bull,7,4,4,bear→neutral
SHORT,1.3261,1.3259,0.00019999999999997797,2.0,0.015081818867353743,neutral→bear,12,4,5,bull→neutral
LONG,1.326,1.3264,0.00039999999999995595,4.0,0.030165912518850372,neutral→bull,20,8,3,bear→neutral
SHORT,1.3263,1.3263,0.0,0.0,0.0,neutral→bear,9,2,4,bull→neutral
LONG,1.3264,1.3263,-9.999999999998899e-05,-1.0,-0.0075392038600715465,neutral→bull,8,1,2,bear→neutral
LONG,1.3265,1.3265,0.0,0.0,0.0,neutral→bull,17,2,1,bear→neutral
LONG,1.3267,1.3272,0.0004999999999999449,5.0,0.03768749528905894,neutral→bull,21,14,13,bear→neutral
SHORT,1.3272,1.3259,0.0012999999999998568,13.0,0.09795057263410616,neutral→bear,15,6,18,bull→neutral
SHORT,1.3258,1.3243,0.0015000000000000568,15.0,0.11313923668728743,neutral→bear,10,4,22,bull→neutral
SHORT,1.3242,1.3234,0.0008000000000001339,8.0,0.060413834768172026,neutral→bear,13,2,11,bull→neutral
LONG,1.3235,1.3235,0.0,0.0,0.0,neutral→bull,11,3,2,bear→neutral
SHORT,1.3234,1.3222,0.0011999999999998678,12.0,0.09067553271874475,neutral→bear,14,1,6,bull→neutral
LONG,1.3223,1.3219,-0.00039999999999995595,-4.0,-0.030250321409661645,neutral→bull,38,3,0,force
