side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3224,1.3222,-0.00019999999999997797,-2.0,-0.015124016938897306,neutral→bull,3,2,1,bear→neutral
LONG,1.3223,1.323,0.0006999999999999229,7.0,0.05293806246690788,neutral→bull,7,14,6,bear→neutral
SHORT,1.3229,1.3231,-0.00019999999999997797,-2.0,-0.015118300702999316,neutral→bear,27,2,1,bull→neutral
SHORT,1.323,1.323,0.0,0.0,0.0,neutral→bear,19,1,2,bull→neutral
SHORT,1.3229,1.3228,9.999999999998899e-05,1.0,0.007559150351499658,neutral→bear,14,4,4,bull→neutral
SHORT,1.3227,1.3229,-0.00019999999999997797,-2.0,-0.01512058667876147,neutral→bear,6,2,1,bull→neutral
LONG,1.323,1.3231,9.999999999998899e-05,1.0,0.007558578987149583,neutral→bull,3,5,4,bear→neutral
LONG,1.3232,1.3234,0.00019999999999997797,2.0,0.01511487303506484,neutral→bull,23,5,3,bear→neutral
SHORT,1.3233,1.3233,0.0,0.0,0.0,neutral→bear,15,2,2,bull→neutral
LONG,1.3233,1.3235,0.00019999999999997797,2.0,0.015113730824452352,neutral→bull,17,5,3,bear→neutral
LONG,1.3236,1.3233,-0.000300000000000189,-3.0,-0.022665457842262694,neutral→bull,37,1,2,bear→neutral
SHORT,1.3232,1.3233,-9.999999999998899e-05,-1.0,-0.00755743651753242,neutral→bear,9,3,4,bull→neutral
LONG,1.3234,1.3237,0.000300000000000189,3.0,0.022668883179702965,neutral→bull,15,7,5,bear→neutral
LONG,1.3238,1.3237,-9.999999999998899e-05,-1.0,-0.007554011179935714,neutral→bull,5,4,5,bear→neutral
SHORT,1.3236,1.3234,0.00020000000000020002,2.0,0.01511030522818072,neutral→bear,20,1,4,bull→neutral
SHORT,1.3233,1.3231,0.00019999999999997797,2.0,0.015113730824452352,neutral→bear,15,2,5,bull→neutral
SHORT,1.323,1.3229,9.999999999998899e-05,1.0,0.007558578987149583,neutral→bear,3,2,7,bull→neutral
SHORT,1.3228,1.3226,0.00019999999999997797,2.0,0.015119443604473691,neutral→bear,21,3,6,bull→neutral
LONG,1.3227,1.3227,0.0,0.0,0.0,neutral→bull,11,2,1,bear→neutral
LONG,1.3229,1.3234,0.0004999999999999449,5.0,0.037795751757498296,neutral→bull,15,7,4,bear→neutral
SHORT,1.3233,1.3233,0.0,0.0,0.0,neutral→bear,19,1,2,bull→neutral
SHORT,1.3232,1.3235,-0.00029999999999996696,-3.0,-0.02267230955259726,neutral→bear,18,3,1,bull→neutral
LONG,1.3236,1.3237,9.999999999998899e-05,1.0,0.007555152614081973,neutral→bull,6,4,3,bear→neutral
LONG,1.3239,1.3239,0.0,0.0,0.0,neutral→bull,10,2,1,bear→neutral
SHORT,1.3238,1.3227,0.001100000000000101,11.0,0.08309412297930963,neutral→bear,10,2,13,bull→neutral
SHORT,1.3226,1.3218,0.0007999999999999119,8.0,0.060486919703607436,neutral→bear,10,1,10,bull→neutral
LONG,1.3219,1.3227,0.0007999999999999119,8.0,0.060518949996210894,neutral→bull,5,15,7,bear→neutral
LONG,1.3228,1.3225,-0.00029999999999996696,-3.0,-0.022679165406710534,neutral→bull,22,1,2,bear→neutral
SHORT,1.3224,1.3224,0.0,0.0,0.0,neutral→bear,13,1,2,bull→neutral
LONG,1.3225,1.3228,0.00029999999999996696,3.0,0.02268431001890109,neutral→bull,16,8,3,bear→neutral
LONG,1.3229,1.3236,0.000700000000000145,7.0,0.052914052460514394,neutral→bull,6,10,3,bear→neutral
SHORT,1.3235,1.3236,-0.00010000000000021103,-1.0,-0.00755572346053729,neutral→bear,4,2,2,bull→neutral
LONG,1.3237,1.3236,-9.999999999998899e-05,-1.0,-0.007554581853893555,neutral→bull,25,3,2,bear→neutral
SHORT,1.3235,1.3235,0.0,0.0,0.0,neutral→bear,12,1,2,bull→neutral
SHORT,1.3233,1.3231,0.00019999999999997797,2.0,0.015113730824452352,neutral→bear,0,0,2,force
