side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3304,1.3302,-0.00019999999999997797,-2.0,-0.015033072760070503,neutral→bull,15,9,2,bear→neutral
LONG,1.3303,1.33,-0.00029999999999996696,-3.0,-0.022551304217091405,neutral→bull,14,1,2,bear→neutral
SHORT,1.3299,1.3297,0.00019999999999997797,2.0,0.015038724716142414,neutral→bear,9,1,4,bull→neutral
LONG,1.3298,1.3297,-9.999999999998899e-05,-1.0,-0.007519927808692209,neutral→bull,8,4,4,bear→neutral
SHORT,1.3296,1.3291,0.0004999999999999449,5.0,0.03760529482550729,neutral→bear,113,3,3,bull→neutral
LONG,1.3292,1.3302,0.001000000000000112,10.0,0.07523322299128136,neutral→bull,16,16,7,bear→neutral
LONG,1.3303,1.3304,9.999999999998899e-05,1.0,0.007517101405697134,neutral→bull,30,4,2,bear→neutral
SHORT,1.3303,1.3294,0.0009000000000001229,9.0,0.0676539126512909,neutral→bear,12,6,14,bull→neutral
SHORT,1.3293,1.3291,0.00019999999999997797,2.0,0.015045512675842773,neutral→bear,35,1,2,bull→neutral
SHORT,1.329,1.3292,-0.00019999999999997797,-2.0,-0.015048908954099171,neutral→bear,18,3,1,bull→neutral
LONG,1.3292,1.3289,-0.00029999999999996696,-3.0,-0.0225699668973794,neutral→bull,16,1,2,bear→neutral
SHORT,1.3288,1.3291,-0.00029999999999996696,-3.0,-0.02257676098735453,neutral→bear,4,2,3,bull→neutral
LONG,1.3292,1.329,-0.00019999999999997797,-2.0,-0.015046644598252935,neutral→bull,10,1,2,bear→neutral
SHORT,1.3289,1.3287,0.00019999999999997797,2.0,0.015050041387612158,neutral→bear,10,1,4,bull→neutral
SHORT,1.3286,1.3289,-0.00029999999999996696,-3.0,-0.02258015956645845,neutral→bear,18,3,1,bull→neutral
SHORT,1.3288,1.3278,0.0009999999999998899,10.0,0.07525586995784843,neutral→bear,80,3,7,bull→neutral
LONG,1.3279,1.3276,-0.000300000000000189,-3.0,-0.02259206265533466,neutral→bull,11,13,2,bear→neutral
LONG,1.3277,1.3279,0.00019999999999997797,2.0,0.015063643895456651,neutral→bull,11,4,1,bear→neutral
SHORT,1.3278,1.3278,0.0,0.0,0.0,neutral→bear,15,2,2,bull→neutral
SHORT,1.3277,1.3279,-0.00019999999999997797,-2.0,-0.015063643895456651,neutral→bear,4,1,2,bull→neutral
LONG,1.328,1.3279,-9.999999999998899e-05,-1.0,-0.007530120481926881,neutral→bull,7,2,2,bear→neutral
LONG,1.328,1.3278,-0.00019999999999997797,-2.0,-0.015060240963853761,neutral→bull,3,2,2,bear→neutral
LONG,1.3279,1.3283,0.00039999999999995595,4.0,0.030122750207090588,neutral→bull,12,9,5,bear→neutral
SHORT,1.3282,1.3284,-0.00019999999999997797,-2.0,-0.015057973196806051,neutral→bear,5,2,1,bull→neutral
LONG,1.3285,1.3282,-0.00029999999999996696,-3.0,-0.022581859239741583,neutral→bull,14,5,6,bear→neutral
SHORT,1.3281,1.328,9.999999999998899e-05,1.0,0.0075295534974767694,neutral→bear,31,0,2,force
