side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
SHORT,1.3351,1.3354,-0.00029999999999996696,-3.0,-0.022470226949289716,neutral→bear,24,3,1,bull→neutral
LONG,1.3354,1.3353,-9.999999999998899e-05,-1.0,-0.007488392990863337,neutral→bull,19,3,2,bear→neutral
SHORT,1.3353,1.3354,-9.999999999998899e-05,-1.0,-0.007488953793154272,neutral→bear,11,1,2,bull→neutral
LONG,1.3354,1.3358,0.000400000000000178,4.0,0.029953571963469972,neutral→bull,26,7,2,bear→neutral
SHORT,1.3358,1.3357,9.999999999998899e-05,1.0,0.007486150621349677,neutral→bear,17,3,5,bull→neutral
LONG,1.3357,1.3365,0.0007999999999999119,8.0,0.05989368870254637,neutral→bull,31,11,2,bear→neutral
SHORT,1.3365,1.3369,-0.00039999999999995595,-4.0,-0.02992891881780441,neutral→bear,12,4,3,bull→neutral
LONG,1.3369,1.3371,0.00019999999999997797,2.0,0.014959982048019895,neutral→bull,11,4,1,bear→neutral
SHORT,1.3371,1.3371,0.0,0.0,0.0,neutral→bear,13,1,2,bull→neutral
LONG,1.3371,1.337,-9.999999999998899e-05,-1.0,-0.007478872186073517,neutral→bull,11,2,1,bear→neutral
SHORT,1.337,1.337,0.0,0.0,0.0,neutral→bear,16,1,4,bull→neutral
LONG,1.337,1.3378,0.0008000000000001339,8.0,0.05983545250561959,neutral→bull,14,11,2,bear→neutral
SHORT,1.3378,1.3378,0.0,0.0,0.0,neutral→bear,25,2,3,bull→neutral
LONG,1.3378,1.3379,9.999999999998899e-05,1.0,0.007474958887725294,neutral→bull,19,5,3,bear→neutral
SHORT,1.3379,1.3381,-0.00019999999999997797,-2.0,-0.014948800358769561,neutral→bear,15,2,1,bull→neutral
LONG,1.3381,1.3379,-0.00019999999999997797,-2.0,-0.014946566026453775,neutral→bull,29,4,5,bear→neutral
SHORT,1.3379,1.3371,0.0008000000000001339,8.0,0.05979520143509484,neutral→bear,18,4,15,bull→neutral
LONG,1.3371,1.3377,0.0005999999999999339,6.0,0.0448732331164411,neutral→bull,25,12,3,bear→neutral
SHORT,1.3377,1.3378,-0.00010000000000021103,-1.0,-0.007475517679615089,neutral→bear,51,2,2,bull→neutral
LONG,1.3378,1.3379,9.999999999998899e-05,1.0,0.007474958887725294,neutral→bull,15,4,1,bear→neutral
SHORT,1.3379,1.338,-9.999999999998899e-05,-1.0,-0.0074744001793847804,neutral→bear,20,3,3,bull→neutral
LONG,1.338,1.338,0.0,0.0,0.0,neutral→bull,28,3,3,bear→neutral
SHORT,1.338,1.3379,9.999999999998899e-05,1.0,0.00747384155455822,neutral→bear,11,3,4,bull→neutral
LONG,1.3379,1.3385,0.0005999999999999339,6.0,0.04484640107630868,neutral→bull,11,10,3,bear→neutral
SHORT,1.3385,1.3362,0.0022999999999999687,23.0,0.17183414269704658,neutral→bear,18,3,27,bull→neutral
LONG,1.3362,1.336,-0.00019999999999997797,-2.0,-0.01496781918874255,neutral→bull,21,4,5,bear→neutral
SHORT,1.336,1.336,0.0,0.0,0.0,neutral→bear,21,3,3,bull→neutral
LONG,1.336,1.336,0.0,0.0,0.0,neutral→bull,11,2,1,bear→neutral
SHORT,1.336,1.3359,9.999999999998899e-05,1.0,0.007485029940118935,neutral→bear,0,0,3,force
