side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3383,1.3378,-0.0004999999999999449,-5.0,-0.03736083090487521,neutral→bull,34,5,2,bear→neutral
SHORT,1.3378,1.3378,0.0,0.0,0.0,neutral→bear,10,1,2,bull→neutral
LONG,1.3378,1.3373,-0.000500000000000167,-5.0,-0.03737479443864307,neutral→bull,14,12,4,bear→neutral
SHORT,1.3373,1.3374,-9.999999999998899e-05,-1.0,-0.007477753682792866,neutral→bear,69,2,1,bull→neutral
LONG,1.3374,1.338,0.000600000000000156,6.0,0.044863167339625844,neutral→bull,13,9,2,bear→neutral
SHORT,1.338,1.3384,-0.00039999999999995595,-4.0,-0.02989536621823288,neutral→bear,13,4,1,bull→neutral
LONG,1.3384,1.3384,0.0,0.0,0.0,neutral→bull,13,6,4,bear→neutral
SHORT,1.3384,1.3384,0.0,0.0,0.0,neutral→bear,51,2,2,bull→neutral
LONG,1.3384,1.3385,9.999999999998899e-05,1.0,0.0074716078900171085,neutral→bull,10,3,4,bear→neutral
SHORT,1.3385,1.3387,-0.00019999999999997797,-2.0,-0.014942099364959131,neutral→bear,31,2,1,bull→neutral
LONG,1.3387,1.3391,0.00039999999999995595,4.0,0.029879734070363484,neutral→bull,14,7,2,bear→neutral
SHORT,1.3391,1.3389,0.00019999999999997797,2.0,0.01493540437607184,neutral→bear,13,1,4,bull→neutral
LONG,1.3389,1.3388,-9.999999999998899e-05,-1.0,-0.007468817686159458,neutral→bull,12,4,3,bear→neutral
SHORT,1.3388,1.3386,0.00019999999999997797,2.0,0.014938751120404688,neutral→bear,21,2,5,bull→neutral
LONG,1.3386,1.339,0.00039999999999995595,4.0,0.029881966233374864,neutral→bull,32,6,2,bear→neutral
SHORT,1.339,1.339,0.0,0.0,0.0,neutral→bear,10,2,2,bull→neutral
LONG,1.339,1.3394,0.00039999999999995595,4.0,0.029873039581774157,neutral→bull,44,9,4,bear→neutral
SHORT,1.3394,1.3391,0.00029999999999996696,3.0,0.022398088696428772,neutral→bear,33,3,6,bull→neutral
LONG,1.3391,1.3391,0.0,0.0,0.0,neutral→bull,16,2,1,bear→neutral
SHORT,1.3391,1.3392,-9.999999999998899e-05,-1.0,-0.00746770218803592,neutral→bear,18,3,1,bull→neutral
LONG,1.3392,1.339,-0.00019999999999997797,-2.0,-0.014934289127835872,neutral→bull,43,2,1,bear→neutral
SHORT,1.339,1.339,0.0,0.0,0.0,neutral→bear,14,2,2,bull→neutral
LONG,1.339,1.3397,0.0006999999999999229,7.0,0.05227781926810478,neutral→bull,12,14,7,bear→neutral
SHORT,1.3397,1.3394,0.00029999999999996696,3.0,0.02239307307605934,neutral→bear,15,6,9,bull→neutral
LONG,1.3394,1.3398,0.000400000000000178,4.0,0.029864118261921608,neutral→bull,18,10,2,bear→neutral
SHORT,1.3398,1.3397,0.00010000000000021103,1.0,0.007463800567264593,neutral→bear,19,4,7,bull→neutral
LONG,1.3397,1.3401,0.000400000000000178,4.0,0.029857430768095695,neutral→bull,14,6,1,bear→neutral
SHORT,1.3401,1.3399,0.00019999999999997797,2.0,0.014924259383626444,neutral→bear,10,1,4,bull→neutral
LONG,1.3399,1.3396,-0.000300000000000189,-3.0,-0.02238973057692283,neutral→bull,27,4,3,bear→neutral
SHORT,1.3396,1.3398,-0.00020000000000020002,-2.0,-0.014929829799955214,neutral→bear,14,2,1,bull→neutral
LONG,1.3398,1.34,0.00019999999999997797,2.0,0.01492760113449604,neutral→bull,2,3,0,force
