side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3282,1.3294,0.0011999999999998678,12.0,0.0903478391808363,neutral→bull,32,17,2,bear→neutral
SHORT,1.3294,1.3296,-0.00019999999999997797,-2.0,-0.015044380923723332,neutral→bear,15,4,3,bull→neutral
LONG,1.3296,1.3295,-9.999999999998899e-05,-1.0,-0.0075210589651014586,neutral→bull,14,2,7,bear→neutral
SHORT,1.3295,1.3293,0.00019999999999997797,2.0,0.015043249341856186,neutral→bear,14,3,4,bull→neutral
LONG,1.3293,1.3294,9.999999999998899e-05,1.0,0.007522756337921386,neutral→bull,13,4,1,bear→neutral
SHORT,1.3294,1.3287,0.0006999999999999229,7.0,0.05265533323303166,neutral→bear,16,5,15,bull→neutral
LONG,1.3287,1.3295,0.0007999999999999119,8.0,0.06020922706404093,neutral→bull,18,10,3,bear→neutral
SHORT,1.3295,1.3298,-0.000300000000000189,-3.0,-0.02256487401280098,neutral→bear,35,3,1,bull→neutral
LONG,1.3298,1.3299,9.999999999998899e-05,1.0,0.007519927808692209,neutral→bull,16,3,1,bear→neutral
SHORT,1.3299,1.3277,0.0021999999999999797,22.0,0.16542597187758323,neutral→bear,21,9,31,bull→neutral
LONG,1.3277,1.3276,-0.00010000000000021103,-1.0,-0.007531821947745049,neutral→bull,16,1,2,bear→neutral
SHORT,1.3276,1.3276,0.0,0.0,0.0,neutral→bear,16,2,2,bull→neutral
LONG,1.3276,1.3282,0.000600000000000156,6.0,0.045194335643277794,neutral→bull,11,10,4,bear→neutral
SHORT,1.3282,1.3282,0.0,0.0,0.0,neutral→bear,21,1,2,bull→neutral
LONG,1.3282,1.3279,-0.00029999999999996696,-3.0,-0.022586959795209076,neutral→bull,16,1,3,bear→neutral
SHORT,1.3279,1.3275,0.000400000000000178,4.0,0.030122750207107307,neutral→bear,46,1,7,bull→neutral
LONG,1.3275,1.3282,0.000700000000000145,7.0,0.05273069679850433,neutral→bull,23,8,8,force
