side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3412,1.3414,0.00019999999999997797,2.0,0.01491201908738279,neutral→bull,16,10,1,bear→neutral
SHORT,1.3414,1.3414,0.0,0.0,0.0,neutral→bear,11,2,4,bull→neutral
LONG,1.3414,1.3414,0.0,0.0,0.0,neutral→bull,14,3,2,bear→neutral
SHORT,1.3414,1.3415,-9.999999999998899e-05,-1.0,-0.007454897867898389,neutral→bear,23,3,5,bull→neutral
LONG,1.3415,1.3414,-9.999999999998899e-05,-1.0,-0.007454342154304062,neutral→bull,10,2,4,bear→neutral
SHORT,1.3414,1.3415,-9.999999999998899e-05,-1.0,-0.007454897867898389,neutral→bear,19,2,4,bull→neutral
LONG,1.3415,1.3413,-0.00019999999999997797,-2.0,-0.014908684308608124,neutral→bull,10,1,2,bear→neutral
SHORT,1.3413,1.3405,0.0007999999999999119,8.0,0.05964362931483724,neutral→bear,13,4,12,bull→neutral
LONG,1.3405,1.3403,-0.00019999999999997797,-2.0,-0.014919806042519804,neutral→bull,13,5,4,bear→neutral
SHORT,1.3403,1.3405,-0.00019999999999997797,-2.0,-0.014922032380808622,neutral→bear,23,3,2,bull→neutral
LONG,1.3405,1.3408,0.00029999999999996696,3.0,0.022379709063779705,neutral→bull,16,14,9,bear→neutral
SHORT,1.3408,1.3405,0.00029999999999996696,3.0,0.022374701670641928,neutral→bear,13,3,6,bull→neutral
LONG,1.3405,1.3411,0.0005999999999999339,6.0,0.04475941812755941,neutral→bull,19,8,1,bear→neutral
SHORT,1.3411,1.3414,-0.00029999999999996696,-3.0,-0.022369696517781448,neutral→bear,21,4,2,bull→neutral
LONG,1.3414,1.3416,0.00019999999999997797,2.0,0.014909795735796778,neutral→bull,12,4,3,bear→neutral
SHORT,1.3416,1.3419,-0.000300000000000189,-3.0,-0.022361359570675986,neutral→bear,55,4,2,bull→neutral
LONG,1.3419,1.342,9.999999999998899e-05,1.0,0.007452120128175645,neutral→bull,14,4,3,bear→neutral
SHORT,1.342,1.3415,0.000500000000000167,5.0,0.037257824143082485,neutral→bear,15,3,7,bull→neutral
LONG,1.3415,1.3412,-0.00029999999999996696,-3.0,-0.022363026462912185,neutral→bull,28,1,3,bear→neutral
SHORT,1.3412,1.341,0.00019999999999997797,2.0,0.01491201908738279,neutral→bear,27,3,7,bull→neutral
LONG,1.341,1.341,0.0,0.0,0.0,neutral→bull,16,2,1,bear→neutral
SHORT,1.341,1.3406,0.00039999999999995595,4.0,0.029828486204321845,neutral→bear,11,4,8,bull→neutral
LONG,1.3406,1.341,0.00039999999999995595,4.0,0.029837386244961656,neutral→bull,13,7,4,bear→neutral
SHORT,1.341,1.3406,0.00039999999999995595,4.0,0.029828486204321845,neutral→bear,17,2,6,bull→neutral
LONG,1.3406,1.3405,-9.999999999998899e-05,-1.0,-0.007459346561240414,neutral→bull,12,1,0,force
