side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3418,1.3416,-0.00020000000000020002,-2.0,-0.01490535102103145,neutral→bull,21,4,1,bear→neutral
SHORT,1.3416,1.3419,-0.000300000000000189,-3.0,-0.022361359570675986,neutral→bear,16,3,3,bull→neutral
LONG,1.3419,1.3416,-0.000300000000000189,-3.0,-0.022356360384543483,neutral→bull,14,1,2,bear→neutral
SHORT,1.3416,1.3416,0.0,0.0,0.0,neutral→bear,29,2,3,bull→neutral
LONG,1.3416,1.3417,9.999999999998899e-05,1.0,0.007453786523553145,neutral→bull,16,3,2,bear→neutral
SHORT,1.3417,1.3418,-0.00010000000000021103,-1.0,-0.007453230975643665,neutral→bear,19,3,3,bull→neutral
LONG,1.3418,1.3418,0.0,0.0,0.0,neutral→bull,14,2,1,bear→neutral
SHORT,1.3418,1.3408,0.001000000000000112,10.0,0.07452675510509106,neutral→bear,18,8,12,bull→neutral
LONG,1.3408,1.3424,0.0016000000000000458,16.0,0.11933174224344016,neutral→bull,18,19,3,bear→neutral
SHORT,1.3424,1.3421,0.00029999999999996696,3.0,0.022348033373060707,neutral→bear,18,1,5,bull→neutral
LONG,1.3421,1.3424,0.00029999999999996696,3.0,0.022353028835404735,neutral→bull,15,6,1,bear→neutral
SHORT,1.3424,1.3417,0.000700000000000145,7.0,0.05214541120382486,neutral→bear,10,2,11,bull→neutral
LONG,1.3417,1.3417,0.0,0.0,0.0,neutral→bull,10,2,1,bear→neutral
SHORT,1.3417,1.3403,0.0013999999999998458,14.0,0.10434523365877961,neutral→bear,87,2,11,bull→neutral
LONG,1.3403,1.3404,9.999999999998899e-05,1.0,0.007461016190404311,neutral→bull,10,4,1,bear→neutral
SHORT,1.3404,1.3401,0.00029999999999996696,3.0,0.022381378692925016,neutral→bear,27,2,3,bull→neutral
LONG,1.3401,1.3407,0.0005999999999999339,6.0,0.04477277815087933,neutral→bull,10,8,2,bear→neutral
SHORT,1.3407,1.3405,0.00019999999999997797,2.0,0.014917580368462592,neutral→bear,18,2,6,bull→neutral
LONG,1.3405,1.3404,-9.999999999998899e-05,-1.0,-0.007459903021259902,neutral→bull,12,4,3,bear→neutral
SHORT,1.3404,1.34,0.00039999999999995595,4.0,0.029841838257233355,neutral→bear,28,3,8,bull→neutral
LONG,1.34,1.3398,-0.00019999999999997797,-2.0,-0.014925373134326713,neutral→bull,38,2,2,bear→neutral
SHORT,1.3398,1.3396,0.00020000000000020002,2.0,0.014927601134512615,neutral→bear,99,2,1,bull→neutral
LONG,1.3396,1.3401,0.000500000000000167,5.0,0.03732457449986317,neutral→bull,14,11,4,bear→neutral
SHORT,1.3401,1.3392,0.0009000000000001229,9.0,0.06715916722633555,neutral→bear,20,2,8,bull→neutral
LONG,1.3392,1.3387,-0.0004999999999999449,-5.0,-0.037335722819589676,neutral→bull,14,6,0,force
