side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3384,1.338,-0.00039999999999995595,-4.0,-0.029886431560068434,neutral→bull,42,7,3,bear→neutral
SHORT,1.338,1.3378,0.00019999999999997797,2.0,0.01494768310911644,neutral→bear,12,2,4,bull→neutral
LONG,1.3378,1.3378,0.0,0.0,0.0,neutral→bull,11,3,2,bear→neutral
SHORT,1.3378,1.3379,-9.999999999998899e-05,-1.0,-0.007474958887725294,neutral→bear,12,9,4,bull→neutral
LONG,1.3379,1.3379,0.0,0.0,0.0,neutral→bull,23,6,7,bear→neutral
SHORT,1.3379,1.338,-9.999999999998899e-05,-1.0,-0.0074744001793847804,neutral→bear,32,2,6,bull→neutral
LONG,1.338,1.3379,-9.999999999998899e-05,-1.0,-0.00747384155455822,neutral→bull,15,3,3,bear→neutral
SHORT,1.3379,1.3377,0.00020000000000020002,2.0,0.014948800358786157,neutral→bear,28,1,4,bull→neutral
LONG,1.3377,1.3382,0.000500000000000167,5.0,0.037377588398009046,neutral→bull,32,8,3,bear→neutral
SHORT,1.3382,1.3385,-0.00029999999999996696,-3.0,-0.022418173666116196,neutral→bear,28,3,1,bull→neutral
LONG,1.3385,1.339,0.0004999999999999449,5.0,0.03735524841239783,neutral→bull,14,9,4,bear→neutral
SHORT,1.339,1.3386,0.00039999999999995595,4.0,0.029873039581774157,neutral→bear,12,1,6,bull→neutral
LONG,1.3386,1.3383,-0.00029999999999996696,-3.0,-0.02241147467503115,neutral→bull,17,2,3,bear→neutral
SHORT,1.3383,1.3381,0.00019999999999997797,2.0,0.014944332361950082,neutral→bear,14,3,4,bull→neutral
LONG,1.3381,1.3397,0.0015999999999998238,16.0,0.1195725282116302,neutral→bull,11,28,9,bear→neutral
SHORT,1.3397,1.3411,-0.0014000000000000679,-14.0,-0.1045010076882935,neutral→bear,10,8,4,bull→neutral
LONG,1.3411,1.3427,0.0016000000000000458,16.0,0.11930504809485093,neutral→bull,15,18,18,bear→neutral
SHORT,1.3427,1.343,-0.00029999999999996696,-3.0,-0.022343040142992994,neutral→bear,25,4,6,bull→neutral
LONG,1.343,1.343,0.0,0.0,0.0,neutral→bull,31,3,2,bear→neutral
SHORT,1.343,1.3431,-9.999999999998899e-05,-1.0,-0.007446016381235219,neutral→bear,10,1,2,bull→neutral
LONG,1.3431,1.3428,-0.00029999999999996696,-3.0,-0.02233638597274715,neutral→bull,35,4,3,bear→neutral
SHORT,1.3428,1.343,-0.00019999999999997797,-2.0,-0.014894250819182156,neutral→bear,58,2,1,bull→neutral
LONG,1.343,1.3427,-0.00029999999999996696,-3.0,-0.022338049143705657,neutral→bull,21,2,4,bear→neutral
SHORT,1.3427,1.3428,-9.999999999998899e-05,-1.0,-0.0074476800476643325,neutral→bear,19,3,3,bull→neutral
LONG,1.3428,1.3428,0.0,0.0,0.0,neutral→bull,27,2,2,bear→neutral
SHORT,1.3428,1.3431,-0.00029999999999996696,-3.0,-0.022341376228773233,neutral→bear,34,2,1,bull→neutral
LONG,1.3431,1.3435,0.00039999999999995595,4.0,0.02978184796366287,neutral→bull,12,10,4,bear→neutral
SHORT,1.3435,1.3438,-0.000300000000000189,-3.0,-0.02232973576480752,neutral→bear,12,3,1,bull→neutral
LONG,1.3438,1.3437,-0.00010000000000021103,-1.0,-0.007441583568999183,neutral→bull,17,4,6,bear→neutral
SHORT,1.3437,1.3437,0.0,0.0,0.0,neutral→bear,39,0,1,force
