side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3186,1.3179,-0.0006999999999999229,-7.0,-0.053086607007426276,neutral→bull,28,2,1,bear→neutral
SHORT,1.3179,1.3177,0.00019999999999997797,2.0,0.015175658244174668,neutral→bear,12,3,6,bull→neutral
LONG,1.3177,1.318,0.00029999999999996696,3.0,0.02276694239963322,neutral→bull,22,6,3,bear→neutral
SHORT,1.318,1.3172,0.0008000000000001339,8.0,0.06069802731412245,neutral→bear,53,4,8,bull→neutral
LONG,1.3172,1.3172,0.0,0.0,0.0,neutral→bull,13,2,1,bear→neutral
SHORT,1.3172,1.3172,0.0,0.0,0.0,neutral→bear,14,2,1,bull→neutral
LONG,1.3172,1.3165,-0.0006999999999999229,-7.0,-0.053143030671114706,neutral→bull,12,12,3,bear→neutral
SHORT,1.3165,1.3157,0.0007999999999999119,8.0,0.06076718571970466,neutral→bear,130,2,1,bull→neutral
LONG,1.3157,1.3181,0.0023999999999999577,24.0,0.18241240404347173,neutral→bull,14,33,5,bear→neutral
SHORT,1.3181,1.3184,-0.00029999999999996696,-3.0,-0.022760033381379784,neutral→bear,19,2,1,bull→neutral
LONG,1.3184,1.3188,0.00039999999999995595,4.0,0.030339805825239378,neutral→bull,12,6,1,bear→neutral
SHORT,1.3188,1.319,-0.00019999999999997797,-2.0,-0.015165301789503942,neutral→bear,30,2,1,bull→neutral
LONG,1.319,1.319,0.0,0.0,0.0,neutral→bull,16,2,1,bear→neutral
SHORT,1.319,1.3194,-0.00039999999999995595,-4.0,-0.030326004548897344,neutral→bear,20,4,1,bull→neutral
LONG,1.3194,1.3192,-0.00019999999999997797,-2.0,-0.015158405335757009,neutral→bull,19,6,8,bear→neutral
SHORT,1.3192,1.3185,0.0006999999999999229,7.0,0.05306246209823552,neutral→bear,11,2,10,bull→neutral
LONG,1.3185,1.3193,0.0007999999999999119,8.0,0.060675009480463546,neutral→bull,10,11,2,bear→neutral
SHORT,1.3193,1.319,0.00029999999999996696,3.0,0.022739331463652465,neutral→bear,12,2,7,bull→neutral
LONG,1.319,1.3189,-9.999999999998899e-05,-1.0,-0.007581501137224336,neutral→bull,14,3,5,bear→neutral
SHORT,1.3189,1.3183,0.0005999999999999339,6.0,0.04549245583440245,neutral→bear,16,2,10,bull→neutral
LONG,1.3183,1.3188,0.0004999999999999449,5.0,0.03792763407418227,neutral→bull,12,8,3,bear→neutral
SHORT,1.3188,1.3191,-0.00029999999999996696,-3.0,-0.022747952684255914,neutral→bear,10,3,2,bull→neutral
LONG,1.3191,1.3197,0.000600000000000156,6.0,0.04548555833524039,neutral→bull,17,7,2,force
