side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3462,1.3462,0.0,0.0,0.0,neutral→bull,11,6,3,bear→neutral
SHORT,1.3462,1.3462,0.0,0.0,0.0,neutral→bear,10,1,2,bull→neutral
LONG,1.3462,1.3459,-0.00029999999999996696,-3.0,-0.022284950230275363,neutral→bull,12,2,3,bear→neutral
SHORT,1.3459,1.3458,9.999999999998899e-05,1.0,0.007429972509100898,neutral→bear,53,3,1,bull→neutral
LONG,1.3458,1.3464,0.0005999999999999339,6.0,0.04458314757021355,neutral→bull,10,8,4,bear→neutral
SHORT,1.3464,1.3467,-0.00029999999999996696,-3.0,-0.0222816399286963,neutral→bear,12,3,2,bull→neutral
LONG,1.3467,1.3472,0.0004999999999999449,5.0,0.03712779386648436,neutral→bull,15,9,2,bear→neutral
SHORT,1.3472,1.3468,0.00039999999999995595,4.0,0.02969121140142191,neutral→bear,15,1,6,bull→neutral
LONG,1.3468,1.3466,-0.00019999999999997797,-2.0,-0.014850014850013214,neutral→bull,11,4,3,bear→neutral
SHORT,1.3466,1.3463,0.00029999999999996696,3.0,0.022278330610423804,neutral→bear,72,2,3,bull→neutral
LONG,1.3463,1.346,-0.00029999999999996696,-3.0,-0.02228329495654512,neutral→bull,15,2,2,bear→neutral
SHORT,1.346,1.3463,-0.00029999999999996696,-3.0,-0.022288261515599327,neutral→bear,15,3,1,bull→neutral
LONG,1.3463,1.347,0.0006999999999999229,7.0,0.05199435489860528,neutral→bull,16,14,6,bear→neutral
SHORT,1.347,1.3463,0.0006999999999999229,7.0,0.051967334818108606,neutral→bear,16,2,10,bull→neutral
LONG,1.3463,1.3463,0.0,0.0,0.0,neutral→bull,17,2,1,bear→neutral
SHORT,1.3463,1.3464,-9.999999999998899e-05,-1.0,-0.00742776498551504,neutral→bear,18,3,3,bull→neutral
LONG,1.3464,1.3471,0.0006999999999999229,7.0,0.05199049316695803,neutral→bull,10,16,7,bear→neutral
SHORT,1.3471,1.3474,-0.00029999999999996696,-3.0,-0.022270061613834678,neutral→bear,18,3,1,bull→neutral
LONG,1.3474,1.3486,0.0012000000000000899,12.0,0.08906041264658526,neutral→bull,14,15,3,bear→neutral
SHORT,1.3486,1.3489,-0.00029999999999996696,-3.0,-0.022245291413315067,neutral→bear,28,2,1,bull→neutral
LONG,1.3489,1.3502,0.0013000000000000789,13.0,0.09637482393061599,neutral→bull,10,20,6,bear→neutral
SHORT,1.3502,1.3504,-0.00019999999999997797,-2.0,-0.014812620352538733,neutral→bear,16,31,30,bull→neutral
LONG,1.3504,1.3501,-0.00029999999999996696,-3.0,-0.02221563981042409,neutral→bull,11,1,3,bear→neutral
SHORT,1.3501,1.3497,0.000400000000000178,4.0,0.02962743500482764,neutral→bear,11,2,7,force
