side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
SHORT,1.3309,1.3311,-0.00019999999999997797,-2.0,-0.015027425050715906,neutral→bear,48,2,1,bull→neutral
LONG,1.3311,1.3313,0.00019999999999997797,2.0,0.015025167154982946,neutral→bull,21,6,5,bear→neutral
SHORT,1.3313,1.3306,0.0006999999999999229,7.0,0.05258018478178644,neutral→bear,121,2,5,bull→neutral
LONG,1.3306,1.3306,0.0,0.0,0.0,neutral→bull,31,2,1,bear→neutral
SHORT,1.3306,1.3309,-0.00029999999999996696,-3.0,-0.02254621975048602,neutral→bear,15,2,1,bull→neutral
LONG,1.3309,1.332,0.001100000000000101,11.0,0.08265083777895416,neutral→bull,18,19,8,bear→neutral
SHORT,1.332,1.3316,0.000400000000000178,4.0,0.03003003003004339,neutral→bear,26,5,11,bull→neutral
LONG,1.3316,1.3314,-0.00019999999999997797,-2.0,-0.015019525382996245,neutral→bull,41,2,3,bear→neutral
SHORT,1.3314,1.331,0.00039999999999995595,4.0,0.030043563166588252,neutral→bear,19,2,6,bull→neutral
LONG,1.331,1.3309,-9.999999999998899e-05,-1.0,-0.00751314800901495,neutral→bull,38,3,3,bear→neutral
SHORT,1.3309,1.3299,0.0009999999999998899,10.0,0.07513712525357953,neutral→bear,16,2,12,bull→neutral
LONG,1.3299,1.3307,0.0007999999999999119,8.0,0.06015489886456966,neutral→bull,28,11,4,bear→neutral
SHORT,1.3307,1.33,0.0006999999999999229,7.0,0.05260389268805313,neutral→bear,17,5,12,bull→neutral
LONG,1.33,1.33,0.0,0.0,0.0,neutral→bull,18,2,1,bear→neutral
SHORT,1.33,1.3303,-0.00029999999999996696,-3.0,-0.022556390977441124,neutral→bear,35,2,1,bull→neutral
LONG,1.3303,1.3304,9.999999999998899e-05,1.0,0.007517101405697134,neutral→bull,14,9,5,bear→neutral
SHORT,1.3304,1.3304,0.0,0.0,0.0,neutral→bear,35,3,3,bull→neutral
LONG,1.3304,1.3305,9.999999999998899e-05,1.0,0.007516536380035251,neutral→bull,18,4,3,bear→neutral
SHORT,1.3305,1.3301,0.00039999999999995595,4.0,0.030063885757230815,neutral→bear,10,1,5,force
