side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3454,1.3466,0.0012000000000000899,12.0,0.08919280511372751,neutral→bull,40,25,2,bear→neutral
SHORT,1.3466,1.3469,-0.00029999999999996696,-3.0,-0.022278330610423804,neutral→bear,14,3,1,bull→neutral
LONG,1.3469,1.3474,0.0004999999999999449,5.0,0.037122280792927835,neutral→bull,14,10,1,bear→neutral
SHORT,1.3474,1.3473,9.999999999998899e-05,1.0,0.007421701053880733,neutral→bear,28,4,4,bull→neutral
LONG,1.3473,1.3482,0.0009000000000001229,9.0,0.06680026720107793,neutral→bull,28,16,3,bear→neutral
SHORT,1.3482,1.3486,-0.00039999999999995595,-4.0,-0.02966918854768995,neutral→bear,13,7,2,bull→neutral
LONG,1.3486,1.3486,0.0,0.0,0.0,neutral→bull,20,6,3,bear→neutral
SHORT,1.3486,1.3487,-9.999999999998899e-05,-1.0,-0.007415097137771688,neutral→bear,17,13,8,bull→neutral
LONG,1.3487,1.349,0.00029999999999996696,3.0,0.022243642025651884,neutral→bull,14,5,1,bear→neutral
SHORT,1.349,1.3493,-0.00029999999999996696,-3.0,-0.022238695329871532,neutral→bear,11,2,1,bull→neutral
LONG,1.3493,1.3497,0.00039999999999995595,4.0,0.029645001111684277,neutral→bull,19,9,2,bear→neutral
SHORT,1.3497,1.3498,-0.00010000000000021103,-1.0,-0.007409053863837226,neutral→bear,30,3,2,bull→neutral
LONG,1.3498,1.3495,-0.000300000000000189,-3.0,-0.022225514891108977,neutral→bull,26,3,2,bear→neutral
SHORT,1.3495,1.3497,-0.00019999999999997797,-2.0,-0.0148203038162266,neutral→bear,14,4,3,bull→neutral
LONG,1.3497,1.3497,0.0,0.0,0.0,neutral→bull,17,2,1,bear→neutral
SHORT,1.3497,1.3496,9.999999999998899e-05,1.0,0.007409053863820774,neutral→bear,14,2,4,bull→neutral
LONG,1.3496,1.3492,-0.00039999999999995595,-4.0,-0.02963841138114671,neutral→bull,15,1,5,bear→neutral
SHORT,1.3492,1.3493,-9.999999999998899e-05,-1.0,-0.007411799584938407,neutral→bear,13,3,3,bull→neutral
LONG,1.3493,1.3498,0.000500000000000167,5.0,0.0370562513896218,neutral→bull,13,9,3,bear→neutral
SHORT,1.3498,1.3494,0.000400000000000178,4.0,0.029634019854806484,neutral→bear,13,3,8,bull→neutral
LONG,1.3494,1.3498,0.000400000000000178,4.0,0.02964280420929139,neutral→bull,12,9,4,bear→neutral
SHORT,1.3498,1.35,-0.00019999999999997797,-2.0,-0.01481700992739502,neutral→bear,10,5,2,bull→neutral
LONG,1.35,1.3508,0.0007999999999999119,8.0,0.05925925925925273,neutral→bull,12,18,7,bear→neutral
SHORT,1.3508,1.3511,-0.00029999999999996696,-3.0,-0.022209061297006734,neutral→bear,15,2,1,bull→neutral
LONG,1.3511,1.3511,0.0,0.0,0.0,neutral→bull,16,2,1,bear→neutral
SHORT,1.3511,1.3503,0.0007999999999999119,8.0,0.0592110132484577,neutral→bear,14,4,13,bull→neutral
LONG,1.3503,1.3502,-9.999999999998899e-05,-1.0,-0.007405761682588239,neutral→bull,24,4,3,bear→neutral
SHORT,1.3502,1.3502,0.0,0.0,0.0,neutral→bear,7,0,1,force
