side,entry,exit,pnl,pnl_pips,pnl_pct,entry_transition,nn_count,bull_pairs,bear_pairs,close_reason
LONG,1.3388,1.3406,0.0018000000000000238,18.0,0.13444876008365877,neutral→bull,32,27,1,bear→neutral
SHORT,1.3406,1.3408,-0.00019999999999997797,-2.0,-0.014918693122480828,neutral→bear,14,1,2,bull→neutral
LONG,1.3408,1.3406,-0.00019999999999997797,-2.0,-0.014916467780427952,neutral→bull,26,6,5,bear→neutral
SHORT,1.3406,1.3407,-9.999999999998899e-05,-1.0,-0.007459346561240414,neutral→bear,27,3,3,bull→neutral
LONG,1.3407,1.3407,0.0,0.0,0.0,neutral→bull,10,2,1,bear→neutral
SHORT,1.3407,1.3407,0.0,0.0,0.0,neutral→bear,13,3,4,bull→neutral
LONG,1.3407,1.3405,-0.00019999999999997797,-2.0,-0.014917580368462592,neutral→bull,18,1,2,bear→neutral
SHORT,1.3405,1.3405,0.0,0.0,0.0,neutral→bear,15,1,2,bull→neutral
LONG,1.3405,1.3408,0.00029999999999996696,3.0,0.022379709063779705,neutral→bull,14,7,3,bear→neutral
SHORT,1.3408,1.3406,0.00019999999999997797,2.0,0.014916467780427952,neutral→bear,22,4,7,bull→neutral
LONG,1.3406,1.3412,0.0005999999999999339,6.0,0.044756079367442476,neutral→bull,13,8,1,bear→neutral
SHORT,1.3412,1.3405,0.0006999999999999229,7.0,0.05219206680583976,neutral→bear,55,8,12,bull→neutral
LONG,1.3405,1.3404,-9.999999999998899e-05,-1.0,-0.007459903021259902,neutral→bull,12,1,3,bear→neutral
SHORT,1.3404,1.3388,0.0016000000000000458,16.0,0.11936735302894999,neutral→bear,14,7,19,bull→neutral
LONG,1.3388,1.3389,9.999999999998899e-05,1.0,0.007469375560202344,neutral→bull,48,9,10,bear→neutral
SHORT,1.3389,1.3387,0.00019999999999997797,2.0,0.014937635372318916,neutral→bear,13,2,3,force
