side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
SHORT,1.4871,1.4871,0.0,0.0,neutral→bear,7,bull→neutral
LONG,1.4871,1.4876,0.0004999999999999449,0.03362248671911404,neutral→bull,39,bear→neutral
SHORT,1.4876,1.4869,0.0006999999999999229,0.04705566012368398,neutral→bear,13,bull→neutral
LONG,1.4869,1.4876,0.0006999999999999229,0.04707781289931554,neutral→bull,12,bear→neutral
SHORT,1.4876,1.4886,-0.0009999999999998899,-0.06722237160526283,neutral→bear,1,bull→neutral
LONG,1.4886,1.4891,0.000500000000000167,0.033588606744603455,neutral→bull,35,bear→neutral
SHORT,1.4891,1.489,9.999999999998899e-05,0.0067154657175467715,neutral→bear,11,bull→neutral
LONG,1.489,1.4901,0.0010999999999998789,0.07387508394895088,neutral→bull,17,bear→neutral
SHORT,1.4901,1.4885,0.0016000000000000458,0.10737534393665163,neutral→bear,14,bull→neutral
LONG,1.4885,1.4887,0.00019999999999997797,0.013436345314073091,neutral→bull,18,bear→neutral
SHORT,1.4887,1.4884,0.00029999999999996696,0.020151810304290117,neutral→bear,12,bull→neutral
LONG,1.4884,1.4896,0.0012000000000000899,0.08062348830960023,neutral→bull,8,bear→neutral
SHORT,1.4896,1.4891,0.0004999999999999449,0.03356605800214453,neutral→bear,19,bull→neutral
LONG,1.4891,1.4883,-0.0008000000000001339,-0.05372372574038908,neutral→bull,13,bear→neutral
SHORT,1.4883,1.4862,0.0020999999999999908,0.14110058455956398,neutral→bear,2,bull→neutral
LONG,1.4862,1.4867,0.0004999999999999449,0.03364284753061129,neutral→bull,10,bear→neutral
SHORT,1.4867,1.486,0.0006999999999999229,0.04708414609537385,neutral→bear,12,bull→neutral
LONG,1.486,1.4859,-9.999999999998899e-05,-0.006729475100941386,neutral→bull,1,bear→neutral
SHORT,1.4859,1.4858,9.999999999998899e-05,0.006729927989769768,neutral→bear,11,bull→neutral
LONG,1.4858,1.4857,-9.999999999998899e-05,-0.0067303809395604375,neutral→bull,0,force
