side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
SHORT,1.4771,1.4773,-0.00019999999999997797,-0.013540044682145959,neutral→bear,8,bull→neutral
LONG,1.4773,1.4772,-9.999999999998899e-05,-0.006769105801122926,neutral→bull,27,bear→neutral
SHORT,1.4772,1.4761,0.001100000000000101,0.07446520444084083,neutral→bear,7,bull→neutral
LONG,1.4761,1.4764,0.00029999999999996696,0.020323826299028992,neutral→bull,32,bear→neutral
SHORT,1.4764,1.4763,9.999999999998899e-05,0.006773232186398605,neutral→bear,21,bull→neutral
LONG,1.4763,1.4776,0.0013000000000000789,0.08805798279483024,neutral→bull,15,bear→neutral
SHORT,1.4776,1.4769,0.0006999999999999229,0.04737412019490545,neutral→bear,13,bull→neutral
LONG,1.4769,1.479,0.0020999999999999908,0.14218972171440117,neutral→bull,28,bear→neutral
SHORT,1.479,1.478,0.001000000000000112,0.06761325219743826,neutral→bear,11,bull→neutral
LONG,1.478,1.4783,0.00029999999999996696,0.020297699594043775,neutral→bull,12,bear→neutral
SHORT,1.4783,1.4784,-9.999999999998899e-05,-0.006764526821348101,neutral→bear,26,bull→neutral
LONG,1.4784,1.4784,0.0,0.0,neutral→bull,12,bear→neutral
SHORT,1.4784,1.4783,9.999999999998899e-05,0.00676406926406852,neutral→bear,16,bull→neutral
LONG,1.4783,1.4783,0.0,0.0,neutral→bull,19,bear→neutral
SHORT,1.4783,1.4782,9.999999999998899e-05,0.006764526821348101,neutral→bear,14,bull→neutral
LONG,1.4782,1.4791,0.0009000000000001229,0.060884859964830396,neutral→bull,5,bear→neutral
SHORT,1.4791,1.479,9.999999999998899e-05,0.006760868095462712,neutral→bear,11,bull→neutral
LONG,1.479,1.4793,0.00029999999999996696,0.02028397565922697,neutral→bull,4,bear→neutral
SHORT,1.4793,1.478,0.0013000000000000789,0.08787940242006886,neutral→bear,39,bull→neutral
LONG,1.478,1.4787,0.0006999999999999229,0.0473612990527688,neutral→bull,14,bear→neutral
SHORT,1.4787,1.4778,0.0008999999999999009,0.06086427267193487,neutral→bear,30,bull→neutral
LONG,1.4778,1.4786,0.0007999999999999119,0.054134524292861814,neutral→bull,17,bear→neutral
SHORT,1.4786,1.4785,9.999999999998899e-05,0.006763154335181184,neutral→bear,9,bull→neutral
LONG,1.4785,1.4784,-9.999999999998899e-05,-0.006763611768683733,neutral→bull,2,force
