side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
SHORT,1.4873,1.4874,-9.999999999998899e-05,-0.0067235930881455646,neutral→bear,14,bull→neutral
LONG,1.4874,1.4881,0.0006999999999999229,0.04706198736048964,neutral→bull,13,bear→neutral
SHORT,1.4881,1.4882,-9.999999999998899e-05,-0.006719978496068073,neutral→bear,2,bull→neutral
LONG,1.4882,1.4885,0.00029999999999996696,0.020158580835906933,neutral→bull,5,bear→neutral
SHORT,1.4885,1.4873,0.0011999999999998678,0.08061807188443856,neutral→bear,15,bull→neutral
LONG,1.4873,1.4878,0.0004999999999999449,0.03361796544072782,neutral→bull,21,bear→neutral
SHORT,1.4878,1.4877,9.999999999998899e-05,0.006721333512568152,neutral→bear,9,bull→neutral
LONG,1.4877,1.4882,0.0004999999999999449,0.033608926530882904,neutral→bull,15,bear→neutral
SHORT,1.4882,1.4882,0.0,0.0,neutral→bear,10,bull→neutral
LONG,1.4882,1.4888,0.0005999999999999339,0.040317161671813866,neutral→bull,1,bear→neutral
SHORT,1.4888,1.4887,9.999999999998899e-05,0.006716818914561324,neutral→bear,2,bull→neutral
LONG,1.4887,1.4882,-0.0004999999999999449,-0.0335863505071502,neutral→bull,4,bear→neutral
SHORT,1.4882,1.4884,-0.00019999999999997797,-0.013439053890604622,neutral→bear,0,bull→neutral
LONG,1.4884,1.4885,9.999999999998899e-05,0.0067186240257987775,neutral→bull,15,bear→neutral
SHORT,1.4885,1.4882,0.00029999999999996696,0.02015451797110964,neutral→bear,22,bull→neutral
LONG,1.4882,1.4877,-0.0004999999999999449,-0.033597634726511554,neutral→bull,0,bear→neutral
SHORT,1.4877,1.4871,0.0005999999999999339,0.04033071183705948,neutral→bear,15,bull→neutral
LONG,1.4871,1.4876,0.0004999999999999449,0.03362248671911404,neutral→bull,8,bear→neutral
SHORT,1.4876,1.4875,9.999999999998899e-05,0.006722237160526282,neutral→bear,14,bull→neutral
LONG,1.4875,1.4892,0.0017000000000000348,0.11428571428571661,neutral→bull,16,bear→neutral
SHORT,1.4892,1.488,0.0012000000000000899,0.08058017727639605,neutral→bear,0,force
