symbol,trade_id,price,quantity,buyer_order_id,seller_order_id,is_buyer_market_maker,knowledge,decision,decision_norm,entropy,delta_t,cosine_similarity,delta_h_over_delta_d,frobenius_norm,timestamp
XRPUSDT,1599130620.0,1.3321,8.0,,,True,0.0024835707650561634,0.500620892372119,0.500620892372119,,1.0,1.0,,0.004967141530112327,2026-03-29 00:51:26.630000
XRPUSDT,1599130621.0,1.3321,76.5,,,True,0.0070245989181115,0.5012417828293724,0.708862927305368,-7.786333319074747e-06,1.937,1.0,,0.009934283060224654,2026-03-29 00:51:28.567000
XRPUSDT,1599130622.0,1.3321,2423.5,,,True,0.012905012247809947,0.5018626694569183,0.8692516419215278,-2.1134170346825267e-05,0.008,1.0000000000000002,-0.021498026266903208,0.01490142459129245,2026-03-29 00:51:28.575000
XRPUSDT,1599130623.0,1.3322,49.9,,,False,0.024835707651278238,0.5031044235637796,1.0062088471277384,-8.119770377128481e-05,5.695,1.0,-0.0483699092216223,0.019868568416740066,2026-03-29 00:51:34.270000
XRPUSDT,1599130624.0,1.3322,85.5,,,False,0.03332060039944526,0.5037252872137418,1.12636398470897,-8.898230028588479e-05,1.315,0.9999999999999987,-0.012538335132157196,0.0248357106654718,2026-03-29 00:51:35.585000
XRPUSDT,1599130625.0,1.3322,35.4,,,False,0.04258437111888156,0.5043461393753373,1.2353906960414993,-0.00012679722721588567,2.423,0.9999999999999983,-0.06090810223293323,0.02980285494855432,2026-03-29 00:51:38.008000
XRPUSDT,1599130626.0,1.3322,5.0,,,False,0.05256729224013451,0.5049669781341966,1.3360170462871888,-0.00017128357401549772,0.261,0.9999999999999949,-0.07165523441441642,0.034769996145612256,2026-03-29 00:51:38.269000
XRPUSDT,1599130627.0,1.3321,4.0,,,True,0.05619679894064006,0.5049669781341966,1.4282622999546275,-7.118276112423044e-05,1.31,0.9999999999999941,,0.03973713987102635,2026-03-29 00:51:39.579000
XRPUSDT,1599130628.0,1.3321,3.8,,,True,0.06705642219828258,0.5055878015761154,1.516763407613427,-0.00024134780023056626,1.31,0.9999999999999929,-0.2740957051821263,0.04470428389081471,2026-03-29 00:51:39.579000
XRPUSDT,1599130629.0,1.3321,0.4,,,True,0.07853741917662442,0.5062086077870784,1.600772175714105,-0.0003013978787778261,1.31,0.9999999999999911,-0.09672918454553535,0.04967142868561748,2026-03-29 00:51:39.579000
XRPUSDT,1599130630.0,1.3321,7.9,,,True,0.09060781746338206,0.5068293948532829,1.6809629408041054,-0.0003681161693008158,0.766,0.9999999999999891,-0.10747371225194242,0.054638572117347343,2026-03-29 00:51:40.345000
XRPUSDT,1599130631.0,1.3322,3.9,,,False,0.11184346493592948,0.5080709038974094,1.760009245157584,-0.0007750994299794814,1.595,0.9999999999999892,-0.32781336761426944,0.05960572101585638,2026-03-29 00:51:41.940000
XRPUSDT,1599130632.0,1.3322,3.9,,,False,0.125365023192987,0.5086916220490008,1.8341137364031455,-0.0005782428445890552,1.595,0.9999999999999851,0.3171432716857621,0.06457287194455082,2026-03-29 00:51:41.940000
XRPUSDT,1599130633.0,1.3322,3.9,,,False,0.13939012174814455,0.5093123134032194,1.905672194182132,-0.0006693976899163308,1.595,0.999999999999977,-0.14686018213034616,0.06954002418272683,2026-03-29 00:51:41.940000
XRPUSDT,1599130634.0,1.3322,5.0,,,False,0.1539013328573669,0.5099329760476791,1.9749619442721889,-0.0007672134199382502,1.595,0.9999999999999657,-0.15759886775056312,0.07450717785862387,2026-03-29 00:51:41.940000
XRPUSDT,1599130635.0,1.3322,23.0,,,False,0.16888292089242543,0.5105536080703473,2.0422144594864133,-0.0008716882970487636,1.595,0.9999999999999513,-0.16833626576557803,0.07947433309512587,2026-03-29 00:51:41.940000
XRPUSDT,1599130636.0,1.3322,3.9,,,False,0.18432058362350254,0.5111742075595694,2.1076252860791818,-0.0009828203518344103,1.595,0.9999999999999328,-0.17907210159799777,0.08444149001132507,2026-03-29 00:51:41.940000
XRPUSDT,1599130637.0,1.3322,508.1,,,False,0.20020124734469724,0.5117947726040915,2.1713613702249184,-0.0011006074928625548,1.595,0.9999999999999107,-0.18980627746905912,0.08940864872356377,2026-03-29 00:51:41.940000
XRPUSDT,1599130638.0,1.3322,3.8,,,False,0.21651290072472443,0.5124153012930842,2.233566570687545,-0.0012250475067451462,0.003,0.9999999999998846,-0.2005386956154789,0.09437578497426426,2026-03-29 00:51:41.943000
XRPUSDT,1599130639.0,1.3322,4.0,,,False,0.23324440396927953,0.5130357917161668,2.2943658641864624,-0.001356133477029519,0.003,0.9999999999998797,-0.21126187513604008,0.09934292176030146,2026-03-29 00:51:41.943000
XRPUSDT,1599130640.0,1.3322,4.0,,,False,0.2503855330146758,0.5136562419634296,2.353868662562807,-0.0014938708738281652,0.003,0.9999999999998789,-0.221995877036519,0.10431005900595221,2026-03-29 00:51:41.943000
XRPUSDT,1599130641.0,1.3322,3.9,,,False,0.26792673327785044,0.5142766501254583,2.412171356057091,-0.0016382535756880943,0.003,0.9999999999998814,-0.23272211859336153,0.10927719664929775,2026-03-29 00:51:41.943000
XRPUSDT,1599130642.0,1.3322,3.9,,,False,0.2858590885618523,0.5148970142933572,2.469359382710838,-0.00178927886234524,0.003,0.9999999999998852,-0.24344617963453644,0.1142443346392225,2026-03-29 00:51:41.943000
XRPUSDT,1599130643.0,1.3322,3.9,,,False,0.30417425304160023,0.5155173325587725,2.52550888594118,-0.0019469438910200687,0.003,0.9999999999998902,-0.2541679609728571,0.11921147293316343,2026-03-29 00:51:41.943000
XRPUSDT,1599130644.0,1.3322,3.9,,,False,0.3228643929734742,0.5161376030139162,2.5806880633982194,-0.002111245696505636,0.003,0.9999999999998958,-0.2648873634445616,0.12417861149539959,2026-03-29 00:51:41.943000
XRPUSDT,1599130645.0,1.3322,3.9,,,False,0.3419221364126281,0.516757823751589,2.6349582745486275,-0.002282181191259379,0.003,0.9999999999999014,-0.2756042879106879,0.12914575029573633,2026-03-29 00:51:41.943000
XRPUSDT,1599130646.0,1.3322,3.9,,,False,0.3613405295778755,0.5173779928652038,2.6883749576850495,-0.0024597471654987085,0.003,0.9999999999999072,-0.28631863525794204,0.13411288930848175,2026-03-29 00:51:41.943000
