side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
LONG,1.5125,1.5125,0.0,0.0,neutral→bull,4,bear→neutral
SHORT,1.5125,1.5122,0.00029999999999996696,0.019834710743799472,neutral→bear,3,bull→neutral
LONG,1.5122,1.5121,-9.999999999998899e-05,-0.0066128818939286465,neutral→bull,8,bear→neutral
SHORT,1.5121,1.5107,0.0014000000000000679,0.09258646914887031,neutral→bear,2,bull→neutral
LONG,1.5107,1.5116,0.0009000000000001229,0.05957503144238584,neutral→bull,11,bear→neutral
SHORT,1.5116,1.5105,0.001100000000000101,0.07277057422599238,neutral→bear,6,bull→neutral
LONG,1.5105,1.5106,9.999999999998899e-05,0.00662032439589467,neutral→bull,14,bear→neutral
SHORT,1.5106,1.5105,9.999999999998899e-05,0.0066198861379576975,neutral→bear,0,bull→neutral
LONG,1.5105,1.5108,0.00029999999999996696,0.019860973187684008,neutral→bull,2,bear→neutral
SHORT,1.5108,1.5107,9.999999999998899e-05,0.0066190097961337695,neutral→bear,15,bull→neutral
LONG,1.5107,1.5108,9.999999999998899e-05,0.006619447938041238,neutral→bull,8,bear→neutral
SHORT,1.5108,1.5115,-0.000700000000000145,-0.04633306857295109,neutral→bear,29,bull→neutral
LONG,1.5115,1.5116,9.999999999998899e-05,0.0066159444260660925,neutral→bull,5,bear→neutral
SHORT,1.5116,1.5117,-9.999999999998899e-05,-0.006615506747816153,neutral→bear,23,bull→neutral
LONG,1.5117,1.5116,-9.999999999998899e-05,-0.0066150691274716525,neutral→bull,0,bear→neutral
SHORT,1.5116,1.5126,-0.0009999999999998899,-0.06615506747816154,neutral→bear,0,bull→neutral
LONG,1.5126,1.5126,0.0,0.0,neutral→bull,5,bear→neutral
SHORT,1.5126,1.5125,9.999999999998899e-05,0.006611133148220878,neutral→bear,8,bull→neutral
LONG,1.5125,1.5148,0.0022999999999999687,0.15206611570247727,neutral→bull,16,bear→neutral
SHORT,1.5148,1.5144,0.00039999999999995595,0.026406126221280433,neutral→bear,17,bull→neutral
LONG,1.5144,1.5139,-0.0004999999999999449,-0.033016376122553155,neutral→bull,0,bear→neutral
SHORT,1.5139,1.5135,0.00039999999999995595,0.026421824426973772,neutral→bear,15,bull→neutral
LONG,1.5135,1.5128,-0.000700000000000145,-0.046250412950125205,neutral→bull,12,bear→neutral
SHORT,1.5128,1.5127,9.999999999998899e-05,0.00661025912215686,neutral→bear,1,bull→neutral
LONG,1.5127,1.5125,-0.00019999999999997797,-0.01322139221259853,neutral→bull,27,bear→neutral
SHORT,1.5125,1.5141,-0.0016000000000000458,-0.10578512396694519,neutral→bear,14,force
