side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
LONG,1.5124,1.5122,-0.00019999999999997797,-0.013224014810895132,neutral→bull,31,bear→neutral
SHORT,1.5122,1.5122,0.0,0.0,neutral→bear,12,bull→neutral
LONG,1.5122,1.5123,9.999999999998899e-05,0.0066128818939286465,neutral→bull,12,bear→neutral
SHORT,1.5123,1.5118,0.0004999999999999449,0.033062223103877866,neutral→bear,0,bull→neutral
LONG,1.5118,1.5119,9.999999999998899e-05,0.0066146315650210995,neutral→bull,16,bear→neutral
SHORT,1.5119,1.5117,0.00019999999999997797,0.013228388120906012,neutral→bear,9,bull→neutral
LONG,1.5117,1.512,0.00029999999999996696,0.01984520738241496,neutral→bull,27,bear→neutral
SHORT,1.512,1.5105,0.0015000000000000568,0.09920634920635298,neutral→bear,17,bull→neutral
LONG,1.5105,1.5106,9.999999999998899e-05,0.00662032439589467,neutral→bull,3,bear→neutral
SHORT,1.5106,1.5103,0.00029999999999996696,0.019859658413873094,neutral→bear,3,bull→neutral
LONG,1.5103,1.5102,-9.999999999998899e-05,-0.006621201085876249,neutral→bull,14,bear→neutral
SHORT,1.5102,1.5109,-0.0006999999999999229,-0.0463514766256074,neutral→bear,18,bull→neutral
LONG,1.5109,1.5103,-0.0005999999999999339,-0.03971143027334264,neutral→bull,5,bear→neutral
SHORT,1.5103,1.511,-0.0006999999999999229,-0.04634840760113374,neutral→bear,10,bull→neutral
LONG,1.511,1.5111,0.00010000000000021103,0.00661813368631443,neutral→bull,2,bear→neutral
SHORT,1.5111,1.5107,0.000400000000000178,0.02647078287341526,neutral→bear,18,bull→neutral
LONG,1.5107,1.5108,9.999999999998899e-05,0.006619447938041238,neutral→bull,3,bear→neutral
SHORT,1.5108,1.51,0.0007999999999999119,0.052952078369070156,neutral→bear,14,bull→neutral
LONG,1.51,1.5107,0.0006999999999999229,0.04635761589403463,neutral→bull,12,bear→neutral
SHORT,1.5107,1.5106,9.999999999998899e-05,0.006619447938041238,neutral→bear,10,bull→neutral
LONG,1.5106,1.5107,9.999999999998899e-05,0.0066198861379576975,neutral→bull,8,bear→neutral
SHORT,1.5107,1.5105,0.00019999999999997797,0.013238895876082476,neutral→bear,15,bull→neutral
LONG,1.5105,1.5111,0.000600000000000156,0.03972194637538272,neutral→bull,9,bear→neutral
SHORT,1.5111,1.5111,0.0,0.0,neutral→bear,7,bull→neutral
LONG,1.5111,1.5108,-0.000300000000000189,-0.019853087155065115,neutral→bull,0,bear→neutral
SHORT,1.5108,1.5098,0.0009999999999998899,0.0661900979613377,neutral→bear,4,force
