side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
LONG,1.4796,1.4793,-0.00029999999999996696,-0.02027575020275527,neutral→bull,18,bear→neutral
SHORT,1.4793,1.4785,0.0008000000000001339,0.054079632258509695,neutral→bear,11,bull→neutral
LONG,1.4785,1.4782,-0.00029999999999996696,-0.0202908353060512,neutral→bull,0,bear→neutral
SHORT,1.4782,1.4782,0.0,0.0,neutral→bear,0,bull→neutral
LONG,1.4782,1.4795,0.0013000000000000789,0.08794479772697057,neutral→bull,1,bear→neutral
SHORT,1.4795,1.4792,0.00029999999999996696,0.020277120648865627,neutral→bear,14,bull→neutral
LONG,1.4792,1.4786,-0.000600000000000156,-0.04056246619795538,neutral→bull,0,bear→neutral
SHORT,1.4786,1.4775,0.0010999999999998789,0.07439469768699303,neutral→bear,34,bull→neutral
LONG,1.4775,1.4784,0.0008999999999999009,0.06091370558374964,neutral→bull,1,bear→neutral
SHORT,1.4784,1.4785,-9.999999999998899e-05,-0.00676406926406852,neutral→bear,8,bull→neutral
LONG,1.4785,1.478,-0.0004999999999999449,-0.03381805884341866,neutral→bull,6,bear→neutral
SHORT,1.478,1.4788,-0.0007999999999999119,-0.05412719891745006,neutral→bear,4,bull→neutral
LONG,1.4788,1.4787,-9.999999999998899e-05,-0.006762239653772585,neutral→bull,7,bear→neutral
SHORT,1.4787,1.4788,-9.999999999998899e-05,-0.006762696963548319,neutral→bear,23,bull→neutral
LONG,1.4788,1.4791,0.000300000000000189,0.020286718961332773,neutral→bull,10,bear→neutral
SHORT,1.4791,1.479,9.999999999998899e-05,0.006760868095462712,neutral→bear,24,bull→neutral
LONG,1.479,1.4792,0.00019999999999997797,0.013522650439484649,neutral→bull,7,bear→neutral
SHORT,1.4792,1.4789,0.00029999999999996696,0.020281233098970185,neutral→bear,15,bull→neutral
LONG,1.4789,1.4792,0.00029999999999996696,0.020285347217524303,neutral→bull,6,bear→neutral
SHORT,1.4792,1.4791,9.999999999998899e-05,0.006760411032990061,neutral→bear,17,bull→neutral
LONG,1.4791,1.4798,0.0006999999999999229,0.04732607666823899,neutral→bull,19,bear→neutral
SHORT,1.4798,1.4793,0.0004999999999999449,0.033788349776993166,neutral→bear,13,bull→neutral
LONG,1.4793,1.4801,0.0007999999999999119,0.054079632258494686,neutral→bull,2,force
