side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
LONG,1.4795,1.4805,0.0009999999999998899,0.06759040216288542,neutral→bull,21,bear→neutral
SHORT,1.4805,1.479,0.0014999999999998348,0.10131712259370718,neutral→bear,25,bull→neutral
LONG,1.479,1.4793,0.00029999999999996696,0.02028397565922697,neutral→bull,9,bear→neutral
SHORT,1.4793,1.4788,0.000500000000000167,0.03379977016157419,neutral→bear,2,bull→neutral
LONG,1.4788,1.4793,0.000500000000000167,0.03381119826887794,neutral→bull,6,bear→neutral
SHORT,1.4793,1.4774,0.0019000000000000128,0.12843912661393989,neutral→bear,13,bull→neutral
LONG,1.4774,1.4775,9.999999999998899e-05,0.006768647624203938,neutral→bull,14,bear→neutral
SHORT,1.4775,1.4768,0.000700000000000145,0.04737732656515364,neutral→bear,0,bull→neutral
LONG,1.4768,1.4771,0.000300000000000189,0.020314192849416917,neutral→bull,6,bear→neutral
SHORT,1.4771,1.4768,0.000300000000000189,0.02031006702323397,neutral→bear,43,bull→neutral
LONG,1.4768,1.4765,-0.00029999999999996696,-0.02031419284940188,neutral→bull,10,bear→neutral
SHORT,1.4765,1.4762,0.00029999999999996696,0.020318320352181982,neutral→bear,14,bull→neutral
LONG,1.4762,1.4771,0.0009000000000001229,0.06096734859775932,neutral→bull,11,bear→neutral
SHORT,1.4771,1.4767,0.000400000000000178,0.02708008936430695,neutral→bear,5,bull→neutral
LONG,1.4767,1.4772,0.000500000000000167,0.03385928082888651,neutral→bull,7,bear→neutral
SHORT,1.4772,1.4775,-0.00029999999999996696,-0.020308692120225222,neutral→bear,12,bull→neutral
LONG,1.4775,1.4786,0.0010999999999998789,0.07445008460236067,neutral→bull,10,bear→neutral
SHORT,1.4786,1.4785,9.999999999998899e-05,0.006763154335181184,neutral→bear,8,bull→neutral
LONG,1.4785,1.4785,0.0,0.0,neutral→bull,9,bear→neutral
SHORT,1.4785,1.4774,0.0010999999999998789,0.07439972945552106,neutral→bear,4,bull→neutral
LONG,1.4774,1.4775,9.999999999998899e-05,0.006768647624203938,neutral→bull,14,bear→neutral
SHORT,1.4775,1.4776,-9.999999999998899e-05,-0.006768189509305515,neutral→bear,6,bull→neutral
LONG,1.4776,1.4788,0.0011999999999998678,0.08121277747698077,neutral→bull,7,bear→neutral
SHORT,1.4788,1.479,-0.00020000000000020002,-0.013524479307560185,neutral→bear,15,bull→neutral
LONG,1.479,1.4791,9.999999999998899e-05,0.0067613252197423245,neutral→bull,12,bear→neutral
SHORT,1.4791,1.4787,0.000400000000000178,0.02704347238186586,neutral→bear,10,force
