side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
LONG,1.4869,1.4869,0.0,0.0,neutral→bull,13,bear→neutral
SHORT,1.4869,1.4868,0.00010000000000021103,0.006725401842774298,neutral→bear,18,bull→neutral
LONG,1.4868,1.4868,0.0,0.0,neutral→bull,1,bear→neutral
SHORT,1.4868,1.4867,9.999999999998899e-05,0.006725854183480562,neutral→bear,10,bull→neutral
LONG,1.4867,1.4869,0.00020000000000020002,0.013452613170121747,neutral→bull,11,bear→neutral
SHORT,1.4869,1.4858,0.001100000000000101,0.07397942027036794,neutral→bear,13,bull→neutral
LONG,1.4858,1.4862,0.00039999999999995595,0.02692152375824175,neutral→bull,36,bear→neutral
SHORT,1.4862,1.4861,9.999999999998899e-05,0.006728569506122257,neutral→bear,16,bull→neutral
LONG,1.4861,1.4866,0.0004999999999999449,0.033645111365314916,neutral→bull,15,bear→neutral
SHORT,1.4866,1.4873,-0.000700000000000145,-0.04708731333244619,neutral→bear,0,bull→neutral
LONG,1.4873,1.4873,0.0,0.0,neutral→bull,5,bear→neutral
SHORT,1.4873,1.4865,0.0008000000000001339,0.05378874470517945,neutral→bear,0,bull→neutral
LONG,1.4865,1.4866,9.999999999998899e-05,0.00672721157080316,neutral→bull,3,bear→neutral
SHORT,1.4866,1.4861,0.0004999999999999449,0.03363379523745089,neutral→bear,14,bull→neutral
LONG,1.4861,1.4858,-0.00029999999999996696,-0.02018706681918895,neutral→bull,0,bear→neutral
SHORT,1.4858,1.4855,0.00029999999999996696,0.020191142818681312,neutral→bear,15,bull→neutral
LONG,1.4855,1.4854,-9.999999999998899e-05,-0.006731740154829282,neutral→bull,3,bear→neutral
SHORT,1.4854,1.4854,0.0,0.0,neutral→bear,7,bull→neutral
LONG,1.4854,1.4858,0.00039999999999995595,0.02692877339436892,neutral→bull,19,bear→neutral
SHORT,1.4858,1.4853,0.0004999999999999449,0.033651904697802194,neutral→bear,4,bull→neutral
LONG,1.4853,1.4854,9.999999999998899e-05,0.0067326466033790465,neutral→bull,18,bear→neutral
SHORT,1.4854,1.4853,9.999999999998899e-05,0.00673219334859223,neutral→bear,9,bull→neutral
LONG,1.4853,1.4854,9.999999999998899e-05,0.0067326466033790465,neutral→bull,3,bear→neutral
SHORT,1.4854,1.4846,0.0008000000000001339,0.05385754678875279,neutral→bear,25,bull→neutral
LONG,1.4846,1.4836,-0.0009999999999998899,-0.06735821096590933,neutral→bull,7,bear→neutral
SHORT,1.4836,1.4824,0.0012000000000000899,0.08088433540038352,neutral→bear,0,force
