side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
LONG,1.496,1.496,0.0,0.0,neutral→bull,0,bear→neutral
SHORT,1.496,1.4951,0.0008999999999999009,0.06016042780748001,neutral→bear,21,bull→neutral
LONG,1.4951,1.4949,-0.00020000000000020002,-0.0133770316366932,neutral→bull,0,bear→neutral
SHORT,1.4949,1.4946,0.00029999999999996696,0.02006823198875958,neutral→bear,11,bull→neutral
LONG,1.4946,1.4953,0.000700000000000145,0.0468352736518229,neutral→bull,13,bear→neutral
SHORT,1.4953,1.495,0.00029999999999996696,0.02006286363940125,neutral→bear,2,bull→neutral
LONG,1.495,1.4957,0.0006999999999999229,0.04682274247491123,neutral→bull,14,bear→neutral
SHORT,1.4957,1.4955,0.00019999999999997797,0.013371665440929196,neutral→bear,13,bull→neutral
LONG,1.4955,1.4958,0.00029999999999996696,0.020060180541622664,neutral→bull,19,bear→neutral
SHORT,1.4958,1.4953,0.0004999999999999449,0.03342692873378426,neutral→bear,5,bull→neutral
LONG,1.4953,1.4966,0.0012999999999998568,0.08693907577073877,neutral→bull,7,bear→neutral
SHORT,1.4966,1.4966,0.0,0.0,neutral→bear,8,bull→neutral
LONG,1.4966,1.4968,0.00019999999999997797,0.013363624214885605,neutral→bull,7,bear→neutral
SHORT,1.4968,1.4967,9.999999999998899e-05,0.006680919294494187,neutral→bear,14,bull→neutral
LONG,1.4967,1.4972,0.000500000000000167,0.033406828355727065,neutral→bull,21,bear→neutral
SHORT,1.4972,1.4977,-0.0004999999999999449,-0.033395671920915374,neutral→bear,10,bull→neutral
LONG,1.4977,1.4988,0.0010999999999998789,0.07344595045735987,neutral→bull,7,bear→neutral
SHORT,1.4988,1.5001,-0.0013000000000000789,-0.0867360555110808,neutral→bear,1,bull→neutral
LONG,1.5001,1.5002,9.999999999998899e-05,0.006666222251849142,neutral→bull,8,bear→neutral
SHORT,1.5002,1.5006,-0.00039999999999995595,-0.02666311158511905,neutral→bear,2,bull→neutral
LONG,1.5006,1.5004,-0.00019999999999997797,-0.013328002132478875,neutral→bull,11,bear→neutral
SHORT,1.5004,1.5002,0.00019999999999997797,0.013329778725671686,neutral→bear,5,bull→neutral
LONG,1.5002,1.5007,0.0004999999999999449,0.03332888948139881,neutral→bull,3,bear→neutral
SHORT,1.5007,1.5004,0.00029999999999996696,0.019990671020188377,neutral→bear,0,bull→neutral
LONG,1.5004,1.5001,-0.00029999999999996696,-0.019994668088507528,neutral→bull,0,bear→neutral
SHORT,1.5001,1.5003,-0.00019999999999997797,-0.013332444503698283,neutral→bear,2,bull→neutral
LONG,1.5003,1.5014,0.001100000000000101,0.07331866959942018,neutral→bull,7,force
