"symbol","trade_id","price","quantity","buyer_order_id","seller_order_id","is_buyer_market_maker","knowledge","decision","decision_norm","entropy","delta_t","cosine_similarity","delta_h_over_delta_d","frobenius_norm","timestamp"
"XRPUSDT",1.206557618E9,2.2902,2.2,,,false,18.847152390579364,0.7232111071377659,14.190794858453168,-0.3973997712818967,0.002,0.9999999992152161,-3.25690849731257,1.912537127748943,"2025-07-08T16:48:03.296000Z"
"XRPUSDT",1.206557619E9,2.2903,4.4,,,false,18.93088988059104,0.7238147004499288,14.221069807396093,-0.45616189984362454,0.087,0.9999999992160907,-97.35384302248924,1.9175042488945366,"2025-07-08T16:48:03.383000Z"
"XRPUSDT",1.20655762E9,2.2903,2.2,,,false,19.004253315897312,0.7243109075043125,14.249240065830248,-0.40086523764249893,0.087,0.9999999992160036,111.43868615452541,1.9224713733904906,"2025-07-08T16:48:03.383000Z"
"XRPUSDT",1.206557621E9,2.2903,2.5,,,false,19.077711310560364,0.7248065620008329,14.277400883903107,-0.4024861852626338,0.087,0.9999999992159521,-3.2703175932309945,1.9274385010740533,"2025-07-08T16:48:03.383000Z"
"XRPUSDT",1.206557622E9,2.2903,3.0,,,false,19.151263739087046,0.7253016633358645,14.305552249976259,-0.40410732476373723,0.087,0.9999999992159355,-3.2743589774402917,1.9324056319306466,"2025-07-08T16:48:03.383000Z"
"XRPUSDT",1.206557623E9,2.2903,2.3,,,false,19.224910480448838,0.7257962109105361,14.333694153011532,-0.40572865644630685,0.087,0.9999999992159536,-3.2784139799821017,1.937372765945819,"2025-07-08T16:48:03.383000Z"
"XRPUSDT",1.206557624E9,2.2903,3.0,,,false,19.298651414081522,0.7262902041307273,14.361826581775228,-0.4073501588494584,0.087,0.9999999992160044,-3.282438577849437,1.9423399031052435,"2025-07-08T16:48:03.383000Z"
"XRPUSDT",1.206557625E9,2.2903,3.0,,,false,19.372486419882257,0.7267836424070646,14.389949524841409,-0.4089718105505904,0.087,0.9999999992160876,-3.2864327290724336,1.9473070433947162,"2025-07-08T16:48:03.383000Z"
"XRPUSDT",1.206557626E9,2.2903,3.0,,,false,19.44641537820659,0.7272765251549169,14.418062970595134,-0.4105935901655622,0.087,0.9999999992162025,-3.290396391512066,1.9522741868001539,"2025-07-08T16:48:03.383000Z"
"XRPUSDT",1.206557627E9,2.2903,3.0,,,false,19.520438169865614,0.7277688517943913,14.446166907235648,-0.41221547634923067,0.335,0.9999999992163472,-3.2943295235861467,1.9572427043948255,"2025-07-08T16:48:03.718000Z"
"XRPUSDT",1.206557628E9,2.2903,2.3,,,false,19.594568320389897,0.7282606217503291,14.474264022823021,-0.4139136888296835,0.335,0.9999999992163411,-3.4532660239772754,1.9622112270112892,"2025-07-08T16:48:03.718000Z"
"XRPUSDT",1.206557629E9,2.2903,3.0,,,false,19.668792121048448,0.7287518344523016,14.50235160966174,-0.41553642946635916,0.335,0.9999999992162749,-3.303539648220496,1.9671797546494278,"2025-07-08T16:48:03.718000Z"
"XRPUSDT",1.20655763E9,2.2903,3.0,,,false,19.74310945414417,0.7292424893346053,14.530429655395004,-0.41715921491391317,0.335,0.9999999992161497,-3.307386731656988,1.972148287308317,"2025-07-08T16:48:03.718000Z"
"XRPUSDT",1.206557631E9,2.2903,3.0,,,false,19.817520202415754,0.7297325858362572,14.558498147490905,-0.41878202393106156,0.335,0.9999999992159635,-3.3112030216063153,1.9771168249869497,"2025-07-08T16:48:03.718000Z"
"XRPUSDT",1.206557632E9,2.2903,2.2,,,false,19.892024249042,0.7302221234009911,14.586557073246828,-0.4204048353568519,0.335,0.9999999992157202,-3.3149885579719145,1.9820853676842354,"2025-07-08T16:48:03.718000Z"
"XRPUSDT",1.206557633E9,2.2903,2.2,,,false,19.966621477639116,0.7307111014772526,14.61460641979247,-0.4220276280713523,0.335,0.9999999992154189,-3.3187433001242255,1.9870539153989992,"2025-07-08T16:48:03.718000Z"
"XRPUSDT",1.206557634E9,2.2903,2.2,,,false,20.041311772257973,0.7311995195181941,14.642646174092782,-0.42365038099583474,0.335,0.9999999992150593,-3.3224672073014756,1.9920224681299825,"2025-07-08T16:48:03.718000Z"
"XRPUSDT",1.206557635E9,2.2903,2.2,,,false,20.116095017381344,0.73168737698167,14.670676322950884,-0.4252730730932057,0.335,0.9999999992146423,-3.3261602391189533,1.996991025875843,"2025-07-08T16:48:03.718000Z"
"XRPUSDT",1.206557636E9,2.2903,2.2,,,false,20.190971097921278,0.732174673330233,14.698696853010953,-0.42689568336839767,0.335,0.9999999992141688,-3.3298223554860984,2.0019595886351564,"2025-07-08T16:48:03.718000Z"
"XRPUSDT",1.206557637E9,2.2903,2.2,,,false,20.26593989921639,0.7326614080311277,14.726707750761069,-0.42851819086856624,0.335,0.9999999992136388,-3.3334535162301897,2.0069281564064156,"2025-07-08T16:48:03.718000Z"
"XRPUSDT",1.206557638E9,2.2904,2.2,,,false,20.35174263269294,0.7332519897814506,14.75681009845231,-0.4917005766515532,0.011,0.9999999992139624,-106.98330205503761,2.0118948602911195,"2025-07-08T16:48:03.729000Z"
"XRPUSDT",1.206557639E9,2.2904,2.5,,,false,20.42689093128309,0.733737478610723,14.784798160574256,-0.4318505151227652,0.011,0.9999999992135615,123.27793745219094,2.0168615667452316,"2025-07-08T16:48:03.729000Z"
"XRPUSDT",1.20655764E9,2.2904,0.2,,,false,20.50213152210878,0.7342224041113035,14.812776532261148,-0.4334714002424363,0.011,0.9999999992132246,-3.342544612999299,2.021828275733198,"2025-07-08T16:48:03.729000Z"
"XRPUSDT",1.206557641E9,2.2903,3.5,,,true,20.566683712689933,0.7346027242689523,14.838643763258837,-0.3728242765135121,0.209,0.9999999992120482,159.46334294727137,2.02679614258583,"2025-07-08T16:48:03.938000Z"
"XRPUSDT",1.206557642E9,2.2903,946.0,,,true,20.642107049591033,0.7350866428989401,14.866604870562933,-0.43658499455872035,0.728,0.9999999992116905,-131.75917208812874,2.0317670520601245,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.206557643E9,2.2903,354.6,,,true,20.717653199494684,0.7355699967829884,14.894562249681243,-0.43838491418016146,0.728,0.9999999992109355,-3.723813298790516,2.036737969406594,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.206557644E9,2.2903,442.4,,,true,20.793291365793266,0.7360527854210487,14.922509903926793,-0.4400072971953959,0.728,0.9999999992099735,-3.3604415832003323,2.041708894645916,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.206557645E9,2.2903,2.3,,,true,20.869021437376265,0.7365350083177236,14.95044781860938,-0.4416294143479358,0.728,0.9999999992088039,-3.363832708328574,2.0466798277950526,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.206557646E9,2.2903,3.0,,,true,20.944843303501173,0.7370166649822613,14.978375978899937,-0.4432512448578789,0.728,0.9999999992074279,-3.3671920879570685,2.0516507688705814,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.206557647E9,2.2903,3.0,,,true,21.020756853824764,0.7374977549285506,15.006294369839637,-0.44487276818605215,0.728,0.9999999992058437,-3.3705200881456294,2.0566217178886967,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.206557648E9,2.2903,3.0,,,true,21.096761978400668,0.7379782776751153,15.034202976342419,-0.4464939638390256,0.728,0.9999999992040516,-3.3738166706233836,2.0615926748652176,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.206557649E9,2.2903,400.0,,,true,21.172858567676958,0.7384582327451074,15.06210178319747,-0.4481148113693828,0.728,0.9999999992020531,-3.377081797227111,2.066563639815587,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.20655765E9,2.2903,200.0,,,true,21.24904651249381,0.7389376196663031,15.089990775071707,-0.4497352903762401,0.728,0.9999999991998467,-3.3803154304153002,2.071534612754876,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.206557651E9,2.2903,3.0,,,true,21.325325704081102,0.7394164379710957,15.117869936512205,-0.45135538050530016,0.728,0.9999999991974329,-3.3835175323171804,2.0765055936977874,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.206557652E9,2.2903,800.0,,,true,21.401696034056105,0.7398946871964907,15.145739251948614,-0.45297506144935673,0.728,0.9999999991948121,-3.386688065660616,2.0814765826586563,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.206557653E9,2.2903,5368.8,,,true,21.478157394421146,0.7403723668840986,15.17359870569554,-0.45459431294845987,0.728,0.9999999991919837,-3.3898269930879015,2.0864475796514568,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.206557654E9,2.2903,336.5,,,true,21.554709677561327,0.7408494765801308,15.201448281954889,-0.45621311479038945,0.728,0.9999999991889489,-3.3929342777814915,2.091418584689802,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.206557655E9,2.2903,4366.0,,,true,21.631352776242224,0.7413260158353921,15.229287964818235,-0.4578314468107917,0.728,0.9999999991857067,-3.396009882784232,2.096389597786947,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.206557656E9,2.2903,85.6,,,true,21.708086583607642,0.7418019842052754,15.25711773826909,-0.4594492888935655,0.728,0.9999999991822572,-3.399053771515422,2.101360618955794,"2025-07-08T16:48:04.666000Z"
"XRPUSDT",1.206557657E9,2.2904,2.8,,,false,21.79590138815852,0.7423794735452571,15.28703966308148,-0.5270216147627522,0.452,0.9999999991794963,-117.0105163695809,2.1063299434756884,"2025-07-08T16:48:05.118000Z"
"XRPUSDT",1.206557658E9,2.2904,3.0,,,false,21.87281165131596,0.7428541758961408,15.3148461493696,-0.46276860875603454,0.452,0.9999999991758839,135.35430335896166,2.1112992748026755,"2025-07-08T16:48:05.118000Z"
"XRPUSDT",1.206557659E9,2.2904,3.0,,,false,21.94981224943897,0.7433283059632855,15.342642667243043,-0.464383830693117,0.452,0.9999999991721895,-3.406706406133765,2.1162686122421097,"2025-07-08T16:48:05.118000Z"
"XRPUSDT",1.20655766E9,2.2904,2.3,,,false,22.026903055380824,0.7438018633213533,15.370429196186272,-0.4659983474287318,0.452,0.9999999991684161,-3.409337238897726,2.121237955793529,"2025-07-08T16:48:05.118000Z"
"XRPUSDT",1.206557661E9,2.2904,3.0,,,false,22.104083964073375,0.7442748475495612,15.398205719739021,-0.46761226952218116,0.452,0.9999999991645632,-3.412211226502287,2.126207305456327,"2025-07-08T16:48:05.118000Z"
"XRPUSDT",1.206557662E9,2.2904,0.7,,,false,22.181354870814502,0.7447472582316749,15.42597222134655,-0.46922557718458596,0.452,0.9999999991606303,-3.4150533074029665,2.1311766612297607,"2025-07-08T16:48:05.118000Z"
"XRPUSDT",1.206557663E9,2.2903,2.5,,,true,22.247648255440666,0.7451177459056093,15.45162720618612,-0.4034856437738605,1.54,0.9999999991557167,177.44162096566478,2.1361528905437352,"2025-07-08T16:48:06.658000Z"
"XRPUSDT",1.206557664E9,2.2903,0.5,,,true,22.32515739817107,0.7455891317298694,15.479387281486288,-0.4726967730424927,0.242,0.9999999991506102,-146.824799785332,2.141120910484615,"2025-07-08T16:48:06.900000Z"
"XRPUSDT",1.206557665E9,2.2903,2.3,,,true,22.402670868567114,0.7460599428727027,15.507121088883357,-0.47378831099712193,0.242,0.9999999991461341,-2.3184199678461805,2.146088935147389,"2025-07-08T16:48:06.900000Z"
"XRPUSDT",1.206557666E9,2.2903,3.0,,,true,22.48027388965035,0.7465301789350332,15.534844815311736,-0.4753986130785809,0.242,0.9999999991416839,-3.4244546738472206,2.1510569645185456,"2025-07-08T16:48:06.900000Z"
"XRPUSDT",1.206557667E9,2.2903,3.0,,,true,22.55796635834557,0.7469998395223019,15.562558443758464,-0.4770082044166636,0.242,0.9999999991372587,-3.427137344956233,2.1560249985873865,"2025-07-08T16:48:06.900000Z"
"XRPUSDT",1.206557668E9,2.2903,3.0,,,true,22.635748171961414,0.7474689242444604,15.590261957134299,-0.47861706571279705,0.242,0.9999999991328574,-3.429788309305943,2.160993037343229,"2025-07-08T16:48:06.900000Z"
"XRPUSDT",1.206557669E9,2.2903,7.2,,,true,22.713619228159253,0.7479374327159639,15.617955338270201,-0.48022517754344424,0.242,0.9999999991284795,-3.432407156879415,2.165961080775416,"2025-07-08T16:48:06.900000Z"
"XRPUSDT",1.20655767E9,2.2904,4.4,,,false,22.80273703273455,0.7485058518273906,15.647739060771887,-0.5507793458584518,1.361,0.9999999991250407,-124.12349777952056,2.1709363654734424,"2025-07-08T16:48:08.261000Z"
