side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
SHORT,2.2892,2.2888,0.00039999999999995595,0.01747335313646496,neutral→bear,14,neutral→bull
LONG,2.2888,2.2889,9.999999999976694e-05,0.004369101712677688,neutral→bull,7,bear→neutral
LONG,2.289,2.2889,-0.00010000000000021103,-0.0043687199650594595,neutral→bull,0,bear→neutral
LONG,2.289,2.2889,-0.00010000000000021103,-0.0043687199650594595,neutral→bull,0,bear→neutral
LONG,2.289,2.2903,0.0012999999999996348,0.05679335954563717,neutral→bull,17,neutral→bear
SHORT,2.2903,2.2904,-0.00010000000000021103,-0.0043662402305466985,neutral→bear,14,bull→neutral
SHORT,2.2903,2.2904,-0.00010000000000021103,-0.0043662402305466985,neutral→bear,5,bull→neutral
SHORT,2.2903,2.2901,0.00019999999999997797,0.008732480461074008,neutral→bear,10,neutral→bull
LONG,2.2901,2.2901,0.0,0.0,neutral→bull,18,neutral→bear
SHORT,2.2901,2.2902,-0.00010000000000021103,-0.004366621544919918,neutral→bear,0,bull→neutral
LONG,2.2903,2.2906,0.000300000000000189,0.013098720691620706,neutral→bull,0,neutral→bear
SHORT,2.2906,2.2907,-0.00010000000000021103,-0.004365668383838777,neutral→bear,2,neutral→bull
LONG,2.2907,2.2906,-0.00010000000000021103,-0.004365477801554591,neutral→bull,0,neutral→bear
SHORT,2.2906,2.2907,-0.00010000000000021103,-0.004365668383838777,neutral→bear,0,neutral→bull
LONG,2.2907,2.2904,-0.000300000000000189,-0.013096433404644387,neutral→bull,1,bear→neutral
LONG,2.2905,2.2907,0.00019999999999997797,0.008731717965508751,neutral→bull,11,neutral→bear
SHORT,2.2907,2.2902,0.000500000000000167,0.021827389007734184,neutral→bear,10,neutral→bull
LONG,2.2902,2.2908,0.0005999999999999339,0.026198585276392187,neutral→bull,9,neutral→bear
SHORT,2.2908,2.2907,9.999999999976694e-05,0.004365287235889949,neutral→bear,8,neutral→bull
LONG,2.2907,2.2905,-0.00019999999999997797,-0.008730955603089795,neutral→bull,9,neutral→bear
SHORT,2.2905,2.2906,-9.999999999976694e-05,-0.004365858982744681,neutral→bear,1,bull→neutral
LONG,2.2907,2.2907,0.0,0.0,neutral→bull,11,neutral→bear
SHORT,2.2907,2.2908,-9.999999999976694e-05,-0.004365477801535205,neutral→bear,1,neutral→bull
LONG,2.2908,2.2908,0.0,0.0,neutral→bull,9,neutral→bear
SHORT,2.2908,2.2908,0.0,0.0,neutral→bear,26,neutral→bull
LONG,2.2908,2.2907,-9.999999999976694e-05,-0.004365287235889949,neutral→bull,0,neutral→bear
SHORT,2.2907,2.2905,0.00019999999999997797,0.008730955603089795,neutral→bear,13,neutral→bull
LONG,2.2905,2.2904,-0.00010000000000021103,-0.00436585898276407,neutral→bull,0,bear→neutral
LONG,2.2905,2.2904,-0.00010000000000021103,-0.00436585898276407,neutral→bull,2,bear→neutral
SHORT,2.2903,2.2902,9.999999999976694e-05,0.004366240230527309,neutral→bear,4,bull→neutral
SHORT,2.2901,2.2902,-0.00010000000000021103,-0.004366621544919918,neutral→bear,0,bull→neutral
SHORT,2.2901,2.2902,-0.00010000000000021103,-0.004366621544919918,neutral→bear,3,bull→neutral
SHORT,2.2901,2.2902,-0.00010000000000021103,-0.004366621544919918,neutral→bear,0,bull→neutral
LONG,2.2903,2.2905,0.00020000000000042206,0.008732480461093397,neutral→bull,18,neutral→bear
SHORT,2.2905,2.2906,-9.999999999976694e-05,-0.004365858982744681,neutral→bear,1,bull→neutral
LONG,2.2907,2.2907,0.0,0.0,neutral→bull,11,neutral→bear
SHORT,2.2907,2.2908,-9.999999999976694e-05,-0.004365477801535205,neutral→bear,1,bull→neutral
LONG,2.2909,2.2914,0.0004999999999997229,0.021825483434445975,neutral→bull,10,bear→neutral
