side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
SHORT,2.7882,2.7874,0.0007999999999999119,0.028692346316616886,neutral→bear,12,neutral→bull
LONG,2.7874,2.7875,0.00010000000000021103,0.0035875726483537004,neutral→bull,19,bear→neutral
SHORT,2.7874,2.7873,9.999999999976694e-05,0.003587572648337768,neutral→bear,0,bull→neutral
LONG,2.7874,2.7875,0.00010000000000021103,0.0035875726483537004,neutral→bull,1,neutral→bear
SHORT,2.7875,2.7873,0.00019999999999997797,0.007174887892375891,neutral→bear,15,bull→neutral
LONG,2.7874,2.7884,0.001000000000000334,0.03587572648347327,neutral→bull,0,bear→neutral
SHORT,2.7883,2.7883,0.0,0.0,neutral→bear,20,bull→neutral
LONG,2.7884,2.7885,9.999999999976694e-05,0.0035862860421663656,neutral→bull,7,bear→neutral
LONG,2.7886,2.7908,0.0021999999999997577,0.07889263429677106,neutral→bull,10,bear→neutral
SHORT,2.7907,2.7894,0.0013000000000000789,0.04658329451392407,neutral→bear,13,bull→neutral
LONG,2.7895,2.7902,0.000700000000000145,0.02509410288582703,neutral→bull,0,neutral→bear
SHORT,2.7902,2.79,0.00019999999999997797,0.007167944950181994,neutral→bear,11,neutral→bull
LONG,2.79,2.7899,-0.00010000000000021103,-0.0035842293906885674,neutral→bull,1,bear→neutral
LONG,2.79,2.7899,-0.00010000000000021103,-0.0035842293906885674,neutral→bull,0,bear→neutral
SHORT,2.7898,2.7894,0.00039999999999995595,0.014337945372426553,neutral→bear,7,neutral→bull
LONG,2.7894,2.7907,0.0013000000000000789,0.04660500466050329,neutral→bull,2,bear→neutral
SHORT,2.7906,2.7892,0.0013999999999998458,0.05016842256145079,neutral→bear,10,bull→neutral
SHORT,2.7891,2.7891,0.0,0.0,neutral→bear,2,neutral→bull
LONG,2.7891,2.7897,0.0005999999999999339,0.02151231580079359,neutral→bull,2,bear→neutral
SHORT,2.7896,2.7893,0.000300000000000189,0.01075422999713898,neutral→bear,0,bull→neutral
SHORT,2.7892,2.7887,0.000500000000000167,0.017926287107420297,neutral→bear,13,neutral→bull
LONG,2.7887,2.7898,0.001100000000000101,0.0394449026428121,neutral→bull,2,bear→neutral
LONG,2.7899,2.7898,-9.999999999976694e-05,-0.0035843578622806174,neutral→bull,0,neutral→bear
SHORT,2.7898,2.7897,0.00010000000000021103,0.003584486343114597,neutral→bear,13,bull→neutral
LONG,2.7898,2.7897,-0.00010000000000021103,-0.003584486343114597,neutral→bull,1,bear→neutral
LONG,2.7898,2.7898,0.0,0.0,neutral→bull,0,neutral→bear
SHORT,2.7898,2.7899,-9.999999999976694e-05,-0.003584486343098679,neutral→bear,4,neutral→bull
LONG,2.7899,2.7901,0.00019999999999997797,0.0071687157245771535,neutral→bull,13,neutral→bear
SHORT,2.7901,2.7914,-0.0013000000000000789,-0.04659331206767066,neutral→bear,3,bull→neutral
LONG,2.7915,2.7933,0.0017999999999998018,0.06448146157978871,neutral→bull,2,neutral→bear
SHORT,2.7933,2.7934,-0.00010000000000021103,-0.0035799949880145716,neutral→bear,8,bull→neutral
LONG,2.7935,2.7941,0.0005999999999999339,0.0214784320744562,neutral→bull,4,neutral→bear
SHORT,2.7941,2.7942,-0.00010000000000021103,-0.003578969972449484,neutral→bear,0,bull→neutral
LONG,2.7943,2.795,0.000700000000000145,0.025050996671801346,neutral→bull,0,bear→neutral
SHORT,2.7949,2.7933,0.0016000000000002679,0.057247128698710785,neutral→bear,13,bull→neutral
LONG,2.7934,2.7938,0.00039999999999995595,0.014319467315814275,neutral→bull,3,neutral→bear
SHORT,2.7938,2.793,0.0007999999999999119,0.028634834275893476,neutral→bear,17,neutral→bull
LONG,2.793,2.793,0.0,0.0,neutral→bull,4,neutral→bear
SHORT,2.793,2.7928,0.00019999999999997797,0.007160759040457499,neutral→bear,8,neutral→bull
LONG,2.7928,2.7927,-0.00010000000000021103,-0.003580635920947115,neutral→bull,0,bear→neutral
SHORT,2.7926,2.7921,0.000500000000000167,0.017904461791884513,neutral→bear,7,bull→neutral
SHORT,2.792,2.7911,0.0008999999999996788,0.03223495702004581,neutral→bear,6,bull→neutral
SHORT,2.791,2.7904,0.0005999999999999339,0.021497671085630023,neutral→bear,17,bull→neutral
LONG,2.7905,2.7904,-0.00010000000000021103,-0.003583587170765491,neutral→bull,6,bear→neutral
LONG,2.7905,2.7904,-0.00010000000000021103,-0.003583587170765491,neutral→bull,2,bear→neutral
SHORT,2.7903,2.7898,0.0004999999999997229,0.017919220155528902,neutral→bear,0,bull→neutral
LONG,2.7899,2.7902,0.000300000000000189,0.010753073586873689,neutral→bull,0,neutral→bear
SHORT,2.7902,2.7905,-0.000300000000000189,-0.010751917425280947,neutral→bear,12,bull→neutral
LONG,2.7906,2.7908,0.00019999999999997797,0.007166917508778685,neutral→bull,5,neutral→bear
SHORT,2.7908,2.7906,0.00019999999999997797,0.007166403898522932,neutral→bear,11,neutral→bull
LONG,2.7906,2.7911,0.000500000000000167,0.017917293771954668,neutral→bull,2,bear→neutral
SHORT,2.791,2.7904,0.0005999999999999339,0.021497671085630023,neutral→bear,14,neutral→bull
LONG,2.7904,2.7904,0.0,0.0,neutral→bull,11,neutral→bear
SHORT,2.7904,2.7905,-0.00010000000000021103,-0.003583715596337838,neutral→bear,1,bull→neutral
SHORT,2.7904,2.7898,0.0005999999999999339,0.021502293577979285,neutral→bear,11,neutral→bull
LONG,2.7898,2.7904,0.0005999999999999339,0.021506918058639826,neutral→bull,7,force
