side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
LONG,3.1821,3.182,-0.00010000000000021103,-0.0031425788001700457,neutral→bull,4,bear→neutral
LONG,3.1821,3.1819,-0.00019999999999997797,-0.0062851576003261364,neutral→bull,0,bear→neutral
SHORT,3.1818,3.1818,0.0,0.0,neutral→bear,14,neutral→bull
LONG,3.1818,3.1817,-9.999999999976694e-05,-0.0031428751021361162,neutral→bull,0,bear→neutral
SHORT,3.1816,3.1816,0.0,0.0,neutral→bear,18,neutral→bull
LONG,3.1816,3.1815,-9.999999999976694e-05,-0.0031430726678327555,neutral→bull,0,bear→neutral
LONG,3.1816,3.1812,-0.00039999999999995595,-0.012572290671358937,neutral→bull,5,bear→neutral
SHORT,3.1811,3.1799,0.0011999999999998678,0.03772280028920398,neutral→bear,4,neutral→bull
LONG,3.1799,3.18,0.00010000000000021103,0.003144752979660085,neutral→bull,13,neutral→bear
SHORT,3.18,3.1801,-9.999999999976694e-05,-0.003144654088042985,neutral→bear,0,bull→neutral
SHORT,3.18,3.1796,0.00039999999999995595,0.012578616352199872,neutral→bear,13,neutral→bull
LONG,3.1796,3.1796,0.0,0.0,neutral→bull,13,neutral→bear
SHORT,3.1796,3.1794,0.00020000000000042206,0.006290099383583533,neutral→bear,13,neutral→bull
LONG,3.1794,3.1794,0.0,0.0,neutral→bull,8,neutral→bear
SHORT,3.1794,3.1787,0.0006999999999997009,0.022016732716855412,neutral→bear,6,bull→neutral
LONG,3.179,3.179,0.0,0.0,neutral→bull,5,neutral→bear
SHORT,3.179,3.1785,0.0004999999999997229,0.015728216420249228,neutral→bear,5,bull→neutral
SHORT,3.1784,3.1785,-0.00010000000000021103,-0.003146237100434528,neutral→bear,16,neutral→bull
LONG,3.1785,3.1784,-0.00010000000000021103,-0.003146138115469908,neutral→bull,0,bear→neutral
SHORT,3.1783,3.1782,0.00010000000000021103,0.003146336091627947,neutral→bear,33,bull→neutral
LONG,3.1783,3.1784,9.999999999976694e-05,0.0031463360916139742,neutral→bull,2,bear→neutral
SHORT,3.1783,3.1765,0.0018000000000002458,0.05663404964919126,neutral→bear,2,bull→neutral
LONG,3.1766,3.1769,0.0002999999999997449,0.009444059686449189,neutral→bull,7,bear→neutral
LONG,3.177,3.1769,-0.00010000000000021103,-0.003147623544230753,neutral→bull,1,bear→neutral
SHORT,3.1768,3.1762,0.0005999999999999339,0.018886930244268886,neutral→bear,11,neutral→bull
LONG,3.1762,3.1767,0.0004999999999997229,0.015742081732879633,neutral→bull,3,neutral→bear
SHORT,3.1767,3.1775,-0.000800000000000356,-0.025183366386512925,neutral→bear,1,bull→neutral
LONG,3.1776,3.1775,-9.999999999976694e-05,-0.0031470292044236824,neutral→bull,7,bear→neutral
LONG,3.1776,3.1778,0.00019999999999997797,0.006294058408861341,neutral→bull,9,neutral→bear
SHORT,3.1778,3.1779,-0.00010000000000021103,-0.0031468311410476125,neutral→bear,9,bull→neutral
SHORT,3.1778,3.1772,0.0005999999999999339,0.01888098684624375,neutral→bear,24,bull→neutral
LONG,3.1773,3.1778,0.000500000000000167,0.01573663173134948,neutral→bull,1,bear→neutral
LONG,3.1779,3.1788,0.0008999999999996788,0.028320589068242513,neutral→bull,14,neutral→bear
SHORT,3.1788,3.1815,-0.0027000000000003688,-0.08493771234429247,neutral→bear,5,bull→neutral
LONG,3.1816,3.1816,0.0,0.0,neutral→bull,9,neutral→bear
SHORT,3.1816,3.1809,0.000700000000000145,0.02200150867488512,neutral→bear,3,bull→neutral
SHORT,3.1808,3.1809,-9.999999999976694e-05,-0.00314386317906712,neutral→bear,0,bull→neutral
LONG,3.181,3.1814,0.00039999999999995595,0.012574662055955862,neutral→bull,6,neutral→bear
SHORT,3.1814,3.1797,0.0017000000000000348,0.05343559439240696,neutral→bear,8,bull→neutral
LONG,3.1798,3.1798,0.0,0.0,neutral→bull,6,neutral→bear
SHORT,3.1798,3.1799,-9.999999999976694e-05,-0.0031448518774692415,neutral→bear,34,bull→neutral
LONG,3.18,3.1802,0.00019999999999997797,0.006289308176099936,neutral→bull,8,neutral→bear
SHORT,3.1802,3.1803,-9.999999999976694e-05,-0.0031444563234943376,neutral→bear,7,bull→neutral
SHORT,3.1802,3.1803,-9.999999999976694e-05,-0.0031444563234943376,neutral→bear,1,bull→neutral
SHORT,3.1802,3.1803,-9.999999999976694e-05,-0.0031444563234943376,neutral→bear,0,bull→neutral
