side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
SHORT,2.3207,2.3208,-0.00010000000000021103,-0.004309044684802475,neutral→bear,1,bull→neutral
LONG,2.3209,2.3216,0.000700000000000145,0.030160713516314577,neutral→bull,2,bear→neutral
SHORT,2.3215,2.3212,0.0002999999999997449,0.012922679302164331,neutral→bear,25,bull→neutral
LONG,2.3213,2.3212,-9.999999999976694e-05,-0.004307930900778311,neutral→bull,1,bear→neutral
SHORT,2.3211,2.3207,0.00039999999999995595,0.01723320839257059,neutral→bear,9,neutral→bull
LONG,2.3207,2.3206,-9.999999999976694e-05,-0.004309044684783339,neutral→bull,1,bear→neutral
LONG,2.3207,2.3206,-9.999999999976694e-05,-0.004309044684783339,neutral→bull,4,bear→neutral
SHORT,2.3205,2.3204,0.00010000000000021103,0.00430941607413105,neutral→bear,5,neutral→bull
LONG,2.3204,2.3175,-0.0028999999999999027,-0.12497845199103184,neutral→bull,9,neutral→bear
SHORT,2.3175,2.3176,-0.00010000000000021103,-0.004314994606265848,neutral→bear,1,bull→neutral
LONG,2.3178,2.3178,0.0,0.0,neutral→bull,5,neutral→bear
SHORT,2.3178,2.3179,-9.999999999976694e-05,-0.004314436103191256,neutral→bear,2,bull→neutral
LONG,2.318,2.3184,0.00039999999999995595,0.01725625539257791,neutral→bull,6,neutral→bear
SHORT,2.3184,2.3169,0.0015000000000000568,0.06469979296066497,neutral→bear,7,bull→neutral
LONG,2.317,2.317,0.0,0.0,neutral→bull,1,neutral→bear
SHORT,2.317,2.3171,-9.999999999976694e-05,-0.004315925766066765,neutral→bear,5,bull→neutral
SHORT,2.317,2.3171,-9.999999999976694e-05,-0.004315925766066765,neutral→bear,0,bull→neutral
LONG,2.3172,2.3183,0.0010999999999996568,0.047471085793183876,neutral→bull,0,neutral→bear
SHORT,2.3183,2.3177,0.0005999999999999339,0.025881033515935556,neutral→bear,4,neutral→bull
LONG,2.3177,2.3176,-9.999999999976694e-05,-0.004314622254811535,neutral→bull,5,bear→neutral
LONG,2.3177,2.318,0.000300000000000189,0.012943866764472928,neutral→bull,1,bear→neutral
SHORT,2.3179,2.3179,0.0,0.0,neutral→bear,10,neutral→bull
LONG,2.3179,2.3181,0.00019999999999997797,0.0086284999352853,neutral→bull,7,bear→neutral
LONG,2.3182,2.3181,-0.00010000000000021103,-0.004313691657329438,neutral→bull,0,bear→neutral
SHORT,2.318,2.3174,0.0005999999999999339,0.025884383088866866,neutral→bear,6,neutral→bull
LONG,2.3174,2.3187,0.0013000000000000789,0.05609735047898847,neutral→bull,5,bear→neutral
SHORT,2.3186,2.3186,0.0,0.0,neutral→bear,5,neutral→bull
LONG,2.3186,2.319,0.00039999999999995595,0.017251789873197445,neutral→bull,7,neutral→bear
SHORT,2.319,2.319,0.0,0.0,neutral→bear,10,neutral→bull
LONG,2.319,2.3187,-0.0002999999999997449,-0.0129366106080097,neutral→bull,6,bear→neutral
LONG,2.3188,2.3192,0.00039999999999995595,0.017250301880281003,neutral→bull,10,neutral→bear
SHORT,2.3192,2.3185,0.000700000000000145,0.030182821662648542,neutral→bear,16,bull→neutral
SHORT,2.3184,2.3171,0.0013000000000000789,0.056073153899244256,neutral→bear,4,bull→neutral
SHORT,2.317,2.3168,0.00019999999999997797,0.008631851532152696,neutral→bear,4,force
