side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
SHORT,2.2824,2.2824,0.0,0.0,neutral→bear,23,neutral→bull
LONG,2.2824,2.2846,0.002200000000000202,0.09638976515949009,neutral→bull,14,neutral→bear
SHORT,2.2846,2.284,0.000600000000000378,0.026262803116535848,neutral→bear,18,neutral→bull
LONG,2.284,2.2841,0.00010000000000021103,0.004378283712793828,neutral→bull,2,neutral→bear
SHORT,2.2841,2.2843,-0.00019999999999997797,-0.008756184054987872,neutral→bear,10,bull→neutral
SHORT,2.2842,2.2843,-0.00010000000000021103,-0.004377900358997068,neutral→bear,2,bull→neutral
SHORT,2.2842,2.2843,-0.00010000000000021103,-0.004377900358997068,neutral→bear,0,bull→neutral
LONG,2.2844,2.2845,9.999999999976694e-05,0.004377517072306379,neutral→bull,0,bear→neutral
SHORT,2.2844,2.2845,-9.999999999976694e-05,-0.004377517072306379,neutral→bear,1,bull→neutral
SHORT,2.2844,2.2844,0.0,0.0,neutral→bear,3,bull→neutral
SHORT,2.2843,2.2844,-0.00010000000000021103,-0.0043777087072718575,neutral→bear,0,bull→neutral
LONG,2.2845,2.2845,0.0,0.0,neutral→bull,7,neutral→bear
SHORT,2.2845,2.2841,0.00039999999999995595,0.017509301816588135,neutral→bear,13,neutral→bull
LONG,2.2841,2.2841,0.0,0.0,neutral→bull,6,neutral→bear
SHORT,2.2841,2.2832,0.0009000000000001229,0.03940282824745515,neutral→bear,7,bull→neutral
LONG,2.2833,2.284,0.0006999999999997009,0.03065738185957609,neutral→bull,20,neutral→bear
SHORT,2.284,2.2834,0.0005999999999999339,0.026269702276704637,neutral→bear,9,neutral→bull
LONG,2.2834,2.284,0.0005999999999999339,0.026276605062623016,neutral→bull,15,bear→neutral
SHORT,2.2839,2.2837,0.00019999999999997797,0.008756950829720125,neutral→bear,11,neutral→bull
LONG,2.2837,2.2836,-0.00010000000000021103,-0.0043788588693878805,neutral→bull,10,bear→neutral
LONG,2.2837,2.2838,9.999999999976694e-05,0.004378858869368434,neutral→bull,3,bear→neutral
LONG,2.2839,2.2838,-0.00010000000000021103,-0.004378475414869786,neutral→bull,5,bear→neutral
LONG,2.2839,2.2847,0.0007999999999999119,0.0350278033188805,neutral→bull,13,neutral→bear
SHORT,2.2847,2.2839,0.0007999999999999119,0.03501553814504801,neutral→bear,9,neutral→bull
LONG,2.2839,2.2841,0.00019999999999997797,0.008756950829720125,neutral→bull,18,neutral→bear
SHORT,2.2841,2.2833,0.0007999999999999119,0.03502473621995149,neutral→bear,13,bull→neutral
LONG,2.2834,2.2836,0.00019999999999997797,0.008758868354207671,neutral→bull,10,bear→neutral
SHORT,2.2835,2.2832,0.000300000000000189,0.013137727173207313,neutral→bear,28,bull→neutral
LONG,2.2833,2.2833,0.0,0.0,neutral→bull,7,neutral→bear
SHORT,2.2833,2.2829,0.00039999999999995595,0.017518503919763322,neutral→bear,14,neutral→bull
LONG,2.2829,2.2839,0.0009999999999998899,0.04380393359323185,neutral→bull,16,neutral→bear
SHORT,2.2839,2.284,-9.999999999976694e-05,-0.004378475414850341,neutral→bear,8,bull→neutral
SHORT,2.2839,2.2827,0.0011999999999998678,0.052541704978320766,neutral→bear,9,neutral→bull
LONG,2.2827,2.2826,-0.00010000000000021103,-0.004380777149875631,neutral→bull,0,bear→neutral
SHORT,2.2825,2.2826,-9.999999999976694e-05,-0.004381161007656821,neutral→bear,9,neutral→bull
LONG,2.2826,2.2833,0.000700000000000145,0.030666783492514893,neutral→bull,4,bear→neutral
SHORT,2.2832,2.2831,9.999999999976694e-05,0.00437981779956933,neutral→bear,0,bull→neutral
SHORT,2.283,2.2831,-0.00010000000000021103,-0.00438020148927775,neutral→bear,5,bull→neutral
LONG,2.2832,2.284,0.0007999999999999119,0.03503854239663244,neutral→bull,5,neutral→bear
SHORT,2.284,2.2836,0.00039999999999995595,0.01751313485113643,neutral→bear,10,neutral→bull
LONG,2.2836,2.2835,-9.999999999976694e-05,-0.004379050621814983,neutral→bull,3,neutral→bear
SHORT,2.2835,2.2835,0.0,0.0,neutral→bear,9,bull→neutral
SHORT,2.2834,2.2824,0.0009999999999998899,0.04379434177103836,neutral→bear,17,neutral→bull
LONG,2.2824,2.2823,-9.999999999976694e-05,-0.0043813529617843915,neutral→bull,4,bear→neutral
SHORT,2.2822,2.2822,0.0,0.0,neutral→bear,0,bull→neutral
SHORT,2.2821,2.2834,-0.0013000000000000789,-0.05696507602647031,neutral→bear,0,force
