side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
SHORT,2.9245,2.9217,0.0028000000000001357,0.09574286202770167,neutral→bear,1,neutral→bull
LONG,2.9217,2.9219,0.00019999999999997797,0.0068453297737610976,neutral→bull,3,bear→neutral
LONG,2.922,2.9231,0.0010999999999996568,0.03764544832305465,neutral→bull,1,bear→neutral
LONG,2.9232,2.9238,0.0005999999999999339,0.020525451559932056,neutral→bull,1,neutral→bear
SHORT,2.9238,2.9239,-0.00010000000000021103,-0.0034202065804846784,neutral→bear,13,bull→neutral
LONG,2.924,2.9247,0.000700000000000145,0.023939808481537105,neutral→bull,2,neutral→bear
SHORT,2.9247,2.9248,-9.999999999976694e-05,-0.0034191541012673758,neutral→bear,0,bull→neutral
LONG,2.9249,2.9257,0.0007999999999999119,0.027351362439738517,neutral→bull,7,neutral→bear
SHORT,2.9257,2.9258,-0.00010000000000021103,-0.0034179854393892413,neutral→bear,0,bull→neutral
SHORT,2.9257,2.9249,0.0007999999999999119,0.027343883515053215,neutral→bear,4,neutral→bull
LONG,2.9249,2.9249,0.0,0.0,neutral→bull,6,neutral→bear
SHORT,2.9249,2.9235,0.0013999999999998458,0.047864884269542406,neutral→bear,1,neutral→bull
LONG,2.9235,2.9234,-0.00010000000000021103,-0.0034205575508880117,neutral→bull,0,bear→neutral
LONG,2.9235,2.9234,-0.00010000000000021103,-0.0034205575508880117,neutral→bull,5,bear→neutral
SHORT,2.9233,2.9229,0.00039999999999995595,0.013683166284676767,neutral→bear,4,neutral→bull
LONG,2.9229,2.9239,0.001000000000000334,0.034212597078255635,neutral→bull,6,bear→neutral
LONG,2.924,2.9248,0.0007999999999999119,0.02735978112174801,neutral→bull,1,neutral→bear
SHORT,2.9248,2.9244,0.00039999999999995595,0.013676148796497402,neutral→bear,9,neutral→bull
LONG,2.9244,2.9247,0.000300000000000189,0.010258514567097149,neutral→bull,1,bear→neutral
SHORT,2.9246,2.9247,-0.00010000000000021103,-0.0034192710114275813,neutral→bear,1,bull→neutral
SHORT,2.9246,2.9228,0.0017999999999998018,0.0615468782055598,neutral→bear,5,neutral→bull
LONG,2.9228,2.9225,-0.000300000000000189,-0.010264130286033565,neutral→bull,4,neutral→bear
SHORT,2.9225,2.9211,0.0013999999999998458,0.04790419161676119,neutral→bear,3,neutral→bull
LONG,2.9211,2.9234,0.0022999999999999687,0.07873746191503093,neutral→bull,7,neutral→bear
SHORT,2.9234,2.9214,0.0019999999999997797,0.06841349114044536,neutral→bear,9,bull→neutral
SHORT,2.9213,2.9214,-0.00010000000000021103,-0.00342313353644648,neutral→bear,20,bull→neutral
LONG,2.9215,2.9216,0.00010000000000021103,0.0034228991956259123,neutral→bull,1,bear→neutral
SHORT,2.9215,2.9213,0.00019999999999997797,0.006845798391236624,neutral→bear,12,neutral→bull
LONG,2.9213,2.9217,0.00039999999999995595,0.01369253414575552,neutral→bull,5,neutral→bear
SHORT,2.9217,2.9205,0.0011999999999998678,0.041071978642566585,neutral→bear,5,neutral→bull
LONG,2.9205,2.9205,0.0,0.0,neutral→bull,4,neutral→bear
SHORT,2.9205,2.9205,0.0,0.0,neutral→bear,8,neutral→bull
LONG,2.9205,2.9211,0.0005999999999999339,0.020544427324086078,neutral→bull,3,neutral→bear
SHORT,2.9211,2.9212,-9.999999999976694e-05,-0.003423367909341239,neutral→bear,0,bull→neutral
SHORT,2.9211,2.9211,0.0,0.0,neutral→bear,4,neutral→bull
LONG,2.9211,2.9215,0.00039999999999995595,0.013693471637395363,neutral→bull,2,bear→neutral
LONG,2.9216,2.9215,-0.00010000000000021103,-0.0034227820372470913,neutral→bull,26,bear→neutral
LONG,2.9216,2.9234,0.0017999999999998018,0.06161007667031084,neutral→bull,0,force
