side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
SHORT,2.2834,2.2833,9.999999999976694e-05,0.004379434177094112,neutral→bear,24,bull→neutral
LONG,2.2834,2.2837,0.000300000000000189,0.013138302531321233,neutral→bull,1,bear→neutral
SHORT,2.2836,2.2835,9.999999999976694e-05,0.004379050621814983,neutral→bear,10,bull→neutral
LONG,2.2836,2.2845,0.0009000000000001229,0.03941145559643208,neutral→bull,0,neutral→bear
SHORT,2.2845,2.2846,-0.00010000000000021103,-0.0043773254541567535,neutral→bear,8,bull→neutral
SHORT,2.2845,2.2846,-0.00010000000000021103,-0.0043773254541567535,neutral→bear,0,bull→neutral
LONG,2.2847,2.2861,0.0013999999999998458,0.061277191753834025,neutral→bull,13,neutral→bear
SHORT,2.2861,2.2864,-0.000300000000000189,-0.01312278552995009,neutral→bear,3,bull→neutral
SHORT,2.2863,2.2864,-9.999999999976694e-05,-0.004373879193446483,neutral→bear,2,bull→neutral
SHORT,2.2863,2.2864,-9.999999999976694e-05,-0.004373879193446483,neutral→bear,8,bull→neutral
SHORT,2.2863,2.2859,0.00040000000000040004,0.017495516773844203,neutral→bear,11,neutral→bull
LONG,2.2859,2.2867,0.000800000000000356,0.03499715648105149,neutral→bull,8,neutral→bear
SHORT,2.2867,2.2878,-0.0010999999999996568,-0.04810425503999898,neutral→bear,5,neutral→bull
LONG,2.2878,2.2881,0.000300000000000189,0.013113034356158276,neutral→bull,20,bear→neutral
SHORT,2.288,2.2878,0.00019999999999997797,0.008741258741257779,neutral→bear,14,neutral→bull
LONG,2.2878,2.2877,-9.999999999976694e-05,-0.004371011452039817,neutral→bull,4,bear→neutral
LONG,2.2878,2.288,0.00019999999999997797,0.008742022904099046,neutral→bull,9,neutral→bear
SHORT,2.288,2.2878,0.00019999999999997797,0.008741258741257779,neutral→bear,6,neutral→bull
LONG,2.2878,2.2871,-0.0006999999999997009,-0.030597080164336956,neutral→bull,3,bear→neutral
SHORT,2.287,2.2865,0.0004999999999997229,0.021862702229983513,neutral→bear,3,bull→neutral
LONG,2.2866,2.2868,0.00019999999999997797,0.008746610688357297,neutral→bull,6,neutral→bear
SHORT,2.2868,2.2869,-0.00010000000000021103,-0.004372922861649949,neutral→bear,8,neutral→bull
LONG,2.2869,2.2871,0.00019999999999997797,0.008745463290916872,neutral→bull,8,bear→neutral
LONG,2.2872,2.2871,-9.999999999976694e-05,-0.004372158097226607,neutral→bull,8,bear→neutral
LONG,2.2872,2.2875,0.000300000000000189,0.013116474291718652,neutral→bull,6,bear→neutral
SHORT,2.2874,2.2874,0.0,0.0,neutral→bear,4,neutral→bull
LONG,2.2874,2.2874,0.0,0.0,neutral→bull,5,neutral→bear
SHORT,2.2874,2.2872,0.00019999999999997797,0.008743551630671417,neutral→bear,9,neutral→bull
LONG,2.2872,2.2875,0.000300000000000189,0.013116474291718652,neutral→bull,1,bear→neutral
SHORT,2.2874,2.2873,9.999999999976694e-05,0.004371775815326001,neutral→bear,6,bull→neutral
SHORT,2.2872,2.2866,0.0005999999999999339,0.02623294858341789,neutral→bear,5,neutral→bull
LONG,2.2866,2.2868,0.00019999999999997797,0.008746610688357297,neutral→bull,6,neutral→bear
SHORT,2.2868,2.2865,0.0002999999999997449,0.013118768584911006,neutral→bear,0,bull→neutral
SHORT,2.2864,2.2865,-0.00010000000000021103,-0.0043736878936411405,neutral→bear,2,neutral→bull
LONG,2.2865,2.2864,-0.00010000000000021103,-0.004373496610549356,neutral→bull,5,bear→neutral
LONG,2.2865,2.2868,0.0002999999999997449,0.013120489831609222,neutral→bull,2,bear→neutral
LONG,2.2869,2.2868,-0.00010000000000021103,-0.004372731645468146,neutral→bull,0,bear→neutral
SHORT,2.2867,2.2865,0.00019999999999997797,0.00874622818909249,neutral→bear,16,bull→neutral
SHORT,2.2864,2.2871,-0.000700000000000145,-0.03061581525542971,neutral→bear,1,bull→neutral
LONG,2.2872,2.2877,0.000500000000000167,0.021860790486191283,neutral→bull,0,bear→neutral
SHORT,2.2876,2.2876,0.0,0.0,neutral→bear,9,neutral→bull
LONG,2.2876,2.2875,-9.999999999976694e-05,-0.004371393600269582,neutral→bull,4,bear→neutral
LONG,2.2876,2.2876,0.0,0.0,neutral→bull,5,neutral→bear
SHORT,2.2876,2.2876,0.0,0.0,neutral→bear,13,neutral→bull
LONG,2.2876,2.2875,-9.999999999976694e-05,-0.004371393600269582,neutral→bull,2,bear→neutral
LONG,2.2876,2.2872,-0.00039999999999995595,-0.01748557440111715,neutral→bull,6,bear→neutral
LONG,2.2873,2.2869,-0.00039999999999995595,-0.017487867791717567,neutral→bull,2,bear→neutral
LONG,2.287,2.2864,-0.0005999999999999339,-0.026235242675991862,neutral→bull,7,neutral→bear
SHORT,2.2864,2.2861,0.000300000000000189,0.013121063680903997,neutral→bear,12,bull→neutral
LONG,2.2862,2.2863,0.00010000000000021103,0.004374070510025852,neutral→bull,36,bear→neutral
SHORT,2.2862,2.286,0.00019999999999997797,0.008748141020032279,neutral→bear,5,force
