side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
LONG,2.2704,2.2703,-9.999999999976694e-05,-0.0044045102184534415,neutral→bull,2,bear→neutral
LONG,2.2704,2.2703,-9.999999999976694e-05,-0.0044045102184534415,neutral→bull,0,bear→neutral
LONG,2.2704,2.2706,0.00019999999999997797,0.008809020436926444,neutral→bull,3,neutral→bear
SHORT,2.2706,2.2708,-0.00019999999999997797,-0.008808244516866818,neutral→bear,0,bull→neutral
LONG,2.2709,2.2709,0.0,0.0,neutral→bull,15,neutral→bear
SHORT,2.2709,2.2718,-0.0008999999999996788,-0.03963186401865687,neutral→bear,10,neutral→bull
LONG,2.2718,2.2732,0.00140000000000029,0.06162514305838058,neutral→bull,4,neutral→bear
SHORT,2.2732,2.2732,0.0,0.0,neutral→bear,0,neutral→bull
LONG,2.2732,2.2727,-0.000500000000000167,-0.02199542495161741,neutral→bull,8,neutral→bear
SHORT,2.2727,2.2725,0.00019999999999997797,0.008800105601266246,neutral→bear,10,neutral→bull
LONG,2.2725,2.2724,-9.999999999976694e-05,-0.0044004400439941445,neutral→bull,2,bear→neutral
SHORT,2.2723,2.2722,9.999999999976694e-05,0.0044008273555325855,neutral→bear,4,neutral→bull
LONG,2.2722,2.2719,-0.000300000000000189,-0.013203063110649985,neutral→bull,0,bear→neutral
LONG,2.272,2.2723,0.000300000000000189,0.013204225352120996,neutral→bull,6,neutral→bear
SHORT,2.2723,2.2724,-0.00010000000000021103,-0.004400827355552129,neutral→bear,0,bull→neutral
LONG,2.2725,2.2727,0.00019999999999997797,0.008800880088007832,neutral→bull,7,neutral→bear
SHORT,2.2727,2.2731,-0.00039999999999995595,-0.017600211202532492,neutral→bear,11,neutral→bull
LONG,2.2731,2.273,-9.999999999976694e-05,-0.004399278518312742,neutral→bull,4,bear→neutral
LONG,2.2731,2.273,-9.999999999976694e-05,-0.004399278518312742,neutral→bull,0,bear→neutral
SHORT,2.2729,2.273,-0.00010000000000021103,-0.004399665625421754,neutral→bear,24,bull→neutral
LONG,2.2731,2.2731,0.0,0.0,neutral→bull,31,neutral→bear
SHORT,2.2731,2.2732,-0.00010000000000021103,-0.0043992785183322785,neutral→bear,10,bull→neutral
LONG,2.2733,2.2732,-9.999999999976694e-05,-0.004398891479336952,neutral→bull,22,bear→neutral
SHORT,2.2731,2.2732,-0.00010000000000021103,-0.0043992785183322785,neutral→bear,21,bull→neutral
LONG,2.2733,2.2733,0.0,0.0,neutral→bull,6,neutral→bear
SHORT,2.2733,2.2733,0.0,0.0,neutral→bear,13,neutral→bull
LONG,2.2733,2.2741,0.0007999999999999119,0.03519113183477376,neutral→bull,16,neutral→bear
SHORT,2.2741,2.2731,0.0009999999999998899,0.04397344004220966,neutral→bear,14,neutral→bull
LONG,2.2731,2.273,-9.999999999976694e-05,-0.004399278518312742,neutral→bull,0,bear→neutral
SHORT,2.2729,2.2714,0.0015000000000000568,0.06599498438118953,neutral→bear,3,bull→neutral
SHORT,2.2713,2.271,0.000300000000000189,0.01320829480914846,neutral→bear,11,force
