side,entry,exit,pnl,pnl_pct,entry_transition,nn_count,close_reason
LONG,3.1779,3.1779,0.0,0.0,neutral→bull,6,neutral→bear
SHORT,3.1779,3.1781,-0.00019999999999997797,-0.006293464237388777,neutral→bear,1,bull→neutral
SHORT,3.178,3.1781,-0.00010000000000021103,-0.0031466331025868798,neutral→bear,1,bull→neutral
SHORT,3.178,3.1781,-0.00010000000000021103,-0.0031466331025868798,neutral→bear,6,bull→neutral
SHORT,3.178,3.1757,0.0022999999999999687,0.07237256135934451,neutral→bear,13,bull→neutral
LONG,3.1758,3.1767,0.0008999999999996788,0.02833931607782854,neutral→bull,7,bear→neutral
LONG,3.1768,3.1767,-0.00010000000000021103,-0.0031478217073851373,neutral→bull,7,bear→neutral
SHORT,3.1766,3.1766,0.0,0.0,neutral→bear,7,neutral→bull
LONG,3.1766,3.1765,-0.00010000000000021103,-0.0031480198954923827,neutral→bull,0,bear→neutral
LONG,3.1766,3.1765,-0.00010000000000021103,-0.0031480198954923827,neutral→bull,7,neutral→bear
SHORT,3.1765,3.1752,0.0013000000000000789,0.040925546985678546,neutral→bear,12,bull→neutral
LONG,3.1753,3.176,0.000700000000000145,0.022045161087145937,neutral→bull,4,bear→neutral
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,neutral→bull,0,bear→neutral
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,neutral→bull,5,neutral→bear
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,neutral→bear,1,bull→neutral
SHORT,3.176,3.176,0.0,0.0,neutral→bear,2,bull→neutral
SHORT,3.1759,3.176,-0.00010000000000021103,-0.003148713750439593,neutral→bear,1,bull→neutral
SHORT,3.1759,3.176,-0.00010000000000021103,-0.003148713750439593,neutral→bear,0,bull→neutral
SHORT,3.1759,3.1761,-0.00019999999999997797,-0.006297427500865202,neutral→bear,1,bull→neutral
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,neutral→bear,0,bull→neutral
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,neutral→bear,3,neutral→bull
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,neutral→bull,7,neutral→bear
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,neutral→bear,9,bull→neutral
SHORT,3.176,3.1774,-0.0013999999999998458,-0.04408060453400018,neutral→bear,9,bull→neutral
SHORT,3.1773,3.1769,0.00039999999999995595,0.012589305385073992,neutral→bear,3,bull→neutral
SHORT,3.1768,3.1769,-9.999999999976694e-05,-0.0031478217073711576,neutral→bear,16,neutral→bull
LONG,3.1769,3.1774,0.000500000000000167,0.015738613113417704,neutral→bull,8,bear→neutral
LONG,3.1775,3.1776,9.999999999976694e-05,0.0031471282454686687,neutral→bull,0,neutral→bear
SHORT,3.1776,3.1777,-0.00010000000000021103,-0.0031470292044376586,neutral→bear,0,bull→neutral
LONG,3.1778,3.1778,0.0,0.0,neutral→bull,7,neutral→bear
SHORT,3.1778,3.1779,-0.00010000000000021103,-0.0031468311410476125,neutral→bear,11,bull→neutral
LONG,3.178,3.1782,0.00019999999999997797,0.0062932662051597855,neutral→bull,3,bear→neutral
SHORT,3.1781,3.1774,0.000700000000000145,0.022025738648882822,neutral→bear,6,bull→neutral
SHORT,3.1773,3.1774,-0.00010000000000021103,-0.003147326346275487,neutral→bear,1,bull→neutral
LONG,3.1775,3.1776,9.999999999976694e-05,0.0031471282454686687,neutral→bull,0,neutral→bear
SHORT,3.1776,3.1777,-0.00010000000000021103,-0.0031470292044376586,neutral→bear,0,bull→neutral
SHORT,3.1776,3.1766,0.0009999999999998899,0.03147029204430671,neutral→bear,6,neutral→bull
LONG,3.1766,3.1771,0.0004999999999997229,0.015740099477419972,neutral→bull,0,bear→neutral
LONG,3.1772,3.1774,0.00019999999999997797,0.006294850812035061,neutral→bull,1,neutral→bear
SHORT,3.1774,3.1775,-0.00010000000000021103,-0.0031472272927617244,neutral→bear,8,neutral→bull
