trade_id_open,trade_id_close,timestamp_open,timestamp_close,inner_length,total_length,binary_code_str,binary_code_int
1601283941.0,1601283944.0,2026-04-01 18:22:35.513000,2026-04-01 18:22:39.818000,2,4,0000 0010 1000 0000,640
1601283951.0,1601283954.0,2026-04-01 18:22:39.818000,2026-04-01 18:22:39.833000,2,4,0000 0010 1000 0000,640
1601283957.0,1601283961.0,2026-04-01 18:22:39.944000,2026-04-01 18:22:44.480000,3,5,0000 0001 0110 1000 0000,5760
1601283963.0,1601283966.0,2026-04-01 18:22:45.815000,2026-04-01 18:22:47.145000,2,4,0000 0001 0100 0000,320
1601283980.0,1601283983.0,2026-04-01 18:22:47.146000,2026-04-01 18:22:51.730000,2,4,0000 0001 0100 0000,320
1601283984.0,1601283990.0,2026-04-01 18:22:51.730000,2026-04-01 18:22:58.308000,5,7,0000 0010 1000 0001 0110 1000 0000,2627200
1601284000.0,1601284003.0,2026-04-01 18:22:58.308000,2026-04-01 18:22:58.678000,2,4,0000 0010 1000 0000,640
1601284010.0,1601284013.0,2026-04-01 18:22:58.678000,2026-04-01 18:23:00.389000,2,4,0000 0010 1000 0000,640
1601284033.0,1601284036.0,2026-04-01 18:23:02.268000,2026-04-01 18:23:02.334000,2,4,0000 0001 0100 0000,320
1601284047.0,1601284050.0,2026-04-01 18:23:02.695000,2026-04-01 18:23:03.081000,2,4,0000 0001 0100 0000,320
1601284053.0,1601284057.0,2026-04-01 18:23:03.081000,2026-04-01 18:23:10.329000,3,5,0000 0010 1001 0100 0000,10560
1601284065.0,1601284072.0,2026-04-01 18:23:10.329000,2026-04-01 18:23:19.518000,6,8,0000 0001 0110 1001 0100 0010 1000 0000,23675520
1601284082.0,1601284085.0,2026-04-01 18:23:21.396000,2026-04-01 18:23:23.384000,2,4,0000 0010 1000 0000,640
1601284089.0,1601284093.0,2026-04-01 18:23:26.729000,2026-04-01 18:23:27.382000,3,5,0000 0001 0110 1000 0000,5760
1601284096.0,1601284099.0,2026-04-01 18:23:27.382000,2026-04-01 18:23:28.232000,2,4,0000 0001 0100 0000,320
1601284114.0,1601284117.0,2026-04-01 18:23:28.574000,2026-04-01 18:23:28.899000,2,4,0000 0001 0100 0000,320
1601284129.0,1601284132.0,2026-04-01 18:23:28.899000,2026-04-01 18:23:28.923000,2,4,0000 0001 0100 0000,320
1601284148.0,1601284151.0,2026-04-01 18:23:29.026000,2026-04-01 18:23:29.423000,2,4,0000 0001 0100 0000,320
1601284153.0,1601284156.0,2026-04-01 18:23:29.423000,2026-04-01 18:23:31.240000,2,4,0000 0010 1000 0000,640
1601284181.0,1601284184.0,2026-04-01 18:23:31.869000,2026-04-01 18:23:32.568000,2,4,0000 0001 0100 0000,320
1601284194.0,1601284197.0,2026-04-01 18:23:32.568000,2026-04-01 18:23:33.752000,2,4,0000 0001 0100 0000,320
1601284203.0,1601284207.0,2026-04-01 18:23:33.752000,2026-04-01 18:23:34.939000,3,5,0000 0010 1001 0100 0000,10560
1601284216.0,1601284219.0,2026-04-01 18:23:34.939000,2026-04-01 18:23:35.864000,2,4,0000 0001 0100 0000,320
1601284237.0,1601284240.0,2026-04-01 18:23:38.947000,2026-04-01 18:23:39.418000,2,4,0000 0010 1000 0000,640
1601284246.0,1601284249.0,2026-04-01 18:23:39.418000,2026-04-01 18:23:40.659000,2,4,0000 0010 1000 0000,640
1601284253.0,1601284264.0,2026-04-01 18:23:41.149000,2026-04-01 18:23:51.300000,10,12,0000 0001 0110 1001 0100 0010 1000 0001 0100 0010 1000 0000,1551598961280
1601284270.0,1601284273.0,2026-04-01 18:23:51.300000,2026-04-01 18:23:51.303000,2,4,0000 0010 1000 0000,640
1601284284.0,1601284287.0,2026-04-01 18:23:52.699000,2026-04-01 18:23:52.785000,2,4,0000 0010 1000 0000,640
1601284293.0,1601284296.0,2026-04-01 18:23:52.789000,2026-04-01 18:23:53.130000,2,4,0000 0010 1000 0000,640
1601284304.0,1601284309.0,2026-04-01 18:24:02.497000,2026-04-01 18:24:05.218000,4,6,0000 0001 0100 0010 1000 0000,82560
1601284313.0,1601284316.0,2026-04-01 18:24:05.218000,2026-04-01 18:24:05.254000,2,4,0000 0010 1000 0000,640
1601284320.0,1601284323.0,2026-04-01 18:24:05.254000,2026-04-01 18:24:05.262000,2,4,0000 0010 1000 0000,640
1601284330.0,1601284333.0,2026-04-01 18:24:05.294000,2026-04-01 18:24:07.331000,2,4,0000 0010 1000 0000,640
1601284342.0,1601284345.0,2026-04-01 18:24:07.331000,2026-04-01 18:24:07.386000,2,4,0000 0010 1000 0000,640
1601284353.0,1601284356.0,2026-04-01 18:24:07.386000,2026-04-01 18:24:07.469000,2,4,0000 0010 1000 0000,640
1601284362.0,1601284365.0,2026-04-01 18:24:07.469000,2026-04-01 18:24:07.469000,2,4,0000 0010 1000 0000,640
1601284371.0,1601284374.0,2026-04-01 18:24:07.469000,2026-04-01 18:24:07.475000,2,4,0000 0010 1000 0000,640
1601284379.0,1601284383.0,2026-04-01 18:24:07.475000,2026-04-01 18:24:09.465000,3,5,0000 0001 0110 1000 0000,5760
1601284388.0,1601284391.0,2026-04-01 18:24:09.465000,2026-04-01 18:24:09.549000,2,4,0000 0010 1000 0000,640
1601284399.0,1601284402.0,2026-04-01 18:24:09.549000,2026-04-01 18:24:09.771000,2,4,0000 0010 1000 0000,640
1601284409.0,1601284413.0,2026-04-01 18:24:10.450000,2026-04-01 18:24:14.180000,3,5,0000 0001 0110 1000 0000,5760
