side,entry,exit,pnl,pnl_pct,entry_transition,close_reason
LONG,3.1779,3.1779,0.0,0.0,neutral→bull,neutral→bear
SHORT,3.1779,3.1781,-0.00019999999999997797,-0.006293464237388777,neutral→bear,neutral→bull
LONG,3.1781,3.178,-0.00010000000000021103,-0.0031465340927035344,neutral→bull,neutral→bear
SHORT,3.178,3.1781,-0.00010000000000021103,-0.0031466331025868798,neutral→bear,neutral→bull
LONG,3.1781,3.178,-0.00010000000000021103,-0.0031465340927035344,neutral→bull,neutral→bear
SHORT,3.178,3.1781,-0.00010000000000021103,-0.0031466331025868798,neutral→bear,neutral→bull
LONG,3.1781,3.178,-0.00010000000000021103,-0.0031465340927035344,neutral→bull,neutral→bear
SHORT,3.178,3.1757,0.0022999999999999687,0.07237256135934451,neutral→bear,neutral→bull
LONG,3.1757,3.1767,0.0009999999999998899,0.03148912050886072,neutral→bull,neutral→bear
SHORT,3.1767,3.1768,-0.00010000000000021103,-0.0031479207983193575,neutral→bear,neutral→bull
LONG,3.1768,3.1767,-0.00010000000000021103,-0.0031478217073851373,neutral→bull,neutral→bear
SHORT,3.1767,3.1766,9.999999999976694e-05,0.003147920798305378,neutral→bear,neutral→bull
LONG,3.1766,3.1765,-0.00010000000000021103,-0.0031480198954923827,neutral→bull,neutral→bear
SHORT,3.1765,3.1766,-0.00010000000000021103,-0.003148118998904802,neutral→bear,neutral→bull
LONG,3.1766,3.1765,-0.00010000000000021103,-0.0031480198954923827,neutral→bull,neutral→bear
SHORT,3.1765,3.1752,0.0013000000000000789,0.040925546985678546,neutral→bear,neutral→bull
LONG,3.1752,3.176,0.000800000000000356,0.0251952632905126,neutral→bull,neutral→bear
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,neutral→bear,neutral→bull
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,neutral→bull,neutral→bear
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,neutral→bear,neutral→bull
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,neutral→bull,neutral→bear
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,neutral→bear,neutral→bull
LONG,3.1761,3.176,-9.999999999976694e-05,-0.0031485154749462214,neutral→bull,neutral→bear
SHORT,3.176,3.1761,-9.999999999976694e-05,-0.0031486146095644502,neutral→bear,neutral→bull
LONG,3.1761,3.1759,-0.00019999999999997797,-0.006297030949906425,neutral→bull,neutral→bear
SHORT,3.1759,3.176,-0.00010000000000021103,-0.003148713750439593,neutral→bear,neutral→bull
LONG,3.176,3.1759,-0.00010000000000021103,-0.003148614609578433,neutral→bull,neutral→bear
SHORT,3.1759,3.176,-0.00010000000000021103,-0.003148713750439593,neutral→bear,neutral→bull
