side,entry,exit,pnl,pnl_pct,entry_transition,close_reason
SHORT,2.2685,2.2686,-0.00010000000000021103,-0.00440819925061543,neutral→bear,neutral→bull
LONG,2.2686,2.2684,-0.00019999999999997797,-0.008816009873930088,neutral→bull,neutral→bear
SHORT,2.2684,2.2685,-9.999999999976694e-05,-0.004408393581368671,neutral→bear,neutral→bull
LONG,2.2685,2.2682,-0.0002999999999997449,-0.013224597751807139,neutral→bull,neutral→bear
SHORT,2.2682,2.2683,-9.999999999976694e-05,-0.004408782294320031,neutral→bear,neutral→bull
LONG,2.2683,2.2682,-9.999999999976694e-05,-0.004408587929275975,neutral→bull,neutral→bear
SHORT,2.2682,2.2682,0.0,0.0,neutral→bear,neutral→bull
LONG,2.2682,2.2681,-0.00010000000000021103,-0.004408782294339609,neutral→bull,neutral→bear
SHORT,2.2681,2.268,0.00010000000000021103,0.004408976676522685,neutral→bear,neutral→bull
LONG,2.268,2.268,0.0,0.0,neutral→bull,neutral→bear
SHORT,2.268,2.2683,-0.000300000000000189,-0.013227513227521564,neutral→bear,neutral→bull
LONG,2.2683,2.2682,-9.999999999976694e-05,-0.004408587929275975,neutral→bull,neutral→bear
SHORT,2.2682,2.2683,-9.999999999976694e-05,-0.004408782294320031,neutral→bear,neutral→bull
LONG,2.2683,2.2682,-9.999999999976694e-05,-0.004408587929275975,neutral→bull,neutral→bear
SHORT,2.2682,2.2683,-9.999999999976694e-05,-0.004408782294320031,neutral→bear,neutral→bull
LONG,2.2683,2.2683,0.0,0.0,neutral→bull,neutral→bear
SHORT,2.2683,2.2684,-0.00010000000000021103,-0.004408587929295553,neutral→bear,neutral→bull
LONG,2.2684,2.2683,-0.00010000000000021103,-0.004408393581388248,neutral→bull,neutral→bear
SHORT,2.2683,2.2683,0.0,0.0,neutral→bear,neutral→bull
LONG,2.2683,2.2682,-9.999999999976694e-05,-0.004408587929275975,neutral→bull,neutral→bear
SHORT,2.2682,2.2673,0.0009000000000001229,0.03967904064897817,neutral→bear,neutral→bull
LONG,2.2673,2.2677,0.00039999999999995595,0.017642129405017245,neutral→bull,neutral→bear
SHORT,2.2677,2.2678,-9.999999999976694e-05,-0.004409754376670942,neutral→bear,neutral→bull
LONG,2.2678,2.2678,0.0,0.0,neutral→bull,neutral→bear
SHORT,2.2678,2.2673,0.0004999999999997229,0.02204779962958475,neutral→bear,bull→neutral
LONG,2.2674,2.2674,0.0,0.0,neutral→bull,bear→neutral
LONG,2.2675,2.2679,0.00039999999999995595,0.017640573318630913,neutral→bull,neutral→bear
SHORT,2.2679,2.2679,0.0,0.0,neutral→bear,neutral→bull
LONG,2.2679,2.2679,0.0,0.0,neutral→bull,neutral→bear
SHORT,2.2679,2.268,-9.999999999976694e-05,-0.004409365492295381,neutral→bear,neutral→bull
LONG,2.268,2.2679,-9.999999999976694e-05,-0.0044091710758274675,neutral→bull,neutral→bear
SHORT,2.2679,2.2679,0.0,0.0,neutral→bear,neutral→bull
LONG,2.2679,2.2674,-0.000500000000000167,-0.022046827461535648,neutral→bull,neutral→bear
SHORT,2.2674,2.2675,-0.00010000000000021103,-0.004410337831887229,neutral→bear,neutral→bull
LONG,2.2675,2.2673,-0.00019999999999997797,-0.008820286659315456,neutral→bull,neutral→bear
SHORT,2.2673,2.2674,-9.999999999976694e-05,-0.004410532351244517,neutral→bear,neutral→bull
LONG,2.2674,2.2673,-9.999999999976694e-05,-0.004410337831867644,neutral→bull,neutral→bear
SHORT,2.2673,2.2674,-9.999999999976694e-05,-0.004410532351244517,neutral→bear,neutral→bull
LONG,2.2674,2.2676,0.00019999999999997797,0.008820675663754874,neutral→bull,neutral→bear
SHORT,2.2676,2.2677,-0.00010000000000021103,-0.004409948844602709,neutral→bear,neutral→bull
LONG,2.2677,2.2676,-0.00010000000000021103,-0.004409754376690525,neutral→bull,neutral→bear
SHORT,2.2676,2.2675,9.999999999976694e-05,0.004409948844583125,neutral→bear,neutral→bull
LONG,2.2675,2.2674,-0.00010000000000021103,-0.004410143329667521,neutral→bull,neutral→bear
SHORT,2.2674,2.267,0.00039999999999995595,0.017641351327509748,neutral→bear,neutral→bull
LONG,2.267,2.2669,-9.999999999976694e-05,-0.004411116012340845,neutral→bull,neutral→bear
SHORT,2.2669,2.267,-9.999999999976694e-05,-0.004411310600369091,neutral→bear,neutral→bull
LONG,2.267,2.2669,-9.999999999976694e-05,-0.004411116012340845,neutral→bull,neutral→bear
SHORT,2.2669,2.267,-9.999999999976694e-05,-0.004411310600369091,neutral→bear,neutral→bull
LONG,2.267,2.2673,0.000300000000000189,0.013233348037061712,neutral→bull,bear→neutral
LONG,2.2674,2.2673,-9.999999999976694e-05,-0.004410337831867644,neutral→bull,neutral→bear
SHORT,2.2673,2.2674,-9.999999999976694e-05,-0.004410532351244517,neutral→bear,neutral→bull
LONG,2.2674,2.2669,-0.0004999999999997229,-0.02205168915937739,neutral→bull,neutral→bear
SHORT,2.2669,2.2666,0.000300000000000189,0.013233931801146456,neutral→bear,neutral→bull
LONG,2.2666,2.2665,-9.999999999976694e-05,-0.0044118944674740555,neutral→bull,neutral→bear
